"sitecode","year","transect","treatment","distance_m","species","cover","litter_depth_cm","notes"
"L1_vanDiepen",2022,"E","removal",3.2,"lichen","5",NA,NA
"L1_vanDiepen",2022,"E","removal",3.2,"Rabbit feces","2",NA,NA
"L1_vanDiepen",2022,"E","removal",3.4,"Gravel","60",NA,NA
"L1_vanDiepen",2022,"E","removal",3.4,"Litter","35",NA,NA
"L1_vanDiepen",2022,"E","removal",3.4,"Bare","2",NA,NA
"L1_vanDiepen",2022,"E","removal",3.6,"Gravel","95",NA,NA
"L1_vanDiepen",2022,"E","removal",3.6,"Litter","5",NA,NA
"L1_vanDiepen",2022,"E","removal",3.8,"Gravel","50",NA,NA
"L1_vanDiepen",2022,"E","removal",3.8,"Litter","50",NA,NA
"L1_vanDiepen",2022,"E","removal",4,"Gravel","80",NA,NA
"L1_vanDiepen",2022,"E","removal",4,"Litter","10",NA,NA
"L1_vanDiepen",2022,"E","removal",4,"Bare","5",NA,NA
"L1_vanDiepen",2022,"E","removal",4,"lichen","1",NA,NA
"L1_vanDiepen",2022,"E","removal",4.2,"Gravel","90",NA,NA
"L1_vanDiepen",2022,"E","removal",4.2,"Litter","5",NA,NA
"L1_vanDiepen",2022,"E","removal",4.2,"Bare","5",NA,NA
"L1_vanDiepen",2022,"E","removal",4.4,"Gravel","25",NA,NA
"L1_vanDiepen",2022,"E","removal",4.4,"Litter","70",NA,NA
"L1_vanDiepen",2022,"E","removal",4.4,"Bare","1",NA,NA
"L1_vanDiepen",2022,"E","removal",4.4,"lichen","1",NA,NA
"L1_vanDiepen",2022,"E","removal",4.6,"Gravel","95",NA,NA
"L1_vanDiepen",2022,"E","removal",4.6,"Litter","2",NA,NA
"L1_vanDiepen",2022,"E","removal",4.6,"Bare","1",NA,NA
"L1_vanDiepen",2022,"E","removal",4.6,"lichen","1",NA,NA
"L1_vanDiepen",2022,"E","removal",4.8,"Gravel","35",NA,NA
"L1_vanDiepen",2022,"E","removal",4.8,"Litter","60",NA,NA
"L1_vanDiepen",2022,"E","removal",4.8,"Bare","1",NA,NA
"L1_vanDiepen",2022,"E","removal",4.8,"lichen","5",NA,NA
"L1_vanDiepen",2022,"E","removal",5,"Gravel","60",NA,NA
"L1_vanDiepen",2022,"E","removal",5,"Litter","20",NA,NA
"L1_vanDiepen",2022,"E","removal",5,"Bare","10",NA,NA
"L1_vanDiepen",2022,"E","removal",5,"lichen","4",NA,NA
"L1_vanDiepen",2022,"E","removal",5.2,"Gravel","90",NA,NA
"L1_vanDiepen",2022,"E","removal",5.2,"Litter","7",NA,NA
"L1_vanDiepen",2022,"E","removal",5.2,"Bare","2",NA,NA
"L1_vanDiepen",2022,"E","removal",5.4,"Gravel","92",NA,NA
"L1_vanDiepen",2022,"E","removal",5.4,"Litter","5",NA,NA
"L1_vanDiepen",2022,"E","removal",5.4,"Bare","1",NA,NA
"L1_vanDiepen",2022,"E","removal",5.6,"Gravel","55",NA,NA
"L1_vanDiepen",2022,"E","removal",5.6,"Litter","40",NA,NA
"L1_vanDiepen",2022,"E","removal",5.6,"grass 1","1",NA,NA
"L1_vanDiepen",2022,"E","removal",5.6,"lichen","2",NA,NA
"L1_vanDiepen",2022,"E","removal",5.8,"Gravel","70",NA,NA
"L1_vanDiepen",2022,"E","removal",5.8,"Litter","25",NA,NA
"L1_vanDiepen",2022,"E","removal",5.8,"lichen","1",NA,NA
"L1_vanDiepen",2022,"E","removal",6,"Gravel","65",NA,NA
"L1_vanDiepen",2022,"E","removal",6,"Litter","7",NA,NA
"L1_vanDiepen",2022,"E","removal",6,"Bare","25",NA,NA
"L1_vanDiepen",2022,"E","removal",6.2,"Gravel","60",NA,NA
"L1_vanDiepen",2022,"E","removal",6.2,"Litter","10",NA,NA
"L1_vanDiepen",2022,"E","removal",6.2,"Bare","20",NA,NA
"L1_vanDiepen",2022,"E","removal",6.2,"grass 1","3",NA,NA
"L1_vanDiepen",2022,"E","removal",6.4,"Gravel","75",NA,NA
"L1_vanDiepen",2022,"E","removal",6.4,"Litter","20",NA,NA
"L1_vanDiepen",2022,"E","removal",6.4,"grass 1","2",NA,NA
"L1_vanDiepen",2022,"E","removal",6.4,"lichen","5",NA,NA
"L1_vanDiepen",2022,"E","removal",6.6,"Gravel","50",NA,NA
"L1_vanDiepen",2022,"E","removal",6.6,"Litter","45",NA,NA
"L1_vanDiepen",2022,"E","removal",6.6,"grass 1","3",NA,NA
"L1_vanDiepen",2022,"E","removal",6.8,"Gravel","30",NA,NA
"L1_vanDiepen",2022,"E","removal",6.8,"Litter","60",NA,NA
"L1_vanDiepen",2022,"E","removal",6.8,"grass 1","5",NA,NA
"L1_vanDiepen",2022,"E","removal",6.8,"lichen","7",NA,NA
"L1_vanDiepen",2022,"E","removal",7,"Gravel","60",NA,NA
"L1_vanDiepen",2022,"E","removal",7,"Litter","30",NA,NA
"L1_vanDiepen",2022,"E","removal",7,"Bare","2",NA,NA
"L1_vanDiepen",2022,"E","removal",7,"lichen","4",NA,NA
"L1_vanDiepen",2022,"N","control",0.2,"Gravel","90",NA,NA
"L1_vanDiepen",2022,"N","control",0.2,"Litter","5",NA,NA
"L1_vanDiepen",2022,"N","control",0.2,"Bare","1",NA,NA
"L1_vanDiepen",2022,"N","control",0.2,"grass 1","3",NA,NA
"L1_vanDiepen",2022,"N","control",0.2,"lichen","3",NA,NA
"L1_vanDiepen",2022,"N","control",0.4,"Gravel","5",NA,NA
"L1_vanDiepen",2022,"N","control",0.4,"Litter","25",NA,NA
"L1_vanDiepen",2022,"N","control",0.4,"grass 1","70",NA,NA
"L1_vanDiepen",2022,"N","control",0.6,"Gravel","80",NA,NA
"L1_vanDiepen",2022,"N","control",0.6,"Litter","7",NA,NA
"L1_vanDiepen",2022,"N","control",0.6,"Bare","3",NA,NA
"L1_vanDiepen",2022,"N","control",0.6,"grass 1","3",NA,NA
"L1_vanDiepen",2022,"N","control",0.6,"lichen","1",NA,NA
"L1_vanDiepen",2022,"N","control",0.8,"Gravel","85",NA,NA
"L1_vanDiepen",2022,"N","control",0.8,"Litter","5",NA,NA
"L1_vanDiepen",2022,"N","control",0.8,"Bare","1",NA,NA
"L1_vanDiepen",2022,"N","control",0.8,"grass 1","5",NA,NA
"L1_vanDiepen",2022,"N","control",0.8,"lichen","3",NA,NA
"L1_vanDiepen",2022,"N","control",0.8,"forb1","1",NA,NA
"L1_vanDiepen",2022,"N","control",1,"Gravel","50",NA,NA
"L1_vanDiepen",2022,"N","control",1,"Litter","30",NA,NA
"L1_vanDiepen",2022,"N","control",1,"Bare","2",NA,NA
"L1_vanDiepen",2022,"N","control",1,"lichen","1",NA,NA
"L1_vanDiepen",2022,"N","control",1,"forb1","1",NA,NA
"L1_vanDiepen",2022,"N","control",1,"forb2","20",NA,NA
"L1_vanDiepen",2022,"N","control",1.2,"Gravel","80",NA,NA
"L1_vanDiepen",2022,"N","control",1.2,"Litter","2",NA,NA
"L1_vanDiepen",2022,"N","control",1.2,"Bare","1",NA,NA
"L1_vanDiepen",2022,"N","control",1.2,"lichen","5",NA,NA
"L1_vanDiepen",2022,"N","control",1.2,"forb2","15",NA,NA
"L1_vanDiepen",2022,"N","control",1.4,"Gravel","30",NA,NA
"L1_vanDiepen",2022,"N","control",1.4,"Litter","5",NA,NA
"L1_vanDiepen",2022,"N","control",1.4,"Bare","2",NA,NA
"L1_vanDiepen",2022,"N","control",1.4,"grass 1","10",NA,NA
"L1_vanDiepen",2022,"N","control",1.4,"lichen","5",NA,NA
"L1_vanDiepen",2022,"N","control",1.4,"forb2","40",NA,NA
"L1_vanDiepen",2022,"N","control",1.6,"Gravel","50",NA,NA
"L1_vanDiepen",2022,"N","control",1.6,"Litter","30",NA,NA
"L1_vanDiepen",2022,"N","control",1.6,"Bare","3",NA,NA
"L1_vanDiepen",2022,"N","control",1.6,"grass 1","1",NA,NA
"L1_vanDiepen",2022,"N","control",1.6,"lichen","8",NA,NA
"L1_vanDiepen",2022,"N","control",1.8,"Gravel","75",NA,NA
"L1_vanDiepen",2022,"N","control",1.8,"Litter","2",NA,NA
"L1_vanDiepen",2022,"N","control",1.8,"Bare","20",NA,NA
"L1_vanDiepen",2022,"N","control",1.8,"lichen","2",NA,NA
"L1_vanDiepen",2022,"N","control",2,"Gravel","90",NA,NA
"L1_vanDiepen",2022,"N","control",2,"Litter","7",NA,NA
"L1_vanDiepen",2022,"N","control",2,"grass 1","1",NA,NA
"L1_vanDiepen",2022,"N","control",2,"lichen","1",NA,NA
"L1_vanDiepen",2022,"N","control",2.2,"Gravel","17",NA,NA
"L1_vanDiepen",2022,"N","control",2.2,"Litter","35",NA,NA
"L1_vanDiepen",2022,"N","control",2.2,"Bare","1",NA,NA
"L1_vanDiepen",2022,"N","control",2.2,"lichen","10",NA,NA
"L1_vanDiepen",2022,"N","control",2.2,"forb3","30",NA,NA
"L1_vanDiepen",2022,"N","control",2.2,"Rabbit feces","2",NA,NA
"L1_vanDiepen",2022,"N","control",2.4,"Gravel","65",NA,NA
"L1_vanDiepen",2022,"N","control",2.4,"Litter","2",NA,NA
"L1_vanDiepen",2022,"N","control",2.4,"grass 1","10",NA,NA
"L1_vanDiepen",2022,"N","control",2.4,"lichen","20",NA,NA
"L1_vanDiepen",2022,"N","control",2.4,"forb2","5",NA,NA
"L1_vanDiepen",2022,"N","control",2.6,"Gravel","5",NA,NA
"L1_vanDiepen",2022,"N","control",2.6,"Litter","25",NA,NA
"L1_vanDiepen",2022,"N","control",2.6,"grass 1","1",NA,NA
"L1_vanDiepen",2022,"N","control",2.6,"lichen","50",NA,NA
"L1_vanDiepen",2022,"N","control",2.6,"forb2","20",NA,NA
"L1_vanDiepen",2022,"N","control",2.6,"Rabbit feces","2",NA,NA
"L1_vanDiepen",2022,"N","control",2.8,"Gravel","45",NA,NA
"L1_vanDiepen",2022,"N","control",2.8,"Litter","5",NA,NA
"L1_vanDiepen",2022,"N","control",2.8,"grass 1","5",NA,NA
"L1_vanDiepen",2022,"N","control",2.8,"lichen","50",NA,NA
"L1_vanDiepen",2022,"N","control",3,"Gravel","35",NA,NA
"L1_vanDiepen",2022,"N","control",3,"Litter","10",NA,NA
"L1_vanDiepen",2022,"N","control",3,"Bare","3",NA,NA
"L1_vanDiepen",2022,"N","control",3,"grass 1","3",NA,NA
"L1_vanDiepen",2022,"N","control",3,"lichen","25",NA,NA
"L1_vanDiepen",2022,"N","control",3,"forb2","25",NA,NA
"L1_vanDiepen",2022,"N","control",3,"Rabbit feces","2",NA,NA
"L1_vanDiepen",2022,"N","control",3.2,"Gravel","60",NA,NA
"L1_vanDiepen",2022,"N","control",3.2,"Litter","5",NA,NA
"L1_vanDiepen",2022,"N","control",3.2,"Bare","5",NA,NA
"L1_vanDiepen",2022,"N","control",3.2,"grass 1","5",NA,NA
"L1_vanDiepen",2022,"N","control",3.2,"lichen","35",NA,NA
"L1_vanDiepen",2022,"N","control",3.4,"Gravel","40",NA,NA
"L1_vanDiepen",2022,"N","control",3.4,"Litter","5",NA,NA
"L1_vanDiepen",2022,"N","control",3.4,"Bare","20",NA,NA
"L1_vanDiepen",2022,"N","control",3.4,"grass 1","3",NA,NA
"L1_vanDiepen",2022,"N","control",3.4,"lichen","10",NA,NA
"L1_vanDiepen",2022,"N","control",3.4,"forb2","20",NA,NA
"L1_vanDiepen",2022,"N","control",3.6,"Gravel","50",NA,NA
"L1_vanDiepen",2022,"N","control",3.6,"Litter","10",NA,NA
"L1_vanDiepen",2022,"N","control",3.6,"Bare","10",NA,NA
"L1_vanDiepen",2022,"N","control",3.6,"grass 1","30",NA,NA
"L1_vanDiepen",2022,"N","control",3.6,"lichen","3",NA,NA
"L1_vanDiepen",2022,"N","control",3.6,"forb2","2",NA,NA
"L1_vanDiepen",2022,"N","control",3.8,"Gravel","80",NA,NA
"L1_vanDiepen",2022,"N","control",3.8,"Litter","3",NA,NA
"L1_vanDiepen",2022,"N","control",3.8,"Bare","10",NA,NA
"L1_vanDiepen",2022,"N","control",3.8,"grass 1","3",NA,NA
"L1_vanDiepen",2022,"N","control",3.8,"lichen","1",NA,NA
"L1_vanDiepen",2022,"N","control",4,"Gravel","70",NA,NA
"L1_vanDiepen",2022,"N","control",4,"Litter","2",NA,NA
"L1_vanDiepen",2022,"N","control",4,"lichen","1",NA,NA
"L1_vanDiepen",2022,"N","control",4,"forb3","20",NA,NA
"L1_vanDiepen",2022,"N","control",4.2,"Gravel","50",NA,NA
"L1_vanDiepen",2022,"N","control",4.2,"Litter","1",NA,NA
"L1_vanDiepen",2022,"N","control",4.2,"grass 1","20",NA,NA
"L1_vanDiepen",2022,"N","control",4.2,"lichen","3",NA,NA
"L1_vanDiepen",2022,"N","control",4.2,"forb2","25",NA,NA
"L1_vanDiepen",2022,"N","control",4.4,"Gravel","90",NA,NA
"L1_vanDiepen",2022,"N","control",4.4,"Litter","4",NA,NA
"L1_vanDiepen",2022,"N","control",4.4,"grass 1","1",NA,NA
"L1_vanDiepen",2022,"N","control",4.4,"lichen","2",NA,NA
"L1_vanDiepen",2022,"N","control",4.6,"Gravel","80",NA,NA
"L1_vanDiepen",2022,"N","control",4.6,"Litter","15",NA,NA
"L1_vanDiepen",2022,"N","control",4.6,"lichen","3",NA,NA
"L1_vanDiepen",2022,"N","control",4.8,"Gravel","80",NA,NA
"L1_vanDiepen",2022,"N","control",4.8,"Litter","10",NA,NA
"L1_vanDiepen",2022,"N","control",4.8,"Bare","5",NA,NA
"L1_vanDiepen",2022,"N","control",4.8,"lichen","7",NA,NA
"L1_vanDiepen",2022,"N","control",4.8,"Rabbit feces","3",NA,NA
"L1_vanDiepen",2022,"N","control",5,"Gravel","50",NA,NA
"L1_vanDiepen",2022,"N","control",5,"Litter","25",NA,NA
"L1_vanDiepen",2022,"N","control",5,"Bare","10",NA,NA
"L1_vanDiepen",2022,"N","control",5,"grass 1","5",NA,NA
"L1_vanDiepen",2022,"N","control",5,"lichen","4",NA,NA
"L1_vanDiepen",2022,"N","control",5.2,"Gravel","40",NA,NA
"L1_vanDiepen",2022,"N","control",5.2,"Litter","40",NA,NA
"L1_vanDiepen",2022,"N","control",5.2,"Bare","5",NA,NA
"L1_vanDiepen",2022,"N","control",5.2,"grass 1","5",NA,NA
"L1_vanDiepen",2022,"N","control",5.2,"lichen","2",NA,NA
"L1_vanDiepen",2022,"N","control",5.2,"forb3","2",NA,NA
"L1_vanDiepen",2022,"N","control",5.2,"Rabbit feces","2",NA,NA
"L1_vanDiepen",2022,"N","control",5.4,"Gravel","25",NA,NA
"L1_vanDiepen",2022,"N","control",5.4,"Litter","40",NA,NA
"L1_vanDiepen",2022,"N","control",5.4,"grass 1","5",NA,NA
"L1_vanDiepen",2022,"N","control",5.4,"lichen","20",NA,NA
"L1_vanDiepen",2022,"N","control",5.4,"Rabbit feces","10",NA,NA
"L1_vanDiepen",2022,"N","control",5.6,"Gravel","30",NA,NA
"L1_vanDiepen",2022,"N","control",5.6,"Litter","20",NA,NA
"L1_vanDiepen",2022,"N","control",5.6,"Bare","5",NA,NA
"L1_vanDiepen",2022,"N","control",5.6,"grass 1","20",NA,NA
"L1_vanDiepen",2022,"N","control",5.6,"lichen","15",NA,NA
"L1_vanDiepen",2022,"N","control",5.6,"Rabbit feces","3",NA,NA
"L1_vanDiepen",2022,"N","control",5.8,"Gravel","35",NA,NA
"L1_vanDiepen",2022,"N","control",5.8,"Litter","10",NA,NA
"L1_vanDiepen",2022,"N","control",5.8,"Bare","35",NA,NA
"L1_vanDiepen",2022,"N","control",5.8,"grass 1","1",NA,NA
"L1_vanDiepen",2022,"N","control",5.8,"lichen","10",NA,NA
"L1_vanDiepen",2022,"N","control",5.8,"Rabbit feces","2",NA,NA
"L1_vanDiepen",2022,"N","control",6,"Gravel","17",NA,NA
"L1_vanDiepen",2022,"N","control",6,"Litter","85",NA,NA
"L1_vanDiepen",2022,"N","control",6,"Bare","3",NA,NA
"L1_vanDiepen",2022,"N","control",6,"grass 1","2",NA,NA
"L1_vanDiepen",2022,"N","control",6,"lichen","3",NA,NA
"L1_vanDiepen",2022,"N","control",6,"forb4","3",NA,NA
"L1_vanDiepen",2022,"N","control",6.2,"Gravel","10",NA,NA
"L1_vanDiepen",2022,"N","control",6.2,"Litter","25",NA,NA
"L1_vanDiepen",2022,"N","control",6.2,"grass 1","1",NA,NA
"L1_vanDiepen",2022,"N","control",6.2,"lichen","3",NA,NA
"L1_vanDiepen",2022,"N","control",6.2,"forb4","60",NA,NA
"L1_vanDiepen",2022,"N","control",6.4,"Gravel","20",NA,NA
"L1_vanDiepen",2022,"N","control",6.4,"Litter","25",NA,NA
"L1_vanDiepen",2022,"N","control",6.4,"grass 1","5",NA,NA
"L1_vanDiepen",2022,"N","control",6.4,"lichen","40",NA,NA
"L1_vanDiepen",2022,"N","control",6.4,"Rabbit feces","2",NA,NA
"L1_vanDiepen",2022,"N","control",6.6,"Gravel","50",NA,NA
"L1_vanDiepen",2022,"N","control",6.6,"Litter","15",NA,NA
"L1_vanDiepen",2022,"N","control",6.6,"grass 1","5",NA,NA
"L1_vanDiepen",2022,"N","control",6.6,"lichen","30",NA,NA
"L1_vanDiepen",2022,"N","control",6.8,"Gravel","20",NA,NA
"L1_vanDiepen",2022,"N","control",6.8,"Litter","50",NA,NA
"L1_vanDiepen",2022,"N","control",6.8,"grass 1","20",NA,NA
"L1_vanDiepen",2022,"N","control",6.8,"lichen","5",NA,NA
"L1_vanDiepen",2022,"N","control",7,"Gravel","60",NA,NA
"L1_vanDiepen",2022,"N","control",7,"Litter","10",NA,NA
"L1_vanDiepen",2022,"N","control",7,"grass 1","5",NA,NA
"L1_vanDiepen",2022,"N","control",7,"lichen","15",NA,NA
"L1_vanDiepen",2022,"N","control",7,"forb2","5",NA,NA
"L1_vanDiepen",2022,"N","control",7.2,"Gravel","30",NA,NA
"L1_vanDiepen",2022,"N","control",7.2,"Litter","10",NA,NA
"L1_vanDiepen",2022,"N","control",7.2,"grass 1","50",NA,NA
"L1_vanDiepen",2022,"N","control",7.2,"lichen","10",NA,NA
"L1_vanDiepen",2022,"N","control",7.2,"Rabbit feces","2",NA,NA
"L1_vanDiepen",2022,"N","control",7.4,"Gravel","40",NA,NA
"L1_vanDiepen",2022,"N","control",7.4,"Litter","15",NA,NA
"L1_vanDiepen",2022,"N","control",7.4,"grass 1","10",NA,NA
"L1_vanDiepen",2022,"N","control",7.4,"lichen","30",NA,NA
"L1_vanDiepen",2022,"N","control",7.4,"forb2","2",NA,NA
"L1_vanDiepen",2022,"N","control",7.4,"forb3","3",NA,NA
"L1_vanDiepen",2022,"N","control",7.6,"Gravel","90",NA,NA
"L1_vanDiepen",2022,"N","control",7.6,"Litter","2",NA,NA
"L1_vanDiepen",2022,"N","control",7.6,"lichen","5",NA,NA
"L1_vanDiepen",2022,"N","control",7.8,"Gravel","60",NA,NA
"L1_vanDiepen",2022,"N","control",7.8,"Litter","15",NA,NA
"L1_vanDiepen",2022,"N","control",7.8,"Bare","1",NA,NA
"L1_vanDiepen",2022,"N","control",7.8,"grass 1","7",NA,NA
"L1_vanDiepen",2022,"N","control",7.8,"lichen","7",NA,NA
"L1_vanDiepen",2022,"N","control",7.8,"Rabbit feces","1",NA,NA
"L1_vanDiepen",2022,"N","control",8,"Gravel","80",NA,NA
"L1_vanDiepen",2022,"N","control",8,"Litter","3",NA,NA
"L1_vanDiepen",2022,"N","control",8,"Bare","1",NA,NA
"L1_vanDiepen",2022,"N","control",8,"grass 1","2",NA,NA
"L1_vanDiepen",2022,"N","control",8,"lichen","10",NA,NA
"L1_vanDiepen",2022,"N","control",8,"Rabbit feces","3",NA,NA
"L1_vanDiepen",2022,"N","control",8.2,"Gravel","50",NA,NA
"L1_vanDiepen",2022,"N","control",8.2,"Litter","2",NA,NA
"L1_vanDiepen",2022,"N","control",8.2,"Bare","10",NA,NA
"L1_vanDiepen",2022,"N","control",8.2,"grass 1","30",NA,NA
"L1_vanDiepen",2022,"N","control",8.2,"lichen","2",NA,NA
"L1_vanDiepen",2022,"N","control",8.4,"Gravel","25",NA,NA
"L1_vanDiepen",2022,"N","control",8.4,"Litter","25",NA,NA
"L1_vanDiepen",2022,"N","control",8.4,"grass 1","15",NA,NA
"L1_vanDiepen",2022,"N","control",8.4,"lichen","30",NA,NA
"L1_vanDiepen",2022,"N","control",8.4,"Rabbit feces","3",NA,NA
"L1_vanDiepen",2022,"N","control",8.6,"Gravel","40",NA,NA
"L1_vanDiepen",2022,"N","control",8.6,"Litter","5",NA,NA
"L1_vanDiepen",2022,"N","control",8.6,"grass 1","30",NA,NA
"L1_vanDiepen",2022,"N","control",8.6,"lichen","20",NA,NA
"L1_vanDiepen",2022,"N","control",8.8,"Gravel","80",NA,NA
"L1_vanDiepen",2022,"N","control",8.8,"Litter","5",NA,NA
"L1_vanDiepen",2022,"N","control",8.8,"Bare","1",NA,NA
"L1_vanDiepen",2022,"N","control",8.8,"grass 1","5",NA,NA
"L1_vanDiepen",2022,"N","control",8.8,"lichen","15",NA,NA
"L1_vanDiepen",2022,"N","control",8.8,"forb2","1",NA,NA
"L1_vanDiepen",2022,"N","control",8.8,"Rabbit feces","1",NA,NA
"L1_vanDiepen",2022,"N","control",9,"Gravel","70",NA,NA
"L1_vanDiepen",2022,"N","control",9,"Litter","7",NA,NA
"L1_vanDiepen",2022,"N","control",9,"Bare","2",NA,NA
"L1_vanDiepen",2022,"N","control",9,"grass 1","3",NA,NA
"L1_vanDiepen",2022,"N","control",9,"lichen","20",NA,NA
"L1_vanDiepen",2022,"N","control",9.2,"Gravel","20",NA,NA
"L1_vanDiepen",2022,"N","control",9.2,"Litter","60",NA,NA
"L1_vanDiepen",2022,"N","control",9.2,"grass 1","10",NA,NA
"L1_vanDiepen",2022,"N","control",9.2,"lichen","5",NA,NA
"L1_vanDiepen",2022,"N","control",9.4,"Gravel","25",NA,NA
"L1_vanDiepen",2022,"N","control",9.4,"Litter","5",NA,NA
"L1_vanDiepen",2022,"N","control",9.4,"grass 1","10",NA,NA
"L1_vanDiepen",2022,"N","control",9.4,"lichen","50",NA,NA
"L1_vanDiepen",2022,"N","control",9.4,"forb2","3",NA,NA
"L1_vanDiepen",2022,"N","control",9.6,"Gravel","15",NA,NA
"L1_vanDiepen",2022,"N","control",9.6,"Litter","25",NA,NA
"L1_vanDiepen",2022,"N","control",9.6,"Bare","1",NA,NA
"L1_vanDiepen",2022,"N","control",9.6,"grass 1","25",NA,NA
"L1_vanDiepen",2022,"N","control",9.6,"lichen","4",NA,NA
"L1_vanDiepen",2022,"N","control",9.6,"forb2","25",NA,NA
"L1_vanDiepen",2022,"N","control",9.8,"Gravel","10",NA,NA
"L1_vanDiepen",2022,"N","control",9.8,"Litter","10",NA,NA
"L1_vanDiepen",2022,"N","control",9.8,"grass 1","3",NA,NA
"L1_vanDiepen",2022,"N","control",9.8,"lichen","5",NA,NA
"L1_vanDiepen",2022,"N","control",9.8,"Rabbit feces","70",NA,NA
"L1_vanDiepen",2022,"N","control",10,"Gravel","25",NA,NA
"L1_vanDiepen",2022,"N","control",10,"Litter","25",NA,NA
"L1_vanDiepen",2022,"N","control",10,"Bare","5",NA,NA
"L1_vanDiepen",2022,"N","control",10,"grass 1","1",NA,NA
"L1_vanDiepen",2022,"N","control",10,"lichen","35",NA,NA
"L1_vanDiepen",2022,"N","control",10,"Rabbit feces","5",NA,NA
"K1_vanDiepen",2022,"W","removal",2.2,"Grass","3",NA,NA
"K1_vanDiepen",2022,"W","removal",2.2,"Gravel","10",NA,NA
"K1_vanDiepen",2022,"W","removal",2.2,"Litter","80",NA,NA
"K1_vanDiepen",2022,"W","removal",2.4,"Bare","20",NA,NA
"K1_vanDiepen",2022,"W","removal",2.4,"Litter","80",NA,NA
"K1_vanDiepen",2022,"W","removal",2.6,"Litter","100",NA,NA
"K1_vanDiepen",2022,"W","removal",2.8,"Litter","100",NA,NA
"K1_vanDiepen",2022,"W","removal",3,"Bare","20",NA,NA
"K1_vanDiepen",2022,"W","removal",3,"Gravel","30",NA,NA
"K1_vanDiepen",2022,"W","removal",3,"Litter","50",NA,NA
"K1_vanDiepen",2022,"W","removal",3.2,"Litter","30",NA,NA
"K1_vanDiepen",2022,"W","removal",3.2,"Gravel","75",NA,NA
"K1_vanDiepen",2022,"W","removal",3.4,"Litter","20",NA,NA
"K1_vanDiepen",2022,"W","removal",3.4,"Gravel","80",NA,NA
"K1_vanDiepen",2022,"W","removal",3.6,"Grass","2",NA,NA
"K1_vanDiepen",2022,"W","removal",3.6,"Litter","20",NA,NA
"K1_vanDiepen",2022,"W","removal",3.6,"Bare","40",NA,NA
"K1_vanDiepen",2022,"W","removal",3.8,"Bare","15",NA,NA
"K1_vanDiepen",2022,"W","removal",3.8,"Gravel","35",NA,NA
"K1_vanDiepen",2022,"W","removal",3.8,"Litter","50",NA,NA
"K1_vanDiepen",2022,"W","removal",4,"Grass","15",NA,NA
"K1_vanDiepen",2022,"W","removal",4,"Bare","20",NA,NA
"K1_vanDiepen",2022,"W","removal",4,"Litter","40",NA,NA
"K1_vanDiepen",2022,"W","removal",4.2,"Gravel","30",NA,NA
"K1_vanDiepen",2022,"W","removal",4.2,"Litter","70",NA,NA
"K1_vanDiepen",2022,"W","removal",4.4,"Litter","40",NA,NA
"K1_vanDiepen",2022,"W","removal",4.4,"Gravel","60",NA,NA
"K1_vanDiepen",2022,"W","removal",4.6,"Bare","10",NA,NA
"K1_vanDiepen",2022,"W","removal",4.6,"Litter","20",NA,NA
"K1_vanDiepen",2022,"W","removal",4.6,"Gravel","70",NA,NA
"K1_vanDiepen",2022,"W","removal",4.8,"Litter","10",NA,NA
"K1_vanDiepen",2022,"W","removal",4.8,"Bare","25",NA,NA
"K1_vanDiepen",2022,"W","removal",4.8,"Gravel","65",NA,NA
"K1_vanDiepen",2022,"W","removal",5,"Litter","10",NA,NA
"K1_vanDiepen",2022,"W","removal",5,"Bare","10",NA,NA
"K1_vanDiepen",2022,"W","removal",5,"Gravel","80",NA,NA
"K1_vanDiepen",2022,"W","removal",5.2,"Gravel","10",NA,NA
"K1_vanDiepen",2022,"W","removal",5.2,"Litter","90",NA,NA
"K1_vanDiepen",2022,"W","removal",5.4,"Gravel","30",NA,NA
"K1_vanDiepen",2022,"W","removal",5.4,"Litter","70",NA,NA
"K1_vanDiepen",2022,"W","removal",5.6,"Grass","10",NA,NA
"K1_vanDiepen",2022,"W","removal",5.6,"Gravel","15",NA,NA
"K1_vanDiepen",2022,"W","removal",5.6,"Litter","75",NA,NA
"K1_vanDiepen",2022,"W","removal",5.8,"Gravel","5",NA,NA
"K1_vanDiepen",2022,"W","removal",5.8,"Litter","5",NA,NA
"K1_vanDiepen",2022,"W","removal",5.8,"Bare","90",NA,NA
"K1_vanDiepen",2022,"W","removal",6,"Gravel","5",NA,NA
"K1_vanDiepen",2022,"W","removal",6,"Litter","95",NA,NA
"K1_vanDiepen",2022,"W","removal",6.2,"Gravel","10",NA,NA
"K1_vanDiepen",2022,"W","removal",6.2,"Bare","20",NA,NA
"K1_vanDiepen",2022,"W","removal",6.2,"Litter","70",NA,NA
"K1_vanDiepen",2022,"W","removal",6.4,"Litter","10",NA,NA
"K1_vanDiepen",2022,"W","removal",6.4,"Gravel","45",NA,NA
"K1_vanDiepen",2022,"W","removal",6.4,"Bare","45",NA,NA
"K1_vanDiepen",2022,"W","removal",6.6,"Litter","10",NA,NA
"K1_vanDiepen",2022,"W","removal",6.6,"Gravel","90",NA,NA
"K1_vanDiepen",2022,"W","removal",6.8,"Litter","25",NA,NA
"K1_vanDiepen",2022,"W","removal",6.8,"Gravel","75",NA,NA
"K1_vanDiepen",2022,"W","removal",7,"Litter","10",NA,NA
"K1_vanDiepen",2022,"W","removal",7,"Gravel","90",NA,NA
