genotype,site_code,latitude,longitude,study,trait,measured?
56,JackieOtt5,43.78,-102.61,walker,leaf_no_21d,yes
56,JackieOtt5,43.78,-102.61,walker,leaf_no_35d,yes
56,JackieOtt5,43.78,-102.61,walker,tiller_no_35d,yes
56,JackieOtt5,43.78,-102.61,walker,shoot_dry_wt_g,yes
56,JackieOtt5,43.78,-102.61,walker,shoot_leaf_area_cm2,yes
56,JackieOtt5,43.78,-102.61,walker,root_dry_wt_g,yes
56,JackieOtt5,43.78,-102.61,walker,root_length_cm,yes
56,JackieOtt5,43.78,-102.61,walker,root_proj_area_cm2,yes
56,JackieOtt5,43.78,-102.61,walker,root_surf_area_cm2,yes
56,JackieOtt5,43.78,-102.61,walker,root_avg_diam_mm,yes
56,JackieOtt5,43.78,-102.61,walker,root_vol_cm3,yes
56,JackieOtt5,43.78,-102.61,walker,root_no_tips,yes
56,JackieOtt5,43.78,-102.61,walker,root_no_forks,yes
56,JackieOtt5,43.78,-102.61,walker,root_no_crossings,yes
56,JackieOtt5,43.78,-102.61,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
56,JackieOtt5,43.78,-102.61,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
56,JackieOtt5,43.78,-102.61,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
56,JackieOtt5,43.78,-102.61,davidson,phen_score,no
56,JackieOtt5,43.78,-102.61,davidson,freezing_point,no
56,JackieOtt5,43.78,-102.61,davidson,min_temp_reached,no
56,JackieOtt5,43.78,-102.61,davidson,d_fv_fm,no
56,JackieOtt5,43.78,-102.61,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
56,JackieOtt5,43.78,-102.61,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
56,JackieOtt5,43.78,-102.61,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
56,JackieOtt5,43.78,-102.61,cg_2022,first_flower,yes
56,JackieOtt5,43.78,-102.61,cg_2022,inflor_mass,yes
56,JackieOtt5,43.78,-102.61,cg_2022,veg_mass,yes
56,JackieOtt5,43.78,-102.61,cg_2022,seed_count,yes
56,JackieOtt5,43.78,-102.61,gamba,seed_m,yes
56,JackieOtt5,43.78,-102.61,gamba,seed_n,yes
56,JackieOtt5,43.78,-102.61,gamba,seed1m,yes
56,JackieOtt5,43.78,-102.61,gamba,seedling_height_cm,yes
56,JackieOtt5,43.78,-102.61,gamba,adult_height_cm,yes
56,JackieOtt5,43.78,-102.61,gamba,inflor_height_cm,yes
56,JackieOtt5,43.78,-102.61,gamba,inflor_number,yes
56,JackieOtt5,43.78,-102.61,davidson,sla_m2_kg,no
56,JackieOtt5,43.78,-102.61,gamba,days_to_flower,yes
56,JackieOtt5,43.78,-102.61,gamba,total_dry_biomass_mg,yes
56,JackieOtt5,43.78,-102.61,gamba,veg_biomass_mg,yes
56,JackieOtt5,43.78,-102.61,gamba,rep_biomass_mg,yes
57,JackieOtt6,43.84,-101.94,gamba,inflor_height_cm,yes
57,JackieOtt6,43.84,-101.94,gamba,days_to_flower,yes
57,JackieOtt6,43.84,-101.94,gamba,seedling_height_cm,yes
57,JackieOtt6,43.84,-101.94,gamba,adult_height_cm,yes
57,JackieOtt6,43.84,-101.94,gamba,spring_growth_cm,yes
57,JackieOtt6,43.84,-101.94,gamba,tillers_n,yes
57,JackieOtt6,43.84,-101.94,gamba,leaves_n,yes
57,JackieOtt6,43.84,-101.94,walker,seed_wt_g,yes
57,JackieOtt6,43.84,-101.94,gamba,inflor_number,yes
57,JackieOtt6,43.84,-101.94,gamba,veg_biomass_mg,yes
57,JackieOtt6,43.84,-101.94,gamba,rep_biomass_mg,yes
57,JackieOtt6,43.84,-101.94,gamba,total_dry_biomass_mg,yes
57,JackieOtt6,43.84,-101.94,gamba,seed_m,yes
57,JackieOtt6,43.84,-101.94,gamba,seed_n,yes
57,JackieOtt6,43.84,-101.94,gamba,seed1m,yes
57,JackieOtt6,43.84,-101.94,walker,shoot_dry_wt_g,yes
57,JackieOtt6,43.84,-101.94,walker,shoot_leaf_area_cm2,yes
57,JackieOtt6,43.84,-101.94,walker,root_dry_wt_g,yes
57,JackieOtt6,43.84,-101.94,walker,root_length_cm,yes
57,JackieOtt6,43.84,-101.94,walker,root_proj_area_cm2,yes
57,JackieOtt6,43.84,-101.94,walker,root_surf_area_cm2,yes
57,JackieOtt6,43.84,-101.94,walker,seed_proj_area_cm2,yes
57,JackieOtt6,43.84,-101.94,walker,time_to_emergence_d,yes
57,JackieOtt6,43.84,-101.94,walker,plant_ht_21d_cm,yes
57,JackieOtt6,43.84,-101.94,walker,plant_ht_35d_cm,yes
57,JackieOtt6,43.84,-101.94,walker,leaf_no_21d,yes
57,JackieOtt6,43.84,-101.94,walker,leaf_no_35d,yes
57,JackieOtt6,43.84,-101.94,walker,tiller_no_35d,yes
57,JackieOtt6,43.84,-101.94,davidson,phen_score,no
57,JackieOtt6,43.84,-101.94,davidson,freezing_point,no
57,JackieOtt6,43.84,-101.94,davidson,min_temp_reached,no
57,JackieOtt6,43.84,-101.94,davidson,d_fv_fm,no
57,JackieOtt6,43.84,-101.94,davidson,sla_m2_kg,no
57,JackieOtt6,43.84,-101.94,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
57,JackieOtt6,43.84,-101.94,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
57,JackieOtt6,43.84,-101.94,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
57,JackieOtt6,43.84,-101.94,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
57,JackieOtt6,43.84,-101.94,cg_2022,first_flower,yes
57,JackieOtt6,43.84,-101.94,cg_2022,inflor_mass,yes
57,JackieOtt6,43.84,-101.94,cg_2022,veg_mass,yes
57,JackieOtt6,43.84,-101.94,cg_2022,seed_count,yes
57,JackieOtt6,43.84,-101.94,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
57,JackieOtt6,43.84,-101.94,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
57,JackieOtt6,43.84,-101.94,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
57,JackieOtt6,43.84,-101.94,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
57,JackieOtt6,43.84,-101.94,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
57,JackieOtt6,43.84,-101.94,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
57,JackieOtt6,43.84,-101.94,walker,root_no_tips,yes
57,JackieOtt6,43.84,-101.94,walker,root_no_forks,yes
57,JackieOtt6,43.84,-101.94,walker,root_avg_diam_mm,yes
57,JackieOtt6,43.84,-101.94,walker,root_vol_cm3,yes
57,JackieOtt6,43.84,-101.94,walker,root_no_crossings,yes
58,JackieOtt7,43.82,-101.94,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
58,JackieOtt7,43.82,-101.94,cg_2022,first_flower,yes
58,JackieOtt7,43.82,-101.94,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
58,JackieOtt7,43.82,-101.94,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
58,JackieOtt7,43.82,-101.94,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
58,JackieOtt7,43.82,-101.94,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
58,JackieOtt7,43.82,-101.94,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
58,JackieOtt7,43.82,-101.94,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
58,JackieOtt7,43.82,-101.94,walker,seed_wt_g,yes
58,JackieOtt7,43.82,-101.94,walker,seed_proj_area_cm2,yes
58,JackieOtt7,43.82,-101.94,cg_2022,inflor_mass,yes
58,JackieOtt7,43.82,-101.94,cg_2022,veg_mass,yes
58,JackieOtt7,43.82,-101.94,cg_2022,seed_count,yes
58,JackieOtt7,43.82,-101.94,gamba,seed_m,yes
58,JackieOtt7,43.82,-101.94,gamba,seed_n,yes
58,JackieOtt7,43.82,-101.94,gamba,seed1m,yes
58,JackieOtt7,43.82,-101.94,gamba,seedling_height_cm,yes
58,JackieOtt7,43.82,-101.94,gamba,adult_height_cm,yes
58,JackieOtt7,43.82,-101.94,gamba,spring_growth_cm,yes
58,JackieOtt7,43.82,-101.94,gamba,tillers_n,yes
58,JackieOtt7,43.82,-101.94,gamba,leaves_n,yes
58,JackieOtt7,43.82,-101.94,walker,root_avg_diam_mm,yes
58,JackieOtt7,43.82,-101.94,walker,root_vol_cm3,yes
58,JackieOtt7,43.82,-101.94,walker,root_no_tips,yes
58,JackieOtt7,43.82,-101.94,walker,root_no_forks,yes
58,JackieOtt7,43.82,-101.94,walker,root_no_crossings,yes
58,JackieOtt7,43.82,-101.94,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
58,JackieOtt7,43.82,-101.94,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
58,JackieOtt7,43.82,-101.94,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
58,JackieOtt7,43.82,-101.94,davidson,phen_score,no
58,JackieOtt7,43.82,-101.94,davidson,freezing_point,no
58,JackieOtt7,43.82,-101.94,davidson,min_temp_reached,no
58,JackieOtt7,43.82,-101.94,davidson,d_fv_fm,no
58,JackieOtt7,43.82,-101.94,davidson,sla_m2_kg,no
58,JackieOtt7,43.82,-101.94,gamba,days_to_flower,yes
58,JackieOtt7,43.82,-101.94,gamba,inflor_height_cm,yes
58,JackieOtt7,43.82,-101.94,gamba,inflor_number,yes
58,JackieOtt7,43.82,-101.94,gamba,veg_biomass_mg,yes
58,JackieOtt7,43.82,-101.94,gamba,rep_biomass_mg,yes
58,JackieOtt7,43.82,-101.94,gamba,total_dry_biomass_mg,yes
58,JackieOtt7,43.82,-101.94,walker,leaf_no_21d,yes
58,JackieOtt7,43.82,-101.94,walker,leaf_no_35d,yes
58,JackieOtt7,43.82,-101.94,walker,tiller_no_35d,yes
58,JackieOtt7,43.82,-101.94,walker,shoot_dry_wt_g,yes
58,JackieOtt7,43.82,-101.94,walker,shoot_leaf_area_cm2,yes
58,JackieOtt7,43.82,-101.94,walker,root_dry_wt_g,yes
58,JackieOtt7,43.82,-101.94,walker,root_length_cm,yes
58,JackieOtt7,43.82,-101.94,walker,root_proj_area_cm2,yes
58,JackieOtt7,43.82,-101.94,walker,root_surf_area_cm2,yes
58,JackieOtt7,43.82,-101.94,walker,time_to_emergence_d,yes
58,JackieOtt7,43.82,-101.94,walker,plant_ht_21d_cm,yes
58,JackieOtt7,43.82,-101.94,walker,plant_ht_35d_cm,yes
59,Lavin01,44.68,-109.07,gamba,rep_biomass_mg,yes
59,Lavin01,44.68,-109.07,davidson,phen_score,no
59,Lavin01,44.68,-109.07,davidson,freezing_point,no
59,Lavin01,44.68,-109.07,davidson,min_temp_reached,no
59,Lavin01,44.68,-109.07,davidson,d_fv_fm,no
59,Lavin01,44.68,-109.07,davidson,sla_m2_kg,no
59,Lavin01,44.68,-109.07,gamba,days_to_flower,yes
59,Lavin01,44.68,-109.07,gamba,inflor_height_cm,yes
59,Lavin01,44.68,-109.07,gamba,inflor_number,yes
59,Lavin01,44.68,-109.07,gamba,veg_biomass_mg,yes
59,Lavin01,44.68,-109.07,walker,plant_ht_21d_cm,yes
59,Lavin01,44.68,-109.07,walker,plant_ht_35d_cm,yes
59,Lavin01,44.68,-109.07,walker,leaf_no_21d,yes
59,Lavin01,44.68,-109.07,walker,leaf_no_35d,yes
59,Lavin01,44.68,-109.07,walker,tiller_no_35d,yes
59,Lavin01,44.68,-109.07,walker,shoot_dry_wt_g,yes
59,Lavin01,44.68,-109.07,walker,shoot_leaf_area_cm2,yes
59,Lavin01,44.68,-109.07,walker,root_dry_wt_g,yes
59,Lavin01,44.68,-109.07,walker,root_length_cm,yes
59,Lavin01,44.68,-109.07,walker,root_proj_area_cm2,yes
59,Lavin01,44.68,-109.07,walker,root_surf_area_cm2,yes
59,Lavin01,44.68,-109.07,walker,root_avg_diam_mm,yes
59,Lavin01,44.68,-109.07,walker,root_vol_cm3,yes
59,Lavin01,44.68,-109.07,walker,root_no_tips,yes
59,Lavin01,44.68,-109.07,walker,root_no_forks,yes
59,Lavin01,44.68,-109.07,walker,root_no_crossings,yes
59,Lavin01,44.68,-109.07,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
59,Lavin01,44.68,-109.07,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
59,Lavin01,44.68,-109.07,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
59,Lavin01,44.68,-109.07,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
59,Lavin01,44.68,-109.07,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
59,Lavin01,44.68,-109.07,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
59,Lavin01,44.68,-109.07,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
59,Lavin01,44.68,-109.07,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
59,Lavin01,44.68,-109.07,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
59,Lavin01,44.68,-109.07,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
59,Lavin01,44.68,-109.07,cg_2022,first_flower,yes
59,Lavin01,44.68,-109.07,cg_2022,inflor_mass,yes
59,Lavin01,44.68,-109.07,gamba,total_dry_biomass_mg,yes
59,Lavin01,44.68,-109.07,gamba,seed_m,yes
59,Lavin01,44.68,-109.07,gamba,seed_n,yes
59,Lavin01,44.68,-109.07,gamba,seed1m,yes
59,Lavin01,44.68,-109.07,gamba,seedling_height_cm,yes
59,Lavin01,44.68,-109.07,gamba,adult_height_cm,yes
59,Lavin01,44.68,-109.07,gamba,spring_growth_cm,yes
59,Lavin01,44.68,-109.07,gamba,tillers_n,yes
59,Lavin01,44.68,-109.07,gamba,leaves_n,yes
59,Lavin01,44.68,-109.07,walker,seed_wt_g,yes
59,Lavin01,44.68,-109.07,walker,seed_proj_area_cm2,yes
59,Lavin01,44.68,-109.07,walker,time_to_emergence_d,yes
59,Lavin01,44.68,-109.07,cg_2022,veg_mass,yes
59,Lavin01,44.68,-109.07,cg_2022,seed_count,yes
60,Lavin02,45.67,-111.03,cg_2022,veg_mass,yes
60,Lavin02,45.67,-111.03,gamba,total_dry_biomass_mg,yes
60,Lavin02,45.67,-111.03,gamba,seed_m,yes
60,Lavin02,45.67,-111.03,cg_2022,seed_count,yes
60,Lavin02,45.67,-111.03,gamba,rep_biomass_mg,no
60,Lavin02,45.67,-111.03,gamba,seedling_height_cm,yes
60,Lavin02,45.67,-111.03,gamba,adult_height_cm,yes
60,Lavin02,45.67,-111.03,gamba,spring_growth_cm,yes
60,Lavin02,45.67,-111.03,gamba,tillers_n,yes
60,Lavin02,45.67,-111.03,gamba,leaves_n,yes
60,Lavin02,45.67,-111.03,walker,seed_wt_g,no
60,Lavin02,45.67,-111.03,walker,seed_proj_area_cm2,no
60,Lavin02,45.67,-111.03,walker,time_to_emergence_d,no
60,Lavin02,45.67,-111.03,walker,plant_ht_21d_cm,no
60,Lavin02,45.67,-111.03,walker,plant_ht_35d_cm,no
60,Lavin02,45.67,-111.03,walker,leaf_no_21d,no
60,Lavin02,45.67,-111.03,gamba,seed_n,yes
60,Lavin02,45.67,-111.03,gamba,seed1m,no
60,Lavin02,45.67,-111.03,walker,shoot_dry_wt_g,no
60,Lavin02,45.67,-111.03,walker,shoot_leaf_area_cm2,no
60,Lavin02,45.67,-111.03,walker,root_dry_wt_g,no
60,Lavin02,45.67,-111.03,walker,root_length_cm,no
60,Lavin02,45.67,-111.03,walker,root_proj_area_cm2,no
60,Lavin02,45.67,-111.03,walker,root_surf_area_cm2,no
60,Lavin02,45.67,-111.03,walker,root_avg_diam_mm,no
60,Lavin02,45.67,-111.03,walker,root_vol_cm3,no
60,Lavin02,45.67,-111.03,walker,root_no_tips,no
60,Lavin02,45.67,-111.03,walker,root_no_forks,no
60,Lavin02,45.67,-111.03,walker,root_no_crossings,no
60,Lavin02,45.67,-111.03,walker,leaf_no_35d,no
60,Lavin02,45.67,-111.03,walker,tiller_no_35d,no
60,Lavin02,45.67,-111.03,davidson,phen_score,no
60,Lavin02,45.67,-111.03,davidson,freezing_point,no
60,Lavin02,45.67,-111.03,davidson,min_temp_reached,no
60,Lavin02,45.67,-111.03,davidson,d_fv_fm,no
60,Lavin02,45.67,-111.03,davidson,sla_m2_kg,no
60,Lavin02,45.67,-111.03,gamba,days_to_flower,no
60,Lavin02,45.67,-111.03,gamba,inflor_height_cm,no
60,Lavin02,45.67,-111.03,gamba,inflor_number,no
60,Lavin02,45.67,-111.03,gamba,veg_biomass_mg,yes
60,Lavin02,45.67,-111.03,cg_2022,inflor_mass,yes
60,Lavin02,45.67,-111.03,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,no
60,Lavin02,45.67,-111.03,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,no
60,Lavin02,45.67,-111.03,walker,root_length_cm_by_diam_class_mm_0_l_0_5,no
60,Lavin02,45.67,-111.03,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,no
60,Lavin02,45.67,-111.03,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,no
60,Lavin02,45.67,-111.03,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,no
60,Lavin02,45.67,-111.03,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,no
60,Lavin02,45.67,-111.03,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,no
60,Lavin02,45.67,-111.03,cg_2022,first_flower,yes
60,Lavin02,45.67,-111.03,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,no
60,Lavin02,45.67,-111.03,walker,root_length_cm_by_diam_class_mm_l_4_5,no
61,Lee1,36.82340833,-116.0163889,davidson,min_temp_reached,yes
61,Lee1,36.82340833,-116.0163889,davidson,freezing_point,yes
61,Lee1,36.82340833,-116.0163889,gamba,seedling_height_cm,yes
61,Lee1,36.82340833,-116.0163889,gamba,adult_height_cm,yes
61,Lee1,36.82340833,-116.0163889,davidson,d_fv_fm,yes
61,Lee1,36.82340833,-116.0163889,davidson,sla_m2_kg,yes
61,Lee1,36.82340833,-116.0163889,gamba,days_to_flower,yes
61,Lee1,36.82340833,-116.0163889,gamba,inflor_height_cm,yes
61,Lee1,36.82340833,-116.0163889,gamba,inflor_number,yes
61,Lee1,36.82340833,-116.0163889,gamba,veg_biomass_mg,yes
61,Lee1,36.82340833,-116.0163889,gamba,rep_biomass_mg,yes
61,Lee1,36.82340833,-116.0163889,gamba,total_dry_biomass_mg,yes
61,Lee1,36.82340833,-116.0163889,gamba,seed_m,yes
61,Lee1,36.82340833,-116.0163889,gamba,seed_n,yes
61,Lee1,36.82340833,-116.0163889,gamba,seed1m,yes
61,Lee1,36.82340833,-116.0163889,walker,shoot_dry_wt_g,yes
61,Lee1,36.82340833,-116.0163889,walker,shoot_leaf_area_cm2,yes
61,Lee1,36.82340833,-116.0163889,gamba,spring_growth_cm,yes
61,Lee1,36.82340833,-116.0163889,gamba,tillers_n,yes
61,Lee1,36.82340833,-116.0163889,gamba,leaves_n,yes
61,Lee1,36.82340833,-116.0163889,walker,seed_wt_g,yes
61,Lee1,36.82340833,-116.0163889,walker,seed_proj_area_cm2,yes
61,Lee1,36.82340833,-116.0163889,walker,time_to_emergence_d,yes
61,Lee1,36.82340833,-116.0163889,walker,plant_ht_21d_cm,yes
61,Lee1,36.82340833,-116.0163889,walker,plant_ht_35d_cm,yes
61,Lee1,36.82340833,-116.0163889,walker,leaf_no_21d,yes
61,Lee1,36.82340833,-116.0163889,walker,leaf_no_35d,yes
61,Lee1,36.82340833,-116.0163889,walker,tiller_no_35d,yes
61,Lee1,36.82340833,-116.0163889,davidson,phen_score,yes
61,Lee1,36.82340833,-116.0163889,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
61,Lee1,36.82340833,-116.0163889,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
61,Lee1,36.82340833,-116.0163889,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
61,Lee1,36.82340833,-116.0163889,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
61,Lee1,36.82340833,-116.0163889,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
61,Lee1,36.82340833,-116.0163889,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
61,Lee1,36.82340833,-116.0163889,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
61,Lee1,36.82340833,-116.0163889,cg_2022,first_flower,yes
61,Lee1,36.82340833,-116.0163889,cg_2022,inflor_mass,yes
61,Lee1,36.82340833,-116.0163889,cg_2022,veg_mass,yes
61,Lee1,36.82340833,-116.0163889,cg_2022,seed_count,yes
61,Lee1,36.82340833,-116.0163889,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
61,Lee1,36.82340833,-116.0163889,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
61,Lee1,36.82340833,-116.0163889,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
61,Lee1,36.82340833,-116.0163889,walker,root_surf_area_cm2,yes
61,Lee1,36.82340833,-116.0163889,walker,root_dry_wt_g,yes
61,Lee1,36.82340833,-116.0163889,walker,root_length_cm,yes
61,Lee1,36.82340833,-116.0163889,walker,root_proj_area_cm2,yes
61,Lee1,36.82340833,-116.0163889,walker,root_no_forks,yes
61,Lee1,36.82340833,-116.0163889,walker,root_avg_diam_mm,yes
61,Lee1,36.82340833,-116.0163889,walker,root_vol_cm3,yes
61,Lee1,36.82340833,-116.0163889,walker,root_no_tips,yes
61,Lee1,36.82340833,-116.0163889,walker,root_no_crossings,yes
62,Lee2,35.3984,-115.7845,davidson,d_fv_fm,yes
62,Lee2,35.3984,-115.7845,davidson,phen_score,yes
62,Lee2,35.3984,-115.7845,davidson,freezing_point,yes
62,Lee2,35.3984,-115.7845,davidson,min_temp_reached,yes
62,Lee2,35.3984,-115.7845,gamba,spring_growth_cm,yes
62,Lee2,35.3984,-115.7845,davidson,sla_m2_kg,yes
62,Lee2,35.3984,-115.7845,gamba,days_to_flower,yes
62,Lee2,35.3984,-115.7845,gamba,inflor_height_cm,yes
62,Lee2,35.3984,-115.7845,gamba,inflor_number,yes
62,Lee2,35.3984,-115.7845,gamba,veg_biomass_mg,yes
62,Lee2,35.3984,-115.7845,gamba,rep_biomass_mg,yes
62,Lee2,35.3984,-115.7845,gamba,total_dry_biomass_mg,yes
62,Lee2,35.3984,-115.7845,gamba,seed_m,yes
62,Lee2,35.3984,-115.7845,gamba,seed_n,yes
62,Lee2,35.3984,-115.7845,gamba,seed1m,yes
62,Lee2,35.3984,-115.7845,gamba,seedling_height_cm,yes
62,Lee2,35.3984,-115.7845,gamba,adult_height_cm,yes
62,Lee2,35.3984,-115.7845,walker,shoot_leaf_area_cm2,yes
62,Lee2,35.3984,-115.7845,walker,root_dry_wt_g,yes
62,Lee2,35.3984,-115.7845,walker,root_length_cm,yes
62,Lee2,35.3984,-115.7845,walker,root_proj_area_cm2,yes
62,Lee2,35.3984,-115.7845,walker,root_surf_area_cm2,yes
62,Lee2,35.3984,-115.7845,walker,root_avg_diam_mm,yes
62,Lee2,35.3984,-115.7845,walker,root_vol_cm3,yes
62,Lee2,35.3984,-115.7845,walker,root_no_tips,yes
62,Lee2,35.3984,-115.7845,walker,root_no_forks,yes
62,Lee2,35.3984,-115.7845,walker,root_no_crossings,yes
62,Lee2,35.3984,-115.7845,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
62,Lee2,35.3984,-115.7845,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
62,Lee2,35.3984,-115.7845,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
62,Lee2,35.3984,-115.7845,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
62,Lee2,35.3984,-115.7845,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
62,Lee2,35.3984,-115.7845,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
62,Lee2,35.3984,-115.7845,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
62,Lee2,35.3984,-115.7845,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
62,Lee2,35.3984,-115.7845,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
62,Lee2,35.3984,-115.7845,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
62,Lee2,35.3984,-115.7845,cg_2022,first_flower,yes
62,Lee2,35.3984,-115.7845,cg_2022,inflor_mass,yes
62,Lee2,35.3984,-115.7845,cg_2022,veg_mass,yes
62,Lee2,35.3984,-115.7845,cg_2022,seed_count,yes
62,Lee2,35.3984,-115.7845,walker,leaf_no_35d,yes
62,Lee2,35.3984,-115.7845,walker,tiller_no_35d,yes
62,Lee2,35.3984,-115.7845,walker,shoot_dry_wt_g,yes
62,Lee2,35.3984,-115.7845,walker,seed_wt_g,yes
62,Lee2,35.3984,-115.7845,walker,seed_proj_area_cm2,yes
62,Lee2,35.3984,-115.7845,gamba,tillers_n,yes
62,Lee2,35.3984,-115.7845,gamba,leaves_n,yes
62,Lee2,35.3984,-115.7845,walker,plant_ht_35d_cm,yes
62,Lee2,35.3984,-115.7845,walker,leaf_no_21d,yes
62,Lee2,35.3984,-115.7845,walker,time_to_emergence_d,yes
62,Lee2,35.3984,-115.7845,walker,plant_ht_21d_cm,yes
63,Lee3,36.5247,-115.8987,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
63,Lee3,36.5247,-115.8987,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
63,Lee3,36.5247,-115.8987,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
63,Lee3,36.5247,-115.8987,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
63,Lee3,36.5247,-115.8987,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
63,Lee3,36.5247,-115.8987,gamba,tillers_n,yes
63,Lee3,36.5247,-115.8987,gamba,leaves_n,yes
63,Lee3,36.5247,-115.8987,walker,seed_wt_g,yes
63,Lee3,36.5247,-115.8987,walker,seed_proj_area_cm2,yes
63,Lee3,36.5247,-115.8987,walker,time_to_emergence_d,yes
63,Lee3,36.5247,-115.8987,walker,plant_ht_21d_cm,yes
63,Lee3,36.5247,-115.8987,walker,plant_ht_35d_cm,yes
63,Lee3,36.5247,-115.8987,walker,leaf_no_21d,yes
63,Lee3,36.5247,-115.8987,walker,leaf_no_35d,yes
63,Lee3,36.5247,-115.8987,walker,tiller_no_35d,yes
63,Lee3,36.5247,-115.8987,walker,shoot_dry_wt_g,yes
63,Lee3,36.5247,-115.8987,walker,shoot_leaf_area_cm2,yes
63,Lee3,36.5247,-115.8987,walker,root_dry_wt_g,yes
63,Lee3,36.5247,-115.8987,walker,root_length_cm,yes
63,Lee3,36.5247,-115.8987,walker,root_proj_area_cm2,yes
63,Lee3,36.5247,-115.8987,walker,root_surf_area_cm2,yes
63,Lee3,36.5247,-115.8987,walker,root_avg_diam_mm,yes
63,Lee3,36.5247,-115.8987,walker,root_vol_cm3,yes
63,Lee3,36.5247,-115.8987,walker,root_no_tips,yes
63,Lee3,36.5247,-115.8987,walker,root_no_forks,yes
63,Lee3,36.5247,-115.8987,walker,root_no_crossings,yes
63,Lee3,36.5247,-115.8987,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
63,Lee3,36.5247,-115.8987,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
