Site,Date,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,height,Length_mm,tillers,biomass_whole,seed_count_whole,seed_mass_whole,inflor_mass,biomass_sub,seed_count_sub,seed_mass_sub,drop_seed,notes,
SheepStation,7/7/2022,22,low,black,9,4,71,Re,Porensky30,40.63,-105.27,Y,FG_FP,32,320,6,1.02,,,1.37,0.02,50,0.09,N,,
SheepStation,7/7/2022,22,low,black,9,5,36,Re,Chambers08,42.24,-114.57,Y,FG_FP,23.8,238,9,0.52,,,0.94,0.02,50,0.11,N,,
SheepStation,,22,low,black,10,1,63,Re,Lee3,36.5247,-115.8987,Y,,,0,,,,,,,,,,,
SheepStation,,22,low,black,10,2,52,Re,Hufft1,38.6701,-108.3286,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,22,low,black,10,3,64,Re,Lee4,35.4564,-115.52,N,NA,NA,NA,,,,,,,,,,,
SheepStation,6/30/2022,22,low,black,10,4,30,Re,Chambers02,39.95,-118.76,Y,FG_FP,24.2,242,9,0.64,,,1.06,0.04,50,0.09,N,,
SheepStation,7/7/2022,22,low,black,10,5,6,Re,AAFC09,49.62,-119.8,Y,FG_FP,29.7,297,5,0.71,,,0.86,0.02,50,0.08,N,,
SheepStation,7/7/2022,22,low,black,11,1,35,Re,Chambers07,43.94,-116.19,Y,FG_FP,25.6,256,4,0.49,,,0.87,0.02,50,0.09,N,,
SheepStation,,22,low,black,11,2,25,Re,Symstad6,41.83,-103.71,Y,,,0,,,,,,,,,,,
SheepStation,7/13/2022,22,low,black,11,3,2,Re,AAFC05,50.09,-120.45,Y,BS_FG_FP,28,280,10,1.43,,,1.37,0.01,50,0.07,N,,
SheepStation,,22,low,black,11,4,49,Re,Getts3,40.43,-120.67,Y,,,0,,,,,,,,,,,
SheepStation,,22,low,black,11,5,8,Re,Blumenthal01,41.18,-104.9,N,V3+,NA,NA,,,,,,,,,,,
SheepStation,,22,low,black,12,1,19,Re,Barnett01,43.48,-110.74,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,22,low,black,12,2,18,Re,Adler18,40.86,-114.22,Y,FG_FP,22.3,223,13,1.14,,,1.81,0.03,50,0.12,N,,
SheepStation,7/7/2022,22,low,black,12,3,76,Re,Pyle009,43.42,-119.62,Y,FG_FP,26.2,262,5,1.18,,,2.33,0.03,50,0.12,N,,
SheepStation,7/7/2022,22,low,black,12,4,43,Re,Downs02,46.25045,-119.53334,Y,FG_FP,20,200,7,0.64,,,0.97,0.03,50,0.11,N,,
SheepStation,,22,low,black,12,5,64,Re,Lee4,35.4564,-115.52,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,22,low,black,13,1,65,Re,Leger1,39.49,-119.84,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,22,low,black,13,2,28,Re,Bradford01,35.23,-111.62,N,NA,NA,NA,,,,,,,,,,,
SheepStation,6/28/2022,22,low,black,13,3,33,Re,Chambers05,41.54,-117.75,Y,FG_FP,19.5,195,3,0.24,,,0.39,0.03,50,0.11,N,,
SheepStation,7/7/2022,22,low,black,13,4,97,Lo,Chynoweth03,39.83576,-109.61202,Y,FG_FP,28.7,287,6,0.65,,,1.14,0.03,50,0.11,N,,
SheepStation,,22,low,black,13,5,98,Lo,Chynoweth05,40.480805,-109.438229,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,22,low,black,14,1,2,Re,AAFC05,50.09,-120.45,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,22,low,black,14,2,49,Re,Getts3,40.43,-120.67,Y,FP,17,170,3,0.18,,,0.46,0.03,50,0.12,N,,
SheepStation,,22,low,black,14,3,84,Lo,Reed03,38.75,-109.79,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,22,low,black,14,4,74,Re,Pyke21,47.61803776,-119.6830115,Y,FG_FP,25.4,254,6,0.63,,,0.73,0.02,50,0.13,N,,
SheepStation,7/7/2022,22,low,black,14,5,77,Re,Pyle010,43.19,-120,Y,FG_FP,29.5,295,5,0.79,,,1.27,0.03,50,0.13,N,,
SheepStation,,22,low,black,15,1,86,Re,Schupp03,38.6,-113.79,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,22,low,black,15,2,42,Lo,Downs01,46.38145,-119.430272,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,22,low,black,15,3,58,Re,JackieOtt7,43.82,-101.94,Y,FG_FP,24.7,247,6,0.8,,,1.4,0.02,50,0.11,N,,
SheepStation,,22,low,black,15,4,101,Re,Shriver01,34.06,-116.22,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,22,low,black,15,5,17,Re,Adler17,41.44,-110.11,Y,,,0,,,,,,,,,,,
SheepStation,,22,low,black,16,1,90,Re,Symstad2,43.87,-103.46,Y,,,0,,,,,,,,,,,
SheepStation,,22,low,black,16,2,91,Re,Symstad3,43.62,-103.47,Y,,,0,,,,,,,,,,,
SheepStation,,22,low,black,16,3,12,Re,Schupp02,40.2,-112.46,Y,,,0,,,,,,,,,,,
SheepStation,7/7/2022,22,low,black,16,4,13,Lo,Schupp01,39.85,-112.15,Y,FG_FP,22.4,224,3,0.46,,,0.73,0.04,50,0.12,N,,
SheepStation,7/7/2022,22,low,black,16,5,26,Re,Chynoweth01,39.76604,-109.5635,Y,FP,27.2,272,2,0.3,,,0.65,0.03,50,0.13,N,,
SheepStation,7/7/2022,22,low,black,17,1,11,Re,Adler09,43.31,-112.27,Y,FG_FP,22.9,229,5,0.35,,,0.52,0.03,50,0.09,N,,
SheepStation,,22,low,black,17,2,92,Re,Symstad4,43.71,-102.58,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,22,low,black,17,3,31,Re,Uzra1,40.35,-119.34,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,22,low,black,17,4,69,Re,Porensky17,43.34,-105.13,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,22,low,black,17,5,29,Re,Chambers01,39.55,-119.58,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,22,low,black,18,1,83,Re,Reed01,38.52,-109.47,Y,FP,10,100,3,0.08,,,0.15,0.02,50,0.08,N,,
SheepStation,7/7/2022,22,low,black,18,2,73,Re,Pyke8,46.74830998,-119.361636,Y,FG_FP,22,220,6,0.62,,,1.23,0.03,50,0.1,N,,
SheepStation,7/7/2022,22,low,black,18,3,60,Re,Lavin02,45.67,-111.03,Y,FP,18,180,1,0.01,,,0.005,0,2,0.005,Y,only loose seeds left,
SheepStation,,22,low,black,18,4,32,Re,Chambers04,41.31,-117.63,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,22,low,black,18,5,103,Re,Davies03,42.68,-118.68,Y,FG_FP,21.5,215,6,0.51,,,0.72,0.03,50,0.11,N,,
SheepStation,7/7/2022,22,low,black,19,1,93,Lo,Uzra2,40.84,-119.56,Y,FG_FP,14.8,148,3,0.1,,,0.16,0.02,50,0.12,N,,
SheepStation,7/7/2022,22,low,black,19,2,39,Re,Copeland05,42.27,-118.71,Y,FG_FP,20.9,209,5,0.43,,,0.37,0.02,50,0.12,Y,,
SheepStation,7/7/2022,22,low,black,19,3,46,Re,Fleishman_05,39.12,-117.27,Y,FP,20.4,204,3,0.35,,,0.41,0.03,50,0.11,N,,
SheepStation,7/7/2022,22,low,black,19,4,45,Re,Fleishman_01,38.47,-119.49,Y,FG_FP,25.7,257,11,1.08,,,1.73,0.02,50,0.12,N,,
SheepStation,,22,low,black,19,5,46,Re,Fleishman_05,39.12,-117.27,Y,,,0,,,,,,,,,,,
SheepStation,,22,low,black,20,1,38,Lo,Copeland01,43.7,-117.33,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,22,low,black,20,2,59,Re,Lavin01,44.68,-109.07,N,NA,NA,NA,,,,,,,,,,,
SheepStation,6/30/2022,22,low,black,20,3,62,Re,Lee2,35.3984,-115.7845,Y,FG_FP,21.6,216,9,0.98,,,2.19,0.11,50,0.15,N,,
SheepStation,,22,low,black,20,4,58,Re,JackieOtt7,43.82,-101.94,Y,,,0,,,,,,,,,,,
SheepStation,,22,low,black,20,5,79,Re,Pyle015,43.8,-119,Y,,,0,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,1,1,43,Re,Downs02,46.25045,-119.53334,Y,FP_D,13.4,134,3,0.04,,,0.04,0.006,20,0.04,N,STEM WITH FLOWERS BROKE OFF; broken tiller,
SheepStation,7/11/2022,23,high,white,1,2,90,Re,Symstad2,43.87,-103.46,Y,FP,8.8,88,1,0.01,,,0,0,0,0,Y,all seeds dropped,
SheepStation,,23,high,white,1,3,60,Re,Lavin02,45.67,-111.03,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,1,4,92,Re,Symstad4,43.71,-102.58,Y,FG_FP,17.5,175,2,0.06,,,0.07,0.01,25,0.06,Y,,
SheepStation,7/11/2022,23,high,white,1,5,49,Re,Getts3,40.43,-120.67,Y,FP,8,80,1,0.02,,,0.01,0.001,4,0.01,Y,,
SheepStation,7/11/2022,23,high,white,1,6,17,Re,Adler17,41.44,-110.11,Y,FP,13.1,131,1,0.05,,,0.06,0.003,19,0.06,N,,
SheepStation,7/11/2022,23,high,white,1,7,25,Re,Symstad6,41.83,-103.71,Y,FP,20.8,208,1,0.06,,,0.08,0.007,31,0.07,N,,
SheepStation,7/11/2022,23,high,white,1,8,64,Re,Lee4,35.4564,-115.52,Y,FP,9.7,97,2,0.02,,,0.07,0.01,18,0.06,N,,
SheepStation,7/11/2022,23,high,white,1,9,55,Re,JackieOtt2,43.71,-102.32,Y,FP,12.4,124,1,0.03,,,0.08,0.01,24,0.07,N,,
SheepStation,7/11/2022,23,high,white,1,10,86,Re,Schupp03,38.6,-113.79,Y,FP,14,140,1,0.04,,,0.09,0.01,41,0.07,N,,
SheepStation,7/11/2022,23,high,white,2,1,44,Re,Downs03,45.9663,-120.3671,Y,FP,15.4,154,2,0.09,,,0.08,0.01,25,0.07,Y,,
SheepStation,,23,high,white,2,2,84,Re,Reed03,38.75,-109.79,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,23,high,white,2,3,105,Re,Blumenthal10,40.92,-102.52,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,23,high,white,2,4,13,Lo,Schupp01,39.85,-112.15,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,23,high,white,2,5,9,Re,Adler05,40.79,-111.87,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,2,6,30,Re,Chambers02,39.95,-118.76,Y,FP,12,120,2,0.05,,,0.08,0.01,36,0.07,N,,
SheepStation,7/11/2022,23,high,white,2,7,95,Lo,Wilcox02,41.31,-105.66,Y,FP,16.5,165,1,0.04,,,0.08,0.01,29,0.07,N,,
SheepStation,7/11/2022,23,high,white,2,8,56,Re,JackieOtt5,43.78,-102.61,Y,FP,14.6,146,1,0.03,,,0.009,0,5,0.005,Y,only loose seeds left,
SheepStation,7/11/2022,23,high,white,2,9,66,Re,Maron1,46.68,-114.03,Y,FP,11.8,118,1,0.03,,,0.02,0.002,13,0.02,Y,,
SheepStation,,23,high,white,2,10,29,Re,Chambers01,39.55,-119.58,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,3,1,79,Re,Pyle015,43.8,-119,Y,FP,10.3,103,1,0.06,,,0.09,0.006,41,0.09,Y,,
SheepStation,7/11/2022,23,high,white,3,2,59,Re,Lavin01,44.68,-109.07,Y,FP,16.5,165,1,0.04,,,0.05,0.003,17,0.05,N,,
SheepStation,7/11/2022,23,high,white,3,3,76,Re,Pyle009,43.42,-119.62,Y,FP,9,90,1,0.01,,,0.006,0,2,0.006,Y,,
SheepStation,,23,high,white,3,4,61,Re,Lee1,36.82340833,-116.0163889,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,23,high,white,3,5,100,Re,Chynoweth08,40.640878,-109.48689,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/13/2022,23,high,white,3,6,69,Re,Porensky17,43.34,-105.13,Y,FG,6.5,65,1,0.005,,,0.003,0.002,1,0.001,N,,
SheepStation,,23,high,white,3,7,46,Re,Fleishman_05,39.12,-117.27,Y,,,0,,,,,,,,,,,
SheepStation,,23,high,white,3,8,53,Re,Hufft2,39.547444,-105.102111,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,23,high,white,3,9,24,Re,Blumenthal08,40.64,-104.56,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,23,high,white,3,10,8,Re,Blumenthal01,41.18,-104.9,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,4,1,12,Re,Schupp02,40.2,-112.46,Y,FG_FP,10.3,103,2,0.04,,,0.05,0.007,22,0.04,N,,
SheepStation,7/11/2022,23,high,white,4,2,69,Re,Porensky17,43.34,-105.13,Y,FG_FP,12.7,127,3,0.09,,,0.09,0.01,50,0.08,N,,
SheepStation,7/11/2022,23,high,white,4,3,35,Re,Chambers07,43.94,-116.19,Y,FG_FP,12,120,3,0.05,,,0.05,0.008,29,0.05,Y,,
SheepStation,7/11/2022,23,high,white,4,4,87,Re,Schupp04,38.52,-113.55,Y,FP,14.7,147,2,0.1,,,0.1,0.008,40,0.1,N,,
SheepStation,7/11/2022,23,high,white,4,5,93,Lo,Uzra2,40.84,-119.56,Y,FP,6,60,1,0.005,,,0.002,0,1,0.002,Y,,
SheepStation,7/11/2022,23,high,white,4,6,58,Re,JackieOtt7,43.82,-101.94,Y,FP,12,120,1,0.02,,,0.03,0.001,10,0.03,N,,
SheepStation,7/11/2022,23,high,white,4,7,43,Re,Downs02,46.25045,-119.53334,Y,FP,13.9,139,1,0.04,,,0.04,0.001,13,0.04,Y,,
SheepStation,7/11/2022,23,high,white,4,8,71,Re,Porensky30,40.63,-105.27,Y,FP,12.7,127,1,0.04,,,0.07,0.01,23,0.06,N,,
SheepStation,,23,high,white,4,9,96,Re,Chynoweth02,40.29092,-109.68361,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,4,10,28,Re,Bradford01,35.23,-111.62,Y,FG_FP,10.6,106,3,0.12,,,0.12,0.007,39,0.11,Y,,
SheepStation,,23,high,white,5,1,77,Re,Pyle010,43.19,-120,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,5,2,14,Re,Adler13,41.44,-111.08,Y,FP,16.6,166,1,0.1,,,0.08,0.001,29,0.08,N,,
SheepStation,,23,high,white,5,3,88,Lo,Schupp05,39.11,-112.74,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,23,high,white,5,4,91,Re,Symstad3,43.62,-103.47,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,23,high,white,5,5,1,Re,AAFC04,50.08,-120.65,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,23,high,white,5,6,35,Re,Chambers07,43.94,-116.19,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,5,7,34,Re,Chambers06,41.54,-117.78,Y,FP,11.2,112,1,0.01,,,0.01,0.001,6,0.01,N,,
SheepStation,7/11/2022,23,high,white,5,8,58,Re,JackieOtt7,43.82,-101.94,Y,FG_FP,22,220,2,0.14,,,0.16,0.01,50,0.1,N,,
SheepStation,,23,high,white,5,9,81,Re,Pyle017,44.36,-118.93,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,5,10,74,Re,Pyke21,47.61803776,-119.6830115,Y,FP,15.6,156,2,0.08,,,0.03,0.001,12,0.03,Y,,
SheepStation,,23,high,white,6,1,62,Re,Lee2,35.3984,-115.7845,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,6,2,11,Re,Adler09,43.31,-112.27,Y,FP,22,220,2,0.17,,,0.06,0,20,0.06,Y,,
SheepStation,6/30/2022,23,high,white,6,3,63,Re,Lee3,36.5247,-115.8987,Y,FG_FP,18.6,186,3,0.12,,,0.19,0.03,50,0.1,N,,
SheepStation,7/11/2022,23,high,white,6,4,89,Re,Symstad1,44.59,-104.71,Y,FP,15.4,154,1,0.06,,,0.05,0.001,18,0.05,N,,
SheepStation,7/11/2022,23,high,white,6,5,76,Re,Pyle009,43.42,-119.62,Y,FP,15,150,1,0.03,,,0,0,0,0,Y,dropped all seeds,
SheepStation,7/11/2022,23,high,white,6,6,37,Re,Chambers09,40.66,-116.73,Y,FP,9.9,99,1,0.03,,,0.003,0,2,0.003,Y,,
SheepStation,7/11/2022,23,high,white,6,7,39,Re,Copeland05,42.27,-118.71,Y,FP,11,110,2,0.05,,,0.01,0.003,6,0.01,Y,,
SheepStation,6/30/2022,23,high,white,6,8,64,Re,Lee4,35.4564,-115.52,Y,FP,6.5,65,1,0.01,,,0.03,0.006,9,0.03,N,,
SheepStation,7/11/2022,23,high,white,6,9,103,Re,Davies03,42.68,-118.68,Y,FP,9.3,93,1,0.02,,,0.005,0,2,0.005,Y,only loose seeds left,
SheepStation,7/11/2022,23,high,white,6,10,98,Lo,Chynoweth05,40.480805,-109.438229,Y,FP,14.1,141,1,0.05,,,0.05,0.004,22,0.05,N,,
SheepStation,7/11/2022,23,high,white,7,1,52,Re,Hufft1,38.6701,-108.3286,Y,FP,17.4,174,1,0.05,,,0.06,0.001,24,0.06,N,,
SheepStation,7/11/2022,23,high,white,7,2,82,Re,Pyle019,44.57,-119.65,Y,FP,9.5,95,1,0.04,,,0.06,0.006,18,0.06,Y,,
SheepStation,7/11/2022,23,high,white,7,3,51,Re,Holdrege1,41.61,-111.57,Y,FP,18,180,1,0.09,,,0.05,0.001,15,0.05,Y,,
SheepStation,7/11/2022,23,high,white,7,4,2,Re,AAFC05,50.09,-120.45,Y,FG_FP,24.7,247,2,0.17,,,0.21,0.02,50,0.1,N,,
SheepStation,,23,high,white,7,5,72,Re,Pyke3,44.60456358,-120.1924183,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,7,6,18,Re,Adler18,40.86,-114.22,Y,FP,15.5,155,1,0.02,,,0.01,0.001,4,0.01,Y,,
SheepStation,,23,high,white,7,7,36,Re,Chambers08,42.24,-114.57,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,7,8,75,Re,Pyle001,42.35,-118.65,Y,FP,10.4,104,1,0.03,,,0.02,0.002,6,0.02,Y,,
SheepStation,,23,high,white,7,9,54,Re,JackieOtt1,43.65,-102.97,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,7,10,45,Re,Fleishman_01,38.47,-119.49,Y,FP,12.7,127,2,0.04,,,0.06,0.002,20,0.06,Y,,
SheepStation,,23,high,white,8,1,57,Re,JackieOtt6,43.84,-101.94,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,8,2,26,Re,Chynoweth01,39.76604,-109.5635,Y,FP,17,170,1,0.12,,,0.1,0.001,31,0.1,Y,,
SheepStation,7/11/2022,23,high,white,8,3,65,Re,Leger1,39.49,-119.84,Y,FP,18,180,2,0.13,,,0,0,0,0,Y,dropped all seeds,
SheepStation,7/11/2022,23,high,white,8,4,19,Re,Barnett01,43.48,-110.74,Y,FP,13.1,131,1,0.06,,,0.03,0.001,11,0.03,Y,,
SheepStation,,23,high,white,8,5,104,Re,Germino_BOP_01,43.4720833,-116.2338306,N,NA,NA,NA,,,,,,,,,,,
SheepStation,6/30/2022,23,high,white,8,6,33,Re,Chambers05,41.54,-117.75,Y,FP,13.3,133,1,0.03,,,0.02,0.002,10,0.02,Y,,
SheepStation,7/11/2022,23,high,white,8,7,6,Re,AAFC09,49.62,-119.8,Y,FG,6.9,69,1,0.008,,,0.003,0.003,0,0,N,no filled seeds,
SheepStation,6/30/2022,23,high,white,8,8,30,Re,Chambers02,39.95,-118.76,Y,FP,13.4,134,1,0.04,,,0.08,0.02,27,0.06,N,,
SheepStation,7/11/2022,23,high,white,8,9,102,Re,Shriver02,48,-114.04,Y,FP,13,130,2,0.07,,,0.02,0.001,8,0.02,Y,,
SheepStation,7/11/2022,23,high,white,8,10,68,Re,Porensky1,43.24,-105.18,Y,FP,15,150,1,0.05,,,0.04,0,17,0.04,Y,only loose seeds left,
SheepStation,,23,high,white,9,1,42,Lo,Downs01,46.38145,-119.430272,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,9,2,47,Re,Fleishman_07,39.17,-117.44,Y,FP,12,120,1,0.04,,,0.008,0,3,0.008,Y,only loose seeds left,
SheepStation,7/11/2022,23,high,white,9,3,5,Re,AAFC08,49.57,-120.55,Y,FP,20,200,1,0.06,,,0.03,0.001,11,0.03,Y,,
SheepStation,,23,high,white,9,4,92,Re,Symstad4,43.71,-102.58,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,23,high,white,9,5,101,Re,Shriver01,34.06,-116.22,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,9,6,91,Re,Symstad3,43.62,-103.47,Y,FP,17.7,177,1,0.03,,,0.007,0,3,0.007,Y,only loose seeds left,
SheepStation,7/11/2022,23,high,white,9,7,24,Re,Blumenthal08,40.64,-104.56,Y,FP,19.4,194,1,0.1,,,0.02,0,8,0.02,Y,only loose seeds left,
SheepStation,7/11/2022,23,high,white,9,8,83,Re,Reed01,38.52,-109.47,Y,FP,4.9,49,1,0.007,,,0.01,0.002,5,0.009,Y,,
SheepStation,7/11/2022,23,high,white,9,9,11,Re,Adler09,43.31,-112.27,Y,FP,19,190,3,0.14,,,0.08,0.003,29,0.08,Y,,
SheepStation,7/11/2022,23,high,white,9,10,93,Re,Uzra2,40.84,-119.56,Y,FG_FP,16,160,3,0.1,,,0.09,0.01,41,0.08,Y,,
SheepStation,7/11/2022,23,high,white,10,1,73,Re,Pyke8,46.74830998,-119.361636,Y,FP,12,120,1,0.07,,,0.19,0.01,50,0.12,N,,
SheepStation,6/30/2022,23,high,white,10,2,32,Re,Chambers04,41.31,-117.63,Y,FG_FP,23,230,3,0.26,,,0.44,0.03,50,0.1,N,,
SheepStation,,23,high,white,10,3,31,Re,Uzra1,40.35,-119.34,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,10,4,46,Re,Fleishman_05,39.12,-117.27,Y,FP,12.7,127,1,0.04,,,0.01,0,4,0.01,Y,,
SheepStation,7/11/2022,23,high,white,10,5,2,Re,AAFC05,50.09,-120.45,Y,FP,15,150,1,0.02,,,0.03,0.004,15,0.03,N,,
SheepStation,7/11/2022,23,high,white,10,6,49,Re,Getts3,40.43,-120.67,Y,FP,18.2,182,3,0.2,,,0.05,0.001,16,0.05,Y,,
SheepStation,,23,high,white,10,7,97,Re,Chynoweth03,39.83576,-109.61202,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,23,high,white,10,8,7,Re,AAFC10,49.71,-120.05,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,23,high,white,10,9,38,Lo,Copeland01,43.7,-117.33,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,23,high,white,10,10,90,Re,Symstad2,43.87,-103.46,Y,FG_FP,6.8,68,2,0.01,,,0.01,0.001,6,0.01,Y,,
SheepStation,7/6/2022,24,high,black,1,1,11,Re,Adler09,43.31,-112.27,Y,FG_FP,20.4,204,4,0.11,,,0.13,0.02,49,0.1,N,,
SheepStation,,24,high,black,1,2,26,Re,Chynoweth01,39.76604,-109.5635,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,24,high,black,1,3,2,Re,AAFC05,50.09,-120.45,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,24,high,black,1,4,90,Re,Symstad2,43.87,-103.46,N,NA,NA,NA,,,,,,,,,,,
SheepStation,6/28/2022,24,high,black,1,5,104,Re,Germino_BOP_01,43.4720833,-116.2338306,Y,FP,20,200,1,0.09,,,0.12,0.02,44,0.1,N,,
SheepStation,6/30/2022,24,high,black,1,6,65,Re,Leger1,39.49,-119.84,Y,FG_FP,17.5,175,3,0.13,,,0.14,0.04,37,0.1,N,,
SheepStation,6/28/22,24,high,black,1,7,32,Re,Chambers04,41.31,-117.63,Y,FP,24,240,5,0.36,,,0.48,0.04,50,0.12,N,,
SheepStation,,24,high,black,1,8,51,Re,Holdrege1,41.61,-111.57,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/6/2022,24,high,black,1,9,91,Re,Symstad3,43.62,-103.47,Y,FP_BS,24.3,243,3,0.22,,,0.31,0.03,50,0.15,N,,
SheepStation,,24,high,black,1,10,5,Re,AAFC08,49.57,-120.55,Y,,,0,,,,,,,,,,,
SheepStation,,24,high,black,2,1,43,Re,Downs02,46.25045,-119.53334,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,24,high,black,2,2,60,Lo,Lavin02,45.67,-111.03,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,24,high,black,2,3,92,Re,Symstad4,43.71,-102.58,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/6/2022,24,high,black,2,4,76,Re,Pyle009,43.42,-119.62,Y,FP,21.1,211,1,0.16,,,0.21,0.03,50,0.15,N,,
SheepStation,,24,high,black,2,5,81,Re,Pyle017,44.36,-118.93,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,24,high,black,2,6,64,Re,Lee4,35.4564,-115.52,N,NA,NA,NA,,,,,,,,,,,
SheepStation,6/30/2022,24,high,black,2,7,18,Re,Adler18,40.86,-114.22,Y,FG_FP,17.4,174,3,0.19,,,0.38,0.04,50,0.12,N,,
SheepStation,,24,high,black,2,8,52,Re,Hufft1,38.6701,-108.3286,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/6/2022,24,high,black,2,9,35,Re,Chambers07,43.94,-116.19,Y,FG_FP,26.7,267,6,0.43,,,0.79,0.03,50,0.12,N,,
SheepStation,,24,high,black,2,10,57,Re,JackieOtt6,43.84,-101.94,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/6/2022,24,high,black,3,1,47,Re,Fleishman_07,39.17,-117.44,Y,FG,21.2,212,3,0.08,,,0.11,0.07,45,0.04,N,,
SheepStation,7/6/2022,24,high,black,3,2,91,Re,Symstad3,43.62,-103.47,Y,FG_FP,25.8,258,3,0.14,,,0.27,0.03,50,0.11,N,,
SheepStation,7/6/2022,24,high,black,3,3,66,Re,Maron1,46.68,-114.03,Y,FG_FP,26.8,268,3,0.12,,,0.26,0.03,50,0.12,N,,
SheepStation,6/28/2022,24,high,black,3,4,33,Re,Chambers05,41.54,-117.75,Y,FP,24.6,246,3,0.2,,,0.32,0.05,50,0.14,N,,
SheepStation,6/30/2022,24,high,black,3,5,29,Re,Chambers01,39.55,-119.58,Y,FP,21.8,218,3,0.29,,,0.39,0.05,50,0.13,Y,,
SheepStation,6/30/2022,24,high,black,3,6,24,Re,Blumenthal08,40.64,-104.56,Y,FP,20.1,201,1,0.04,,,0.04,0.01,14,0.03,N,,
SheepStation,6/28/2022,24,high,black,3,7,11,Re,Adler09,43.31,-112.27,Y,FP,10.3,103,1,0.03,,,0.01,0.004,4,0.01,N,,
SheepStation,,24,high,black,3,8,56,Re,JackieOtt5,43.78,-102.61,N,NA,NA,NA,,,,,,,,,,,
SheepStation,6/30/2022,24,high,black,3,9,34,Re,Chambers06,41.54,-117.78,Y,FP,21,210,2,0.12,,,0.1,0.02,35,0.09,N,,
SheepStation,7/6/2022,24,high,black,3,10,93,Re,Uzra2,40.84,-119.56,Y,BS,8.5,85,1,0.02,,,0.001,0.001,0,0,N,TOP BROKE OFF,
SheepStation,,24,high,black,4,1,105,Lo,Blumenthal10,40.92,-102.52,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,24,high,black,4,2,100,Re,Chynoweth08,40.640878,-109.48689,N,NA,NA,NA,,,,,,,,,,,
