Site,Date,Plot,Block,Subplot,Gravel Color,Cheatgrass.ID,X,Y,Phenology.Category,Seedling present?,Are.you.harvesting.this.plant.,Did.you.loose.any.seeds.,Frost.Heaved.,Herbivory.present.,Herbivory.Intensity,Comments.or.Notes,ParentGlobalID,EditDate
Wildcat,5/1/2023,1.2b,1,2,b,Y3_X7,7,3,NA,None,no,NA,NA,NA,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y3_X8,8,3,NA,None,NA,NA,NA,NA,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y3_X9,9,3,>V3,yes,no,NA,no,no,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X1,1,4,FG,yes,no,NA,no,no,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X10,10,4,NA,None,no,NA,NA,NA,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X11,11,4,FG,yes,no,NA,no,yes,Minimal,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X12,12,4,NA,None,no,NA,NA,NA,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X13,13,4,FG,yes,no,NA,no,yes,Minimal,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X14,14,4,NA,None,NA,NA,NA,NA,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X15,15,4,NA,None,NA,NA,NA,NA,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X16,16,4,FG,yes,no,NA,no,no,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X17,17,4,>V3,yes,no,NA,no,no,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X18,18,4,FG,yes,no,NA,no,no,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X2,2,4,NA,None,no,NA,NA,NA,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X3,3,4,NA,None,NA,NA,NA,NA,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X4,4,4,NA,None,NA,NA,NA,NA,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X5,5,4,Bootstage,yes,no,NA,no,yes,Light,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X6,6,4,NA,None,no,NA,NA,NA,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X7,7,4,V3,yes,no,NA,yes,no,NA,Probably will die soon,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X8,8,4,NA,None,no,NA,NA,NA,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.2b,1,2,b,Y4_X9,9,4,Bootstage,yes,no,NA,no,no,NA,NA,ba78c24e-c5b1-45b8-93c0-4a908ed8d8fa,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X1,1,1,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X10,10,1,NA,None,no,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X11,11,1,NA,None,NA,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X12,12,1,NA,None,NA,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X13,13,1,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X14,14,1,Bootstage,yes,no,NA,yes,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X15,15,1,>V3,yes,no,NA,yes,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X16,16,1,NA,None,NA,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X17,17,1,FG,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X18,18,1,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X2,2,1,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X3,3,1,V2,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X4,4,1,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X5,5,1,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X6,6,1,NA,None,no,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X7,7,1,>V3,yes,no,NA,yes,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X8,8,1,>V3,yes,no,NA,yes,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y1_X9,9,1,V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X1,1,2,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X10,10,2,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X11,11,2,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X12,12,2,>V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X13,13,2,Bootstage,yes,no,NA,yes,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X14,14,2,FG,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X15,15,2,V2,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X16,16,2,>V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X17,17,2,>V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X18,18,2,>V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X2,2,2,NA,None,no,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X3,3,2,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X4,4,2,NA,None,no,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X5,5,2,NA,None,NA,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X6,6,2,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X7,7,2,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X8,8,2,V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y2_X9,9,2,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X1,1,3,>V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X10,10,3,>V3,yes,no,NA,no,no,NA,Can’t tell if plant near toothpick is associated with toothpick,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X11,11,3,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X12,12,3,NA,None,no,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X13,13,3,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X14,14,3,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X15,15,3,>V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X16,16,3,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X17,17,3,NA,None,no,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X18,18,3,>V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X2,2,3,>V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X3,3,3,>V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X4,4,3,>V3,yes,no,NA,no,yes,Light,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X5,5,3,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X6,6,3,>V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X7,7,3,NA,None,no,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X8,8,3,NA,None,NA,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y3_X9,9,3,V2,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X1,1,4,Bootstage,yes,no,NA,yes,no,NA,Missing toothpick,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X10,10,4,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X11,11,4,NA,None,NA,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X12,12,4,NA,None,NA,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X13,13,4,NA,None,NA,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X14,14,4,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X15,15,4,NA,None,NA,NA,NA,NA,NA,Toothpick missing,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X16,16,4,NA,None,NA,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X17,17,4,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X18,18,4,NA,None,NA,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X2,2,4,>V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X3,3,4,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X4,4,4,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X5,5,4,>V3,yes,no,NA,no,no,NA,This BrTe looks like it may be senescing soon,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X6,6,4,V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X7,7,4,FG,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X8,8,4,NA,None,NA,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y4_X9,9,4,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X1,1,5,>V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X10,10,5,>V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X11,11,5,NA,None,no,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X12,12,5,>V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X13,13,5,NA,None,no,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X14,14,5,NA,None,NA,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X15,15,5,NA,None,NA,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X16,16,5,>V3,yes,no,NA,yes,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X17,17,5,>V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X18,18,5,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X2,2,5,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X3,3,5,Bootstage,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X4,4,5,NA,None,no,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X5,5,5,NA,None,NA,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X6,6,5,Bootstage,yes,no,NA,no,yes,Light,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X7,7,5,NA,None,NA,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X8,8,5,NA,None,NA,NA,NA,NA,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,1.4w,1,4,w,Y5_X9,9,5,>V3,yes,no,NA,no,no,NA,NA,e71f8f7b-916a-44f2-bf14-5a20b9ad9fd2,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y5_X1,1,5,>V3,yes,no,NA,no,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y5_X2,2,5,NA,Dead,no,NA,yes,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y5_X3,3,5,Bootstage,yes,no,NA,no,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y5_X4,4,5,NA,None,no,NA,NA,NA,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y5_X5,5,5,NA,None,NA,NA,NA,NA,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y5_X6,6,5,Bootstage,yes,no,NA,no,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y5_X7,7,5,>V3,yes,no,NA,no,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y5_X8,8,5,V3,yes,no,NA,no,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y5_X9,9,5,NA,None,NA,NA,NA,NA,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y6_X1,1,6,>V3,yes,no,NA,no,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y6_X2,2,6,NA,None,no,NA,NA,NA,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y6_X3,3,6,>V3,yes,no,NA,no,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y6_X4,4,6,>V3,yes,no,NA,no,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y6_X5,5,6,NA,None,no,NA,NA,NA,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y6_X6,6,6,NA,None,NA,NA,NA,NA,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y6_X7,7,6,V2,yes,no,NA,no,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y6_X8,8,6,NA,None,no,NA,NA,NA,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y6_X9,9,6,V2,yes,no,NA,no,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y7_X1,1,7,>V3,yes,no,NA,no,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y7_X2,2,7,NA,None,no,NA,NA,NA,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y7_X3,3,7,Bootstage,yes,no,NA,no,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y7_X4,4,7,FG,yes,no,NA,no,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y7_X5,5,7,NA,None,no,NA,NA,NA,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y7_X6,6,7,Bootstage,yes,no,NA,no,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y7_X7,7,7,FG,yes,no,NA,no,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y7_X8,8,7,NA,None,no,NA,NA,NA,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y7_X9,9,7,NA,None,NA,NA,NA,NA,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y8_X1,1,8,NA,None,NA,NA,NA,NA,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
Wildcat,5/1/2023,2.1w,2,1,w,Y8_X2,2,8,FG,yes,no,NA,no,no,NA,NA,f38fad74-95d1-4930-afff-34157b27df01,5/1/2023 21:00
