Site,Date,Block,Albedo,Density,x,y,growout,Source,Live,Length_mm,V,notes
Cheyenne,11/17/21,8,black,High,3,4,5_Reno,AAFC08,Y,38,V1,
Cheyenne,11/17/21,8,black,Low,14,5,5_Reno,AAFC08,Y,42,V0,
Cheyenne,11/17/21,8,white,High,7,8,5_Reno,AAFC08,Y,27,V0,
Cheyenne,11/17/21,8,white,Low,16,3,5_Reno,AAFC08,Y,34,V0,
Cheyenne,11/17/21,9,black,High,10,10,5_Reno,AAFC08,Y,43,V1,
Cheyenne,11/17/21,9,black,Low,15,3,5_Reno,AAFC08,Y,38,V1,
Cheyenne,11/17/21,9,white,High,1,4,5_Reno,AAFC08,Y,30,V0,
Cheyenne,11/17/21,9,white,Low,11,4,5_Reno,AAFC08,Y,19,V0,
Cheyenne,11/17/21,10,black,High,5,4,5_Reno,AAFC08,Y,38,V1,
Cheyenne,11/17/21,10,black,Low,8,5,5_Reno,AAFC08,Y,42,V1,
Cheyenne,11/17/21,10,white,High,7,7,5_Reno,AAFC08,Y,31,V0,
Cheyenne,11/17/21,10,white,Low,16,4,5_Reno,AAFC08,Y,28,V0,
Cheyenne,11/10/21,1,black,High,8,9,51_Reno,Holdrege1,Y,43,V1,
Cheyenne,11/10/21,1,black,Low,4,5,51_Reno,Holdrege1,Y,31,V0,
Cheyenne,11/10/21,1,white,High,4,5,51_Reno,Holdrege1,Y,31,V0,
Cheyenne,11/10/21,1,white,Low,6,1,51_Reno,Holdrege1,Y,20,V0,
Cheyenne,11/10/21,2,black,High,9,4,51_Reno,Holdrege1,Y,9,V0,leaf broken
Cheyenne,11/10/21,2,black,Low,3,1,51_Reno,Holdrege1,Y,34,V0,
Cheyenne,11/10/21,2,white,High,6,3,51_Reno,Holdrege1,Y,19,V0,
Cheyenne,11/10/21,2,white,Low,10,3,51_Reno,Holdrege1,Y,6,V0,
Cheyenne,11/15/21,3,black,High,7,8,51_Reno,Holdrege1,Y,37,V0,
Cheyenne,11/10/21,3,black,Low,20,5,51_Reno,Holdrege1,Y,11,V0,leaf broken
Cheyenne,11/15/21,3,white,High,5,5,51_Reno,Holdrege1,Y,28,V0,
Cheyenne,11/10/21,3,white,Low,18,1,51_Reno,Holdrege1,Y,10,V0,
Cheyenne,11/15/21,4,black,High,8,3,51_Reno,Holdrege1,Y,56,V1,
Cheyenne,11/15/21,4,black,Low,15,4,51_Reno,Holdrege1,Y,50,V1,
Cheyenne,11/15/21,4,white,High,4,2,51_Reno,Holdrege1,Y,11,V0,
Cheyenne,11/15/21,4,white,Low,20,2,51_Reno,Holdrege1,Y,13,V0,
Cheyenne,11/15/21,5,black,High,4,4,51_Reno,Holdrege1,Y,51,V1,
Cheyenne,11/15/21,5,black,High,8,2,51_Reno,Holdrege1,Y,45,V1,
Cheyenne,11/15/21,5,black,Low,11,3,51_Reno,Holdrege1,Y,42,V1,
Cheyenne,11/15/21,5,black,Low,20,4,51_Reno,Holdrege1,Y,45,V1,
Cheyenne,11/15/21,5,white,High,7,7,51_Reno,Holdrege1,Y,22,V0,
Cheyenne,11/15/21,5,white,High,10,4,51_Reno,Holdrege1,Y,27,V0,
Cheyenne,11/15/21,5,white,Low,2,4,51_Reno,Holdrege1,Y,17,V0,
Cheyenne,11/15/21,5,white,Low,14,2,51_Reno,Holdrege1,Y,15,V0,
Cheyenne,11/15/21,6,black,High,2,8,51_Reno,Holdrege1,Y,49,V1,
Cheyenne,11/15/21,6,black,Low,14,1,51_Reno,Holdrege1,Y,36,V0,
Cheyenne,11/15/21,6,white,High,4,9,51_Reno,Holdrege1,Y,13,V0,
Cheyenne,11/15/21,6,white,Low,2,2,51_Reno,Holdrege1,Y,21,V0,
Cheyenne,11/16/21,7,black,High,8,1,51_Reno,Holdrege1,Y,50,V1,leaf damaged but unbroken
Cheyenne,11/16/21,7,black,Low,15,4,51_Reno,Holdrege1,Y,44,V1,
Cheyenne,11/16/21,7,white,High,1,10,51_Reno,Holdrege1,Y,34,V0,
Cheyenne,11/17/21,7,white,Low,7,1,51_Reno,Holdrege1,Y,36,V0,
Cheyenne,11/17/21,8,black,High,7,2,51_Reno,Holdrege1,Y,32,V0,leaf broken
Cheyenne,11/17/21,8,black,Low,5,5,51_Reno,Holdrege1,Y,19,V0,
Cheyenne,11/17/21,8,white,High,8,6,51_Reno,Holdrege1,Y,31,V0,
Cheyenne,11/17/21,8,white,Low,3,5,51_Reno,Holdrege1,Y,32,V0,
Cheyenne,11/17/21,9,black,High,9,2,51_Reno,Holdrege1,Y,50,V0,
Cheyenne,11/17/21,9,black,Low,6,2,51_Reno,Holdrege1,Y,43,V1,
Cheyenne,11/17/21,9,white,High,5,6,51_Reno,Holdrege1,Y,32,V0,
Cheyenne,11/17/21,9,white,Low,1,2,51_Reno,Holdrege1,Y,28,V0,
Cheyenne,11/17/21,10,black,High,3,1,51_Reno,Holdrege1,Y,44,V0,
Cheyenne,11/17/21,10,black,High,9,3,51_Reno,Holdrege1,Y,28,V1,leaf broken
Cheyenne,11/17/21,10,black,Low,14,1,51_Reno,Holdrege1,Y,45,V1,
Cheyenne,11/17/21,10,black,Low,19,4,51_Reno,Holdrege1,Y,38,V0,
Cheyenne,11/17/21,10,white,High,2,4,51_Reno,Holdrege1,Y,29,V0,
Cheyenne,11/17/21,10,white,High,5,8,51_Reno,Holdrege1,Y,25,V0,
Cheyenne,11/17/21,10,white,Low,11,1,51_Reno,Holdrege1,Y,25,V0,
Cheyenne,11/17/21,10,white,Low,13,5,51_Reno,Holdrege1,Y,29,V0,
Cheyenne,11/10/21,1,black,High,4,8,52_Reno,Hufft1,Y,27,V0,
Cheyenne,11/10/21,1,black,High,5,3,52_Reno,Hufft1,Y,27,V0,
Cheyenne,11/10/21,1,black,Low,7,1,52_Reno,Hufft1,Y,24,V0,tip die back
Cheyenne,11/10/21,1,black,Low,12,5,52_Reno,Hufft1,Y,30,V0,
Cheyenne,11/10/21,1,white,High,7,1,52_Reno,Hufft1,Y,18,V0,
Cheyenne,11/10/21,1,white,High,7,10,52_Reno,Hufft1,Y,12,V0,
Cheyenne,11/10/21,1,white,Low,4,4,52_Reno,Hufft1,Y,7,V0,
Cheyenne,11/10/21,1,white,Low,20,1,52_Reno,Hufft1,Y,17,V0,
Cheyenne,11/10/21,2,black,High,1,7,52_Reno,Hufft1,Y,35,V0,
Cheyenne,11/10/21,2,black,Low,8,1,52_Reno,Hufft1,Y,22,V0,
Cheyenne,11/10/21,2,white,High,2,2,52_Reno,Hufft1,Y,12,V0,
Cheyenne,11/10/21,2,white,Low,9,3,52_Reno,Hufft1,Y,4,V0,
Cheyenne,11/15/21,3,black,High,3,2,52_Reno,Hufft1,Y,20,V0,
Cheyenne,11/15/21,3,black,High,3,4,52_Reno,Hufft1,Y,45,V0,
Cheyenne,11/10/21,3,black,Low,11,1,52_Reno,Hufft1,N,,,
Cheyenne,11/10/21,3,black,Low,16,1,52_Reno,Hufft1,Y,14,V0,
Cheyenne,11/15/21,3,white,High,3,4,52_Reno,Hufft1,Y,19,V0,
Cheyenne,11/15/21,3,white,High,4,9,52_Reno,Hufft1,Y,13,V0,
Cheyenne,11/10/21,3,white,Low,7,3,52_Reno,Hufft1,Y,8,V0,
Cheyenne,11/10/21,3,white,Low,9,4,52_Reno,Hufft1,Y,7,V0,
Cheyenne,11/15/21,4,black,High,3,6,52_Reno,Hufft1,Y,31,V0,
Cheyenne,11/15/21,4,black,Low,7,4,52_Reno,Hufft1,Y,42,V1,
Cheyenne,11/15/21,4,white,High,9,4,52_Reno,Hufft1,Y,7,V0,
Cheyenne,11/15/21,4,white,Low,3,2,52_Reno,Hufft1,Y,13,V0,
Cheyenne,11/15/21,5,black,High,8,8,52_Reno,Hufft1,Y,37,V1,
Cheyenne,11/15/21,5,black,Low,18,4,52_Reno,Hufft1,Y,39,V1,
Cheyenne,11/15/21,5,white,High,8,7,52_Reno,Hufft1,Y,20,V0,
Cheyenne,11/15/21,5,white,Low,9,3,52_Reno,Hufft1,Y,20,V0,
Cheyenne,11/15/21,6,black,High,2,7,52_Reno,Hufft1,Y,28,V0,
Cheyenne,11/15/21,6,black,Low,4,1,52_Reno,Hufft1,Y,35,V1,
Cheyenne,11/15/21,6,white,High,10,8,52_Reno,Hufft1,Y,14,V0,
Cheyenne,11/15/21,6,white,Low,2,4,52_Reno,Hufft1,Y,20,V0,
Cheyenne,11/16/21,7,black,High,6,3,52_Reno,Hufft1,Y,11,V1,leaf broken
Cheyenne,11/16/21,7,black,Low,10,3,52_Reno,Hufft1,Y,21,V0,leaf broken
Cheyenne,11/16/21,7,white,High,1,2,52_Reno,Hufft1,Y,29,V0,
Cheyenne,11/17/21,7,white,Low,13,5,52_Reno,Hufft1,Y,26,V0,leaf broken
Cheyenne,11/17/21,8,black,High,1,4,52_Reno,Hufft1,Y,32,V0,
Cheyenne,11/17/21,8,black,Low,20,5,52_Reno,Hufft1,Y,43,V1,
Cheyenne,11/17/21,8,white,High,6,10,52_Reno,Hufft1,Y,22,V0,
Cheyenne,11/17/21,8,white,Low,5,5,52_Reno,Hufft1,Y,15,V0,
Cheyenne,11/17/21,9,black,High,4,7,52_Reno,Hufft1,Y,40,V0,
Cheyenne,11/17/21,9,black,Low,19,2,52_Reno,Hufft1,Y,41,V0,
Cheyenne,11/17/21,9,white,High,8,1,52_Reno,Hufft1,Y,6,V0,
Cheyenne,11/17/21,9,white,Low,10,4,52_Reno,Hufft1,Y,9,V0,
Cheyenne,11/17/21,10,black,High,6,8,52_Reno,Hufft1,Y,18,V0,
Cheyenne,11/17/21,10,black,Low,11,4,52_Reno,Hufft1,Y,33,V0,
Cheyenne,11/17/21,10,white,High,5,2,52_Reno,Hufft1,Y,13,V0,
Cheyenne,11/17/21,10,white,Low,15,1,52_Reno,Hufft1,Y,17,V0,
Cheyenne,11/10/21,1,black,High,7,3,53_Reno,Hufft2,Y,31,V0,
Cheyenne,11/10/21,1,black,Low,16,4,53_Reno,Hufft2,Y,39,V0,
Cheyenne,11/10/21,1,white,High,10,4,53_Reno,Hufft2,Y,22,V0,
Cheyenne,11/10/21,1,white,Low,10,2,53_Reno,Hufft2,Y,16,V0,
Cheyenne,,2,black,High,3,2,53_Reno,Hufft2,UNKNOWN,,,plant missed on initial census
Cheyenne,11/10/21,2,black,High,8,8,53_Reno,Hufft2,Y,40,V0,leaf damaged but unbroken
Cheyenne,11/10/21,2,black,Low,6,1,53_Reno,Hufft2,Y,48,V0,
Cheyenne,11/10/21,2,black,Low,17,2,53_Reno,Hufft2,Y,39,V0,
Cheyenne,11/10/21,2,white,High,1,10,53_Reno,Hufft2,Y,22,V0,
Cheyenne,11/10/21,2,white,High,3,2,53_Reno,Hufft2,Y,20,V0,
Cheyenne,11/10/21,2,white,Low,8,2,53_Reno,Hufft2,Y,22,V1,
Cheyenne,11/10/21,2,white,Low,11,2,53_Reno,Hufft2,Y,19,V0,
Cheyenne,11/15/21,3,black,High,3,7,53_Reno,Hufft2,Y,47,V1,
Cheyenne,11/10/21,3,black,Low,5,1,53_Reno,Hufft2,Y,4,V0,
Cheyenne,11/15/21,3,white,High,5,4,53_Reno,Hufft2,Y,20,V0,
Cheyenne,11/10/21,3,white,Low,1,5,53_Reno,Hufft2,Y,13,V0,
Cheyenne,11/15/21,4,black,High,1,1,53_Reno,Hufft2,Y,45,V0,
Cheyenne,11/15/21,4,black,High,6,3,53_Reno,Hufft2,Y,39,V1,
Cheyenne,11/15/21,4,black,Low,6,3,53_Reno,Hufft2,Y,32,V1,
Cheyenne,11/15/21,4,black,Low,16,2,53_Reno,Hufft2,Y,49,V1,
Cheyenne,11/15/21,4,white,High,2,3,53_Reno,Hufft2,Y,19,V0,
Cheyenne,11/15/21,4,white,High,8,7,53_Reno,Hufft2,Y,24,V0,
Cheyenne,11/15/21,4,white,Low,4,2,53_Reno,Hufft2,Y,9,V0,
Cheyenne,11/15/21,4,white,Low,9,4,53_Reno,Hufft2,Y,19,V0,
Cheyenne,11/15/21,5,black,High,2,5,53_Reno,Hufft2,Y,40,V1,
Cheyenne,11/15/21,5,black,Low,7,1,53_Reno,Hufft2,Y,44,V1,
Cheyenne,11/15/21,5,white,High,7,1,53_Reno,Hufft2,Y,29,V0,
Cheyenne,11/15/21,5,white,Low,13,4,53_Reno,Hufft2,Y,17,V0,
Cheyenne,11/15/21,6,black,High,7,1,53_Reno,Hufft2,Y,18,V1,tip die back
Cheyenne,11/15/21,6,black,Low,7,4,53_Reno,Hufft2,Y,15,V0,tip die back
Cheyenne,11/15/21,6,white,High,8,1,53_Reno,Hufft2,Y,25,V0,
Cheyenne,11/15/21,6,white,Low,14,2,53_Reno,Hufft2,Y,23,V0,
Cheyenne,11/16/21,7,black,High,9,6,53_Reno,Hufft2,Y,26,V1,
Cheyenne,11/16/21,7,black,Low,6,1,53_Reno,Hufft2,Y,43,V1,
Cheyenne,11/16/21,7,white,High,4,8,53_Reno,Hufft2,Y,37,V0,
Cheyenne,11/17/21,7,white,Low,15,2,53_Reno,Hufft2,Y,28,V0,
Cheyenne,11/17/21,8,black,High,7,9,53_Reno,Hufft2,Y,43,V1,
Cheyenne,11/17/21,8,black,Low,12,5,53_Reno,Hufft2,Y,39,V0,
Cheyenne,11/17/21,8,white,High,4,3,53_Reno,Hufft2,Y,25,V0,
Cheyenne,11/17/21,8,white,Low,18,3,53_Reno,Hufft2,Y,36,V0,
Cheyenne,11/17/21,9,black,High,5,9,53_Reno,Hufft2,Y,50,V1,
Cheyenne,11/17/21,9,black,Low,18,3,53_Reno,Hufft2,Y,42,V1,
Cheyenne,11/17/21,9,white,High,2,7,53_Reno,Hufft2,Y,42,V0,
Cheyenne,11/17/21,9,white,Low,11,3,53_Reno,Hufft2,Y,18,V0,
Cheyenne,11/17/21,10,black,High,3,4,53_Reno,Hufft2,Y,48,V1,
Cheyenne,11/17/21,10,black,Low,18,5,53_Reno,Hufft2,Y,43,V1,
Cheyenne,11/17/21,10,white,High,9,10,53_Reno,Hufft2,Y,31,V0,
Cheyenne,11/17/21,10,white,Low,12,3,53_Reno,Hufft2,Y,24,V0,
Cheyenne,11/10/21,1,black,High,10,2,54_Reno,JackieOtt1,Y,35,V0,
Cheyenne,11/10/21,1,black,Low,17,1,54_Reno,JackieOtt1,Y,29,V0,
Cheyenne,11/10/21,1,white,High,1,6,54_Reno,JackieOtt1,Y,17,V0,
Cheyenne,11/10/21,1,white,Low,13,3,54_Reno,JackieOtt1,Y,17,V0,
Cheyenne,11/10/21,2,black,High,2,3,54_Reno,JackieOtt1,Y,10,V0,leaf broken
Cheyenne,11/10/21,2,black,Low,14,5,54_Reno,JackieOtt1,Y,24,V0,
Cheyenne,11/10/21,2,white,High,5,4,54_Reno,JackieOtt1,Y,13,V0,
Cheyenne,11/10/21,2,white,Low,16,1,54_Reno,JackieOtt1,Y,6,V0,
Cheyenne,11/15/21,3,black,High,10,3,54_Reno,JackieOtt1,Y,33,V0,
Cheyenne,11/10/21,3,black,Low,10,2,54_Reno,JackieOtt1,Y,35,V0,
Cheyenne,11/15/21,3,white,High,4,2,54_Reno,JackieOtt1,Y,12,V0,
Cheyenne,11/10/21,3,white,Low,1,1,54_Reno,JackieOtt1,Y,16,V0,
Cheyenne,11/15/21,4,black,High,3,3,54_Reno,JackieOtt1,Y,39,V1,
Cheyenne,11/15/21,4,black,High,4,3,54_Reno,JackieOtt1,Y,12,V0,
Cheyenne,11/15/21,4,black,Low,1,1,54_Reno,JackieOtt1,Y,9,V0,
Cheyenne,11/15/21,4,black,Low,4,4,54_Reno,JackieOtt1,Y,32,V0,
Cheyenne,11/15/21,4,white,High,5,5,54_Reno,JackieOtt1,Y,15,V0,
Cheyenne,11/15/21,4,white,High,7,8,54_Reno,JackieOtt1,Y,21,V0,
Cheyenne,11/15/21,4,white,Low,1,3,54_Reno,JackieOtt1,Y,21,V0,
Cheyenne,11/15/21,4,white,Low,3,5,54_Reno,JackieOtt1,Y,17,V0,
Cheyenne,11/15/21,5,black,High,6,8,54_Reno,JackieOtt1,Y,40,V1,
Cheyenne,11/15/21,5,black,Low,11,4,54_Reno,JackieOtt1,Y,41,V0,
Cheyenne,11/15/21,5,white,High,8,2,54_Reno,JackieOtt1,Y,26,V0,
Cheyenne,11/15/21,5,white,Low,5,4,54_Reno,JackieOtt1,Y,15,V0,
Cheyenne,11/15/21,6,black,High,9,1,54_Reno,JackieOtt1,Y,29,V0,
Cheyenne,11/15/21,6,black,High,10,10,54_Reno,JackieOtt1,Y,38,V0,
Cheyenne,11/15/21,6,black,Low,13,1,54_Reno,JackieOtt1,Y,34,V0,
Cheyenne,11/15/21,6,black,Low,13,2,54_Reno,JackieOtt1,Y,21,V0,
Cheyenne,11/15/21,6,white,High,5,6,54_Reno,JackieOtt1,Y,25,V0,
Cheyenne,11/15/21,6,white,High,7,8,54_Reno,JackieOtt1,Y,27,V0,
Cheyenne,11/15/21,6,white,Low,1,4,54_Reno,JackieOtt1,Y,17,V0,
Cheyenne,11/15/21,6,white,Low,20,4,54_Reno,JackieOtt1,Y,15,V0,
Cheyenne,11/16/21,7,black,High,1,7,54_Reno,JackieOtt1,Y,44,V1,
Cheyenne,11/16/21,7,black,Low,15,1,54_Reno,JackieOtt1,Y,33,V1,
Cheyenne,11/16/21,7,white,High,9,10,54_Reno,JackieOtt1,Y,29,V0,
Cheyenne,11/17/21,7,white,Low,16,3,54_Reno,JackieOtt1,Y,19,V0,
Cheyenne,11/17/21,8,black,High,5,9,54_Reno,JackieOtt1,Y,18,V0,
Cheyenne,11/17/21,8,black,Low,9,3,54_Reno,JackieOtt1,Y,43,V1,
Cheyenne,11/17/21,8,white,High,9,10,54_Reno,JackieOtt1,Y,36,V0,
Cheyenne,11/17/21,8,white,Low,9,3,54_Reno,JackieOtt1,Y,19,V0,
Cheyenne,11/17/21,9,black,High,3,10,54_Reno,JackieOtt1,Y,39,V1,
Cheyenne,11/17/21,9,black,Low,3,5,54_Reno,JackieOtt1,Y,32,V1,
Cheyenne,11/17/21,9,white,High,4,7,54_Reno,JackieOtt1,Y,37,V0,
Cheyenne,11/17/21,9,white,Low,11,1,54_Reno,JackieOtt1,Y,15,V0,
Cheyenne,11/17/21,10,black,High,7,3,54_Reno,JackieOtt1,Y,38,V1,
Cheyenne,11/17/21,10,black,Low,19,3,54_Reno,JackieOtt1,Y,35,V1,
Cheyenne,11/17/21,10,white,High,2,10,54_Reno,JackieOtt1,Y,28,V0,
Cheyenne,11/17/21,10,white,Low,2,5,54_Reno,JackieOtt1,N,,,
Cheyenne,11/10/21,1,black,High,3,3,55_Reno,JackieOtt2,Y,14,V0,leaf broken
Cheyenne,11/10/21,1,black,Low,6,4,55_Reno,JackieOtt2,Y,31,V0,
Cheyenne,11/10/21,1,white,High,10,3,55_Reno,JackieOtt2,Y,16,V0,
Cheyenne,11/10/21,1,white,Low,16,1,55_Reno,JackieOtt2,Y,16,V0,
Cheyenne,11/10/21,2,black,High,8,6,55_Reno,JackieOtt2,Y,5,V0,leaf broken
Cheyenne,11/10/21,2,black,Low,15,4,55_Reno,JackieOtt2,Y,35,V0,
Cheyenne,11/10/21,2,white,High,1,2,55_Reno,JackieOtt2,Y,10,V0,
Cheyenne,11/10/21,2,white,Low,6,1,55_Reno,JackieOtt2,Y,3,V0,
Cheyenne,11/15/21,3,black,High,5,5,55_Reno,JackieOtt2,Y,42,V0,leaf damaged but unbroken
Cheyenne,11/10/21,3,black,Low,9,1,55_Reno,JackieOtt2,Y,36,V0,
Cheyenne,11/15/21,3,white,High,5,8,55_Reno,JackieOtt2,Y,19,V0,
Cheyenne,11/10/21,3,white,Low,13,5,55_Reno,JackieOtt2,Y,8,V0,
Cheyenne,11/15/21,4,black,High,3,2,55_Reno,JackieOtt2,Y,36,V0,
Cheyenne,11/15/21,4,black,Low,3,1,55_Reno,JackieOtt2,Y,34,V0,
Cheyenne,11/15/21,4,white,High,4,1,55_Reno,JackieOtt2,Y,11,V0,
Cheyenne,11/15/21,4,white,Low,6,4,55_Reno,JackieOtt2,Y,12,V0,
Cheyenne,11/15/21,5,black,High,10,5,55_Reno,JackieOtt2,Y,41,V1,
Cheyenne,11/15/21,5,black,High,10,6,55_Reno,JackieOtt2,Y,47,V1,
Cheyenne,11/15/21,5,black,Low,18,2,55_Reno,JackieOtt2,Y,46,V1,
Cheyenne,11/15/21,5,black,Low,20,3,55_Reno,JackieOtt2,Y,46,V1,
Cheyenne,11/15/21,5,white,High,4,7,55_Reno,JackieOtt2,Y,13,V0,
Cheyenne,11/15/21,5,white,High,10,10,55_Reno,JackieOtt2,Y,19,V0,leaf damaged but unbroken
Cheyenne,11/15/21,5,white,Low,6,2,55_Reno,JackieOtt2,Y,8,V0,
Cheyenne,11/15/21,5,white,Low,7,4,55_Reno,JackieOtt2,Y,12,V0,
Cheyenne,11/15/21,6,black,High,6,2,55_Reno,JackieOtt2,Y,22,V0,
Cheyenne,11/15/21,6,black,High,10,3,55_Reno,JackieOtt2,Y,37,V1,
Cheyenne,11/15/21,6,black,Low,19,5,55_Reno,JackieOtt2,Y,12,V0,
Cheyenne,11/15/21,6,black,Low,20,2,55_Reno,JackieOtt2,Y,24,V0,
Cheyenne,11/15/21,6,white,High,8,6,55_Reno,JackieOtt2,Y,26,V0,
Cheyenne,11/15/21,6,white,High,9,4,55_Reno,JackieOtt2,Y,29,V0,
Cheyenne,11/15/21,6,white,Low,12,5,55_Reno,JackieOtt2,Y,19,V0,
Cheyenne,11/15/21,6,white,Low,18,3,55_Reno,JackieOtt2,Y,14,V0,
Cheyenne,11/16/21,7,black,High,5,10,55_Reno,JackieOtt2,Y,44,V1,
Cheyenne,11/16/21,7,black,Low,7,2,55_Reno,JackieOtt2,Y,40,V1,
Cheyenne,11/16/21,7,white,High,4,10,55_Reno,JackieOtt2,Y,28,V0,
Cheyenne,11/17/21,7,white,Low,3,4,55_Reno,JackieOtt2,Y,20,V0,leaf broken
Cheyenne,11/17/21,8,black,High,2,4,55_Reno,JackieOtt2,Y,30,V0,leaf broken
Cheyenne,11/17/21,8,black,Low,7,3,55_Reno,JackieOtt2,Y,43,V1,
Cheyenne,11/17/21,8,white,High,1,9,55_Reno,JackieOtt2,Y,23,V0,
Cheyenne,11/17/21,8,white,Low,9,2,55_Reno,JackieOtt2,Y,13,V0,
Cheyenne,11/17/21,9,black,High,7,8,55_Reno,JackieOtt2,Y,24,V0,leaf broken
Cheyenne,11/17/21,9,black,Low,13,4,55_Reno,JackieOtt2,Y,37,V0,
Cheyenne,11/17/21,9,white,High,3,3,55_Reno,JackieOtt2,Y,25,V0,
Cheyenne,11/17/21,9,white,Low,13,1,55_Reno,JackieOtt2,Y,12,V0,
Cheyenne,11/17/21,10,black,High,9,2,55_Reno,JackieOtt2,Y,26,V0,
Cheyenne,11/17/21,10,black,Low,18,3,55_Reno,JackieOtt2,Y,39,V1,
Cheyenne,11/17/21,10,white,High,7,2,55_Reno,JackieOtt2,Y,14,V0,leaf broken
Cheyenne,11/17/21,10,white,Low,19,4,55_Reno,JackieOtt2,Y,23,V0,
Cheyenne,11/10/21,1,black,High,8,1,56_Reno,JackieOtt5,Y,41,V0,
Cheyenne,11/10/21,1,black,Low,10,5,56_Reno,JackieOtt5,Y,1,V0,
Cheyenne,11/10/21,1,white,High,7,4,56_Reno,JackieOtt5,Y,14,V0,
Cheyenne,11/10/21,1,white,Low,16,3,56_Reno,JackieOtt5,Y,19,V0,
Cheyenne,11/10/21,2,black,High,4,9,56_Reno,JackieOtt5,Y,20,V0,leaf broken
Cheyenne,11/10/21,2,black,Low,3,3,56_Reno,JackieOtt5,Y,32,V0,
Cheyenne,11/10/21,2,white,High,4,5,56_Reno,JackieOtt5,Y,18,V0,
Cheyenne,11/10/21,2,white,Low,2,2,56_Reno,JackieOtt5,Y,20,V0,
Cheyenne,11/15/21,3,black,High,7,4,56_Reno,JackieOtt5,Y,44,V1,
Cheyenne,11/10/21,3,black,Low,10,5,56_Reno,JackieOtt5,Y,16,V0,
Cheyenne,11/15/21,3,white,High,7,8,56_Reno,JackieOtt5,Y,26,V0,
Cheyenne,11/10/21,3,white,Low,8,3,56_Reno,JackieOtt5,Y,13,V0,
Cheyenne,11/15/21,4,black,High,7,9,56_Reno,JackieOtt5,Y,43,V0,
Cheyenne,11/15/21,4,black,Low,3,2,56_Reno,JackieOtt5,Y,40,V0,
Cheyenne,11/15/21,4,white,High,9,5,56_Reno,JackieOtt5,Y,19,V0,
Cheyenne,11/15/21,4,white,Low,8,1,56_Reno,JackieOtt5,Y,27,V0,
Cheyenne,11/15/21,5,black,High,9,4,56_Reno,JackieOtt5,Y,43,V1,
Cheyenne,11/15/21,5,black,High,9,5,56_Reno,JackieOtt5,Y,36,V1,leaf broken
Cheyenne,11/15/21,5,black,Low,4,1,56_Reno,JackieOtt5,Y,30,V1,leaf broken
Cheyenne,11/15/21,5,black,Low,7,2,56_Reno,JackieOtt5,Y,34,V1,
Cheyenne,11/15/21,5,white,High,7,4,56_Reno,JackieOtt5,Y,29,V0,
Cheyenne,11/15/21,5,white,High,10,3,56_Reno,JackieOtt5,Y,31,V0,
Cheyenne,11/15/21,5,white,Low,7,2,56_Reno,JackieOtt5,Y,13,V0,
Cheyenne,11/15/21,5,white,Low,9,4,56_Reno,JackieOtt5,Y,22,V0,
Cheyenne,11/15/21,6,black,High,2,1,56_Reno,JackieOtt5,Y,44,V1,
Cheyenne,11/15/21,6,black,High,2,3,56_Reno,JackieOtt5,Y,42,V1,
Cheyenne,11/15/21,6,black,Low,15,3,56_Reno,JackieOtt5,Y,17,V0,
Cheyenne,11/15/21,6,black,Low,20,4,56_Reno,JackieOtt5,N,,,
Cheyenne,11/15/21,6,white,High,2,1,56_Reno,JackieOtt5,Y,17,V0,
Cheyenne,11/15/21,6,white,High,5,1,56_Reno,JackieOtt5,Y,19,V0,
Cheyenne,11/15/21,6,white,Low,2,5,56_Reno,JackieOtt5,Y,24,V0,
Cheyenne,11/15/21,6,white,Low,14,3,56_Reno,JackieOtt5,Y,12,V0,
Cheyenne,11/16/21,7,black,High,2,8,56_Reno,JackieOtt5,Y,22,V0,
Cheyenne,11/16/21,7,black,Low,12,3,56_Reno,JackieOtt5,Y,40,V0,
Cheyenne,11/16/21,7,white,High,9,4,56_Reno,JackieOtt5,Y,32,V0,
Cheyenne,11/17/21,7,white,Low,12,5,56_Reno,JackieOtt5,Y,21,V0,leaf broken
Cheyenne,11/17/21,8,black,High,6,7,56_Reno,JackieOtt5,Y,40,V1,
Cheyenne,11/17/21,8,black,Low,1,2,56_Reno,JackieOtt5,Y,45,V1,
Cheyenne,11/17/21,8,white,High,10,4,56_Reno,JackieOtt5,Y,26,V0,
Cheyenne,11/17/21,8,white,Low,19,4,56_Reno,JackieOtt5,Y,18,V0,
Cheyenne,11/17/21,9,black,High,8,6,56_Reno,JackieOtt5,Y,39,V0,
Cheyenne,11/17/21,9,black,Low,9,5,56_Reno,JackieOtt5,Y,35,V0,
Cheyenne,11/17/21,9,white,High,2,3,56_Reno,JackieOtt5,Y,26,V0,
Cheyenne,11/17/21,9,white,Low,8,3,56_Reno,JackieOtt5,Y,26,V0,
Cheyenne,11/17/21,10,black,High,7,10,56_Reno,JackieOtt5,Y,38,V0,
Cheyenne,11/17/21,10,black,Low,13,1,56_Reno,JackieOtt5,Y,34,V1,
Cheyenne,11/17/21,10,white,High,4,3,56_Reno,JackieOtt5,Y,20,V0,
Cheyenne,11/17/21,10,white,Low,14,4,56_Reno,JackieOtt5,Y,12,V0,
Cheyenne,11/10/21,1,black,High,2,10,57_Reno,JackieOtt6,Y,23,V0,
Cheyenne,11/10/21,1,black,Low,3,3,57_Reno,JackieOtt6,Y,39,V0,
