Site,Date,Last Harvest Date,# of Harvests,Recorder,Block,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,height,Length_mm,tillers,biomass_whole,seed_count_whole,seed_mass_whole,inflor_mass,biomass_sub,seed_count_sub,seed_mass_sub,drop_seed,notes,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,5,3,59,Re,Lavin01,,,Y,FB,,125,1,0.04,,,0.05,0.01,23,0.04,N,0/23 UNRIPE,
BoiseLow,5/27/2022,,,LB,,7.1,high,black,5,4,79,Re,Pyle015,,,Y,FP,,130,1,0.06,,,0.07,0.01,29,0.06,N,0/29 unripe,
BoiseLow,,,,,,7.1,high,black,5,5,77,Re,Pyle010,,,,,,,,,,,,,,,,,
BoiseLow,5/18/2022,,,LB,,7.1,high,black,5,6,91,Re,Symstad3,,,Y,FP,,,1,0.06,,,0.11,0.04,34,0.07,N,0/34 unripe,
BoiseLow,5/27/2022,,,LB,,7.1,high,black,5,7,2,Re,AAFC05,,,Y,FG_FP,,140,2,0.14,,,0.25,0.03,50,0.1,N,0/50 unripe,
BoiseLow,5/27/2022,,,LB,,7.1,high,black,5,8,62,Re,Lee2,,,Y,FP,,130,1,0.06,,,0.06,0.01,29,0.05,N,0/29 unripe,
BoiseLow,,,,,,7.1,high,black,5,9,82,Re,Pyle019,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,LB,,7.1,high,black,5,10,64,Re,Lee4,,,Y,FP,,90,1,0.05,,,0.07,0.01,33,0.06,N,1/33 unripe,
BoiseLow,5/27/2022,,,LB,,7.1,high,black,6,1,63,Re,Lee3,,,Y,FP,,183,2,0.16,,,0.3,0.03,50,0.1,N,0/50 unripe,
BoiseLow,5/27/2022,,,LB,,7.1,high,black,6,2,37,Re,Chambers09,,,Y,FP,,150,1,0.05,,,0.07,0.009,33,0.06,N,0/33 unripe,
BoiseLow,5/27/2022,,,LB,,7.1,high,black,6,3,65,Re,Leger 1,,,Y,FP,,168,1,0.07,,,0.11,0.02,41,0.09,N,0/41 unripe,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,6,4,27,Re,Board1,,,Y,FP,,105,1,0.03,,,0.04,0.01,16,0.03,N,"0/16 UNRIPE, 1/16 HERBIVORIZED",
BoiseLow,5/18/2022,,,LB,,7.1,high,black,6,5,102,Re,Shriver02,,,Y,FP,,,2,0.12,,,0.18,0.03,50,0.08,N,0/50 unripe,
BoiseLow,5/27/2022,,,LB,,7.1,high,black,6,6,93,Re,Urza2,,,Y,FG,,149,1,0.11,,,0.12,0.02,50,0.09,N,"0/50 unripe, 1/50 herbivorized",
BoiseLow,5/27/2022,,,RM,,7.1,high,black,6,7,39,Re,Copeland05,,,Y,FG,,159,2,0.14,,,0.15,0.02,50,0.08,N,0/50 UNRIPE,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,6,8,87,Lo,Schupp04,,,Y,FB,,129,1,0.05,,,0.05,0.01,23,0.04,N,0/23 UNRIPE,
BoiseLow,,,,,,7.1,high,black,6,9,58,Re,JackieOtt7,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,6,10,66,Re,Maron1,,,Y,FP,,78,1,0.01,,,0.01,0.003,3,0.01,N,0/3 UNRIPE,
BoiseLow,,,,,,7.1,high,black,7,1,28,Re,Bradford01,,,,,,,,,,,,,,,,,
BoiseLow,5/18/2022,,,RM,,7.1,high,black,7,2,38,Lo,Copeland01,,,Y,FG,,,2,0.16,,,0.19,0.02,50,0.06,N,12/50 UNRIPE,
BoiseLow,5/27/2022,,,LB,,7.1,high,black,7,3,88,Lo,Schupp05,,,Y,FP,,118,1,0.03,,,0.02,0.003,11,0.02,N,0/11 unripe,
BoiseLow,5/27/2022,,,LB,,7.1,high,black,7,4,57,Re,JackieOtt6,,,Y,FP,,155,1,0.09,,,0.12,0.01,46,0.1,N,"0/46 unripe, 1/46 herbivorized",
BoiseLow,5/27/2022,,,RM,,7.1,high,black,7,5,24,Re,Blumenthal08,,,Y,FP,,145,2,0.12,,,0.13,0.02,50,0.08,N,0/50 UNRIPE,
BoiseLow,,,,,,7.1,high,black,7,6,30,Re,Chambers02,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,7,7,43,Re,Downs02,,,Y,FB,,63,1,0.02,,,0.01,0.002,6,0.01,N,0/6 UNRIPE,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,7,8,82,Re,Pyle019,,,Y,FG,,197,2,0.18,,,0.2,0.02,50,0.11,N,0/50 UNRIPE,
BoiseLow,5/18/2022,,,RM,,7.1,high,black,7,9,92,Re,Symstad4,,,Y,FP,,,1,0.04,,,0.05,0.01,21,0.04,N,0/21 UNRIPE,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,7,10,54,Re,JackieOtt1,,,Y,FP,,137,2,0.07,,,0.12,0.02,50,0.09,N,0/50 UNRIPE,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,8,1,52,Re,Hufft1,,,Y,FP,,140,1,0.09,,,0.16,0.01,50,0.11,N,0/50 UNRIPE,
BoiseLow,,,,,,7.1,high,black,8,2,48,Re,Getts1,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,8,3,105,Re,Blumenthal10,,,Y,FP,,160,1,0.08,,,0.1,0.02,46,0.09,N,0/46 UNRIPE,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,8,4,84,Re,Reed03,,,Y,FP,,120,1,0.03,,,0.04,0.01,20,0.03,N,0/20 UNRIPE,
BoiseLow,5/18/2022,,,RM,,7.1,high,black,8,5,77,Re,Pyle010,,,Y,FP,,,1,0.05,,,0.04,0.01,23,0.03,N,0/23 UNRIPE,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,8,6,74,Re,Pyke21,,,Y,FP,,96,1,0.03,,,0.03,0.01,24,0.02,N,0/24 UNRIPE,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,8,7,36,Re,Chambers08,,,Y,FB,,135,1,0.07,,,0.1,0.02,38,0.08,N,0/38 UNRIPE,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,8,8,79,Re,Pyle015,,,Y,FP,,150,2,0.12,,,0.17,0.01,50,0.08,N,1/50 UNRIPE,
BoiseLow,,,,,,7.1,high,black,8,9,75,Re,Pyle001,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.1,high,black,8,10,19,Re,Barnett01,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,9,1,13,Re,Schupp01,,,Y,FG,,193,3,0.21,,,0.13,0.03,50,0.07,N,3/50 UNRIPE,
BoiseLow,,,,,,7.1,high,black,9,2,9,Re,Adler05,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.1,high,black,9,3,12,Re,Schupp02,,,,,,,,,,,,,,,,,
BoiseLow,5/18/2022,,,RM,,7.1,high,black,9,4,35,Re,Chambers07,,,Y,FP,,,1,0.03,,,0.09,0.03,22,0.06,N,0/22 UNRIPE,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,9,5,26,Re,Chynoweth01,,,Y,FP,,122,1,0.05,,,0.09,0.02,42,0.08,N,0/42 UNRIPE,
BoiseLow,5/18/2022,,,RM,,7.1,high,black,9,6,17,Re,Adler17,,,Y,FP,,,1,0.08,,,0.13,0.03,50,0.08,N,0/50 UNRIPE,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,9,7,44,Re,Downs03,,,Y,FB,,120,2,0.07,,,0.11,0.02,50,0.09,N,0/50 UNRIPE,
BoiseLow,,,,,,7.1,high,black,9,8,42,Lo,Downs01,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.1,high,black,9,9,1,Re,AAFC04,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,9,10,97,Re,Chynoweth03,,,Y,FG,,53,1,0.01,,,0.01,0.002,4,0.004,N,0/4 UNRIPE,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,10,1,5,Re,AAFC08,,,Y,FB,,133,1,0.1,,,0.06,0.02,45,0.04,N,0/45 UNRIPE,
BoiseLow,,,,,,7.1,high,black,10,2,84,Re,Reed03,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.1,high,black,10,3,45,Re,Fleishman_01,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.1,high,black,10,4,81,Re,Pyle017,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,10,5,95,Lo,Wilcox02,,,Y,FP,,177,1,0.08,,,0.1,0.01,45,0.08,N,0/45 UNRIPE,
BoiseLow,,,,,,7.1,high,black,10,6,89,Re,Symstad1,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,RM,,7.1,high,black,10,7,98,Re,Chynoweth05,,,Y,FG,,143,2,0.14,,,0.07,0.02,50,0.05,N,20/50 UNRIPE,
BoiseLow,5/27/2022,,,LB,,7.1,high,black,10,8,60,Re,Lavin02,,,Y,FB,,143,2,0.12,,,0.27,0.04,50,0.09,N,0/50 unripe,
BoiseLow,,,,,,7.1,high,black,10,9,86,Lo,Schupp03,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,LB,,7.1,high,black,10,10,76,Re,Pyle009,,,Y,FP,,126,1,0.06,,,0.11,0.02,46,0.09,N,0/46 unripe,
BoiseLow,,,,,,7.2,low,black,1,1,5,Re,AAFC08,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,1,2,72,Re,Pyke3,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,1,3,21,Re,Baughman2,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,1,4,59,Re,Lavin01,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,1,5,102,Re,Shriver02,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,2,1,60,Re,Lavin02,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,2,2,34,Re,Chambers06,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,RM,,7.2,low,black,2,3,54,Re,JackieOtt1,,,Y,FB,,240,6,0.72,,,1.25,0.02,50,0.11,N,0/50 UNRIPE,
BoiseLow,5/27/2022,,,LB,,7.2,low,black,2,4,13,Lo,Schupp01,,,Y,FG_FB,,190,7,0.64,,,1.45,0.03,50,0.09,N,0/50 unripe,
BoiseLow,,,,,,7.2,low,black,2,5,27,Re,Board1,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,3,1,55,Re,JackieOtt2,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,3,2,35,Re,Chambers07,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,3,3,16,Re,Adler16,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,3,4,19,Re,Barnett01,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,RM,,7.2,low,black,3,5,76,Re,Pyle009,,,Y,FB,,195,6,0.65,,,0.97,0.02,50,0.09,N,0/50 UNRIPE,
BoiseLow,,,,,,7.2,low,black,4,1,99,Re,Chynoweth07,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,4,2,52,Re,Hufft1,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,RM,,7.2,low,black,4,3,9,Re,Adler05,,,Y,FB,,205,12,0.92,,,1.21,0.02,50,0.1,N,0/50 UNRIPE,
BoiseLow,6/3/2022,,,RM,,7.2,low,black,4,4,32,Re,Chambers04,,,Y,FB,,210,6,0.59,,,0.96,0.01,50,0.1,N,0/50 UNRIPE,
BoiseLow,,,,,,7.2,low,black,4,5,47,Re,Fleishman_07,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,5,1,63,Re,Lee3,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.2,low,black,5,2,20,Re,Baughman3,,,Y,FB,,175,6,0.36,,,0.53,0.02,50,0.07,N,8/50 unripe,
BoiseLow,,,,,,7.2,low,black,5,3,105,Lo,Blumenthal10,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,5,4,12,Re,Schupp02,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,5,5,38,Lo,Copeland01,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,6,1,92,Re,Symstad4,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,6,2,49,Re,Getts3,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,6,3,56,Re,JackieOtt5,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,6,4,48,Re,Getts1,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,6,5,70,Re,Porensky12,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,7,1,12,Re,Schupp02,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,7,2,25,Re,Symstad6,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,7,3,51,Re,Holdrege1,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,RM,,7.2,low,black,7,4,98,Lo,Chynoweth05,,,Y,FB,,115,4,0.21,,,0.34,0.01,50,0.09,N,0/50 UNRIPE,
BoiseLow,6/3/2022,,,RM,,7.2,low,black,7,5,64,Re,Lee4,,,Y,FP,,160,8,0.74,,,0.85,0.01,50,0.1,N,0/50 UNRIPE,
BoiseLow,5/27/2022,,,LB,,7.2,low,black,8,1,32,Re,Chambers04,,,Y,FP,,195,4,0.31,,,0.47,0.02,50,0.07,N,1/50 unripe,
BoiseLow,,,,,,7.2,low,black,8,2,97,Lo,Chynoweth03,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,RM,,7.2,low,black,8,3,42,Lo,Downs01,,,Y,FP,,170,8,0.51,,,1,0.02,50,0.11,N,2/50 UNRIPE,
BoiseLow,6/3/2022,,,RM,,7.2,low,black,8,4,46,Re,Fleishman_05,,,Y,FP,,175,6,0.35,,,0.64,0.02,50,0.1,N,0/50 UNRIPE,
BoiseLow,,,,,,7.2,low,black,8,5,69,Re,Porensky17,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,RM,,7.2,low,black,9,1,11,Re,Adler09,,,Y,FB,,125,1,0.07,,,0.05,0.01,23,0.04,N,0/23 UNRIPE,
BoiseLow,6/3/2022,,,RM,,7.2,low,black,9,2,53,Re,Hufft2,,,Y,FB,,95,1,0.07,,,0.05,0.01,27,0.04,N,"0/27 UNRIPE, 2/27 HERBIVORIZED",
BoiseLow,6/3/2022,,,RM,,7.2,low,black,9,3,90,Re,Symstad2,,,Y,FB,,110,1,0.09,,,0.16,0.02,50,0.11,N,"0/50 UNRIPE, 2/50 HERBIVORIZED",
BoiseLow,6/3/2022,,,RM,,7.2,low,black,9,4,103,Re,Davies03,,,Y,FG,,220,11,1.35,,,1.33,0.02,50,0.07,N,4/50 UNRIPE,
BoiseLow,,,,,,7.2,low,black,9,5,39,Re,Copeland05,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,RM,,7.2,low,black,10,1,24,Re,Blumenthal08,,,Y,FB,,144,4,0.23,,,0.49,0.03,50,0.1,N,2/50 UNRIPE,
BoiseLow,,,,,,7.2,low,black,10,2,33,Re,Chambers05,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,RM,,7.2,low,black,10,3,100,Re,Chynoweth08,,,Y,FB,,80,2,0.1,,,0.03,0.02,18,0.01,N,0/18 UNRIPE,
BoiseLow,,,,,,7.2,low,black,10,4,86,Re,Schupp03,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,10,5,29,Re,Chambers01,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,LB,,7.2,low,black,11,1,82,Re,Pyle019,,,Y,FG_FP,,200,6,0.39,,,0.68,0.02,50,0.08,N,6/50 unripe,
BoiseLow,,,,,,7.2,low,black,11,2,103,Re,Davies03,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,11,3,18,Re,Adler18,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.2,low,black,11,4,73,Re,Pyke8,,,Y,FG_FP,,170,12,1.2,,,1.33,0.02,50,0.09,N,5/50 unripe,
BoiseLow,,,,,,7.2,low,black,11,5,30,Re,Chambers02,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,12,1,101,Re,Shriver01,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.2,low,black,12,2,84,Re,Reed03,,,Y,FP_FB,,135,4,0.2,,,0.32,0.03,50,0.09,N,1/50 unripe,
BoiseLow,,,,,,7.2,low,black,12,3,45,Re,Fleishman_01,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.2,low,black,12,4,7,Re,AAFC10,,,Y,FP,,180,4,0.38,,,0.83,0.03,50,0.1,N,0/50 unripe,
BoiseLow,5/18/2022,,,LB,,7.2,low,black,12,5,2,Re,AAFC05,,,Y,FG_FP,,,14,0.88,,,1.52,0.06,50,0.09,N,12/50 unripe,
BoiseLow,6/3/2022,,,LB,,7.2,low,black,13,1,57,Re,JackieOtt6,,,Y,FP,,115,1,0.07,,,0.15,0.02,50,0.09,N,0/50 unripe,
BoiseLow,,,,,,7.2,low,black,13,2,62,Re,Lee2,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,13,3,83,Re,Reed01,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,LB,,7.2,low,black,13,4,95,Re,Wilcox02,,,Y,FG_FP,,175,6,0.58,,,0.86,0.04,50,0.1,N,0/50 unripe,
BoiseLow,6/3/2022,,,LB,,7.2,low,black,13,5,57,Re,JackieOtt6,,,Y,FP,,195,3,0.22,,,0.39,0.02,50,0.09,N,"3/50 unripe, 1/50 herbivorized",
BoiseLow,,,,,,7.2,low,black,14,1,1,Re,AAFC04,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,14,2,81,Re,Pyle017,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,RM,,7.2,low,black,14,3,61,Re,Lee1,,,Y,FB,,155,5,0.31,,,0.62,0.02,50,0.08,N,"0/50 UNRPIE, 1/50 HERBIVORIZED",
BoiseLow,6/3/2022,,,RM,,7.2,low,black,14,4,14,Re,Adler13,,,Y,FB,,140,2,0.39,,,0.02,0.01,15,0.01,N,0/50 UNRIPE,
BoiseLow,,,,,,7.2,low,black,14,5,37,Re,Chambers09,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,RM,,7.2,low,black,15,1,65,Re,Leger 1,,,Y,FP,,180,3,0.15,,,0.2,0.01,50,0.1,N,"1/50 UNRIPE, 3/50 HERBIVORIZED",
BoiseLow,6/3/2022,,,RM,,7.2,low,black,15,2,68,Re,Porensky1,,,Y,FB,,190,4,0.34,,,0.49,0.01,50,0.1,N,0/50 UNRIPE,
BoiseLow,6/3/2022,,,RM,,7.2,low,black,15,3,58,Re,JackieOtt7,,,Y,FB,,150,5,0.42,,,0.57,0.01,50,0.1,N,0/50 UNRIPE,
BoiseLow,6/3/2022,,,RM,,7.2,low,black,15,4,36,Re,Chambers08,,,Y,FB,,150,4,0.34,,,0.71,0.02,50,0.1,N,0/50 unripe,
BoiseLow,5/27/2022,,,RM,,7.2,low,black,15,5,96,Re,Chynoweth02,,,Y,FB,,160,5,0.23,,,0.42,0.03,50,0.12,N,0/50 UNRIPE,
BoiseLow,6/3/2022,,,RM,,7.2,low,black,16,1,150,Lo,Mancillas01,,,Y,FB,,110,4,0.28,,,0.19,0.02,50,0.08,N,1/50 UNRIPE,
BoiseLow,,,,,,7.2,low,black,16,2,6,Re,AAFC09,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,RM,,7.2,low,black,16,3,75,Re,Pyle001,,,Y,FB,,55,1,0.02,,,0,0,0,0,N,NO INFLORESENCE,
BoiseLow,6/3/2022,,,RM,,7.2,low,black,16,4,11,Re,Adler09,,,Y,FG,,115,2,0.18,,,0.08,0.03,5,0.04,N,"25/50 UNRIPE, 2/50 HERBIVORIZED",
BoiseLow,,,,,,7.2,low,black,16,5,91,Re,Symstad3,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,17,1,67,Lo,Maron2,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,17,2,71,Re,Porensky30,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.2,low,black,17,3,74,Re,Pyke21,,,Y,FB,,210,9,0.81,,,1.18,0.02,50,0.1,N,0/50 unripe,
BoiseLow,,,,,,7.2,low,black,17,4,93,Lo,Urza2,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,17,5,87,Lo,Schupp04,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,LB,,7.2,low,black,18,1,43,Re,Downs02,,,Y,FP,,145,1,0.1,,,0.12,0.02,49,0.1,N,0/49 unripe,
BoiseLow,5/27/2022,,,LB,,7.2,low,black,18,2,3,Re,AAFC06,,,Y,FG_FP,,145,2,0.1,,,0.21,0.03,50,0.07,N,"2/50 unripe, unknown plot - likely 7.2",
BoiseLow,,,,,,7.2,low,black,18,3,104,Re,Germino BOP 01,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,18,4,77,Re,Pyle010,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,LB,,7.2,low,black,18,5,26,Re,Chynoweth01,,,Y,FB,,195,4,0.44,,,0.87,0.03,50,0.1,N,0/50 unripe,
BoiseLow,,,,,,7.2,low,black,19,1,88,Lo,Schupp05,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,19,2,89,Re,Symstad1,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,19,3,31,Re,Urza1,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.2,low,black,19,4,79,Re,Pyle015,,,Y,FG,,80,1,0.06,,,0.07,0.01,36,0.06,N,"7/36 unripe, 1/36 herbivorized",
BoiseLow,,,,,,7.2,low,black,19,5,44,Re,Downs03,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,20,1,8,Re,Blumenthal01,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.2,low,black,20,2,66,Re,Maron1,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.2,low,black,20,3,17,Re,Adler17,,,Y,FB,,18,1,0.2,,,0.27,0.02,50,0.1,N,"6/50 unripe, 1/50 herbivorized, need to check length",
BoiseLow,6/3/2022,,,LB,,7.2,low,black,20,4,40,Re,Copeland09,,,Y,FG_FP,,115,3,0.2,,,0.31,0.02,50,0.07,N,8/50 unripe,
BoiseLow,,,,,,7.2,low,black,20,5,28,Re,Bradford01,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.3,high,white,1,1,31,Re,Urza1,,,,,,,,,,,,,,,,,
BoiseLow,6/2/2022,,,TK,,7.3,high,white,1,2,74,Re,Pyke21,,,Y,FP,,164,1,0.12,,,0.23,0.02,50,0.12,N,0/50 UNRIPE,
BoiseLow,5/10/2022,,,TK,,7.3,high,white,1,3,75,Re,Pyle001,,,Y,FP,,3,1,0.02,,,0.02,0.01,6,0.01,N,5/6 UNRIPE need to check length,
BoiseLow,,,,,,7.3,high,white,1,4,102,Re,Shriver02,,,,,,,,,,,,,,,,,
BoiseLow,6/2/2022,,,TK,,7.3,high,white,1,5,71,Re,Porensky30,,,Y,FP,,118,1,0.03,,,0.03,0.01,13,0.03,N,0/13 UNRIPE ,
BoiseLow,6/2/2022,,,TK,,7.3,high,white,1,6,76,Re,Pyle009,,,Y,FG,,78,1,0.02,,,0.01,0.001,4,0.002,N,0/4 UNRIPE 4/4 HERBIVORIZED,
BoiseLow,6/2/2022,,,RM,,7.3,high,white,1,7,75,Re,Pyle001,,,Y,FB,,116,1,0.05,,,0.07,0.02,27,0.06,N,"0/27 UNRIPE, 2/27 HERBIVORIZED",
BoiseLow,,,,,,7.3,high,white,1,8,64,Re,Lee4,,,,,,,,,,,,,,,,,
BoiseLow,5/18/2022,,,RM,,7.3,high,white,1,9,56,Re,JackieOtt5,,,Y,FG,,,1,0.04,,,0.02,0.01,15,0.01,N,13/15 UNRIPE,
BoiseLow,,,,,,7.3,high,white,1,10,40,Re,Copeland09,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.3,high,white,2,1,84,Re,Reed03,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.3,high,white,2,2,83,Re,Reed01,,,,,,,,,,,,,,,,,
BoiseLow,6/2/2022,,,LB,,7.3,high,white,2,3,87,Lo,Schupp04,,,Y,FP,,175,1,0.08,,,0.15,0.02,50,0.09,N,4/50 unripe,
BoiseLow,6/2/2022,,,LB,,7.3,high,white,2,4,79,Re,Pyle015,,,Y,FG,,88,1,0.03,,,0.01,0.004,9,0.007,N,3/9 unripe,
BoiseLow,6/2/2022,,,RM,,7.3,high,white,2,5,38,Lo,Copeland01,,,Y,FP,,184,2,0.15,,,0.23,0.02,50,0.09,N,0/50 UNRIPE,
BoiseLow,,,,,,7.3,high,white,2,6,96,Re,Chynoweth02,,,,,,,,,,,,,,,,,
BoiseLow,6/2/2022,,,RM,,7.3,high,white,2,7,81,Re,Pyle017,,,Y,FG,,105,1,0.05,,,0.01,0.004,8,0.004,N,7/8 UNRIPE,
BoiseLow,,,,,,7.3,high,white,2,8,100,Re,Chynoweth08,,,,,,,,,,,,,,,,,
BoiseLow,5/18/2022,,,RM,,7.3,high,white,2,9,26,Re,Chynoweth01,,,Y,FP,,,1,0.05,,,0.07,0.02,37,0.05,N,0/37 UNRIPE,
BoiseLow,5/18/2022,,,RM,,7.3,high,white,2,10,51,Re,Holdrege1,,,Y,FP,,,1,0.04,,,0.05,0.02,29,0.03,N,11/29 UNRIPE,
BoiseLow,,,,,,7.3,high,white,3,1,13,Re,Schupp01,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,RM,,7.3,high,white,3,2,36,Re,Chambers08,,,Y,FP,,90,1,0.02,,,0.01,0.004,7,0.01,N,0/7 UNRIPE,
BoiseLow,6/2/2022,,,LB,,7.3,high,white,3,3,12,Re,Schupp02,,,Y,FB,,172,1,0.09,,,0.1,0.03,45,0.07,N,"2/45 unripe, 8/45 herbivorized",
BoiseLow,6/2/2022,,,LB,,7.3,high,white,3,4,81,Re,Pyle017,,,Y,FB,,81,1,0.009,,,0.01,0.001,5,0.009,N,"0/5 unripe, 1/5 herbivorized",
BoiseLow,6/2/2022,,,LB,,7.3,high,white,3,5,53,Re,Hufft2,,,Y,FP,,138,2,0.08,,,0.11,0.02,50,0.09,N,"1/50 unripe, 3/50 herbivorized",
BoiseLow,5/18/2022,,,RM,,7.3,high,white,3,6,27,Re,Board1,,,Y,FG,,,1,0.05,,,0.03,0.01,24,0.02,N,15/24 UNRIPE,
BoiseLow,,,,,,7.3,high,white,3,7,68,Re,Porensky1,,,,,,,,,,,,,,,,,
BoiseLow,6/2/2022,,,RM,,7.3,high,white,3,8,91,Re,Symstad3,,,Y,FB,,156,2,0.13,,,0.16,0.03,50,0.11,N,0/50 UNRIPE,
BoiseLow,,,,,,7.3,high,white,3,9,52,Re,Hufft1,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.3,high,white,3,10,11,Re,Adler09,,,,,,,,,,,,,,,,,
