block,plot,x,y,harvest_date,density,albedo,live_harvest,v_harvest,harvest,tillers,biomass_whole,inflor_mass,note_standard_harvest,plantID,site,year,genotype,jday,live,v,herbivory,frost_heave,notes,mean_flower
4,2,15,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1119,CH,2023,46,166.22222222222223,Y,NA,NA,NA,NA,166.22222222222223
8,1,5,2,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2253,CH,2023,46,166.22222222222223,Y,V1,NA,NA,D,166.22222222222223
10,2,11,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_3019,CH,2023,46,166.22222222222223,Y,V2,NA,NA,D,166.22222222222223
5,3,5,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1517,CH,2023,47,156,N,NA,NA,NA,D,156
2,3,7,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_487,CH,2023,47,156,Y,V1,NA,NA,D,156
3,1,8,8,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_704,CH,2023,47,156,N,NA,NA,NA,D,156
3,2,3,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_787,CH,2023,47,156,Y,V3,NA,NA,D,156
10,2,4,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2964,CH,2023,47,156,N,NA,NA,NA,D,156
1,4,6,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_278,CH,2023,47,156,Y,V1,NA,NA,D,156
8,2,6,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2326,CH,2023,47,156,Y,V1,NA,NA,D,156
10,3,4,5,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_3076,CH,2023,47,156,N,NA,NA,NA,NA,156
2,1,1,3,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_337,CH,2023,47,156,Y,V3,NA,NA,D,156
7,2,14,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2062,CH,2023,47,156,Y,V3+,NA,NA,D,156
1,2,5,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_133,CH,2023,47,156,Y,V2,NA,NA,D,156
6,2,14,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1742,CH,2023,47,156,N,NA,NA,NA,D,156
8,1,8,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2320,CH,2023,47,156,Y,V3+,NA,NA,D,156
4,1,7,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1039,CH,2023,47,156,Y,V2,NA,NA,D,156
6,3,6,2,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1774,CH,2023,47,156,N,NA,NA,NA,D,156
10,1,3,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2923,CH,2023,47,156,N,NA,NA,NA,NA,156
10,4,10,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_3146,CH,2023,47,156,N,NA,NA,NA,D,156
3,3,2,2,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_810,CH,2023,47,156,N,NA,NA,NA,FH,156
5,2,3,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1395,CH,2023,47,156,N,NA,NA,NA,D,156
7,3,5,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2085,CH,2023,47,156,Y,V2,NA,NA,E,156
9,4,3,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2819,CH,2023,47,156,Y,V3,NA,NA,D,156
2,2,10,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_474,CH,2023,47,156,N,NA,NA,NA,D,156
2,4,9,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_601,CH,2023,47,156,Y,V3+,NA,NA,D,156
4,2,14,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1054,CH,2023,47,156,Y,V2,NA,NA,D,156
7,4,8,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2184,CH,2023,47,156,Y,V1,NA,NA,D,156
5,4,12,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1596,CH,2023,47,156,Y,V2,NA,NA,D,156
5,1,1,2,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1289,CH,2023,47,156,Y,V2,NA,NA,D,156
9,3,7,9,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2791,CH,2023,47,156,N,NA,NA,NA,D,156
9,1,7,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2639,CH,2023,47,156,N,NA,NA,NA,D,156
8,4,4,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2548,CH,2023,47,156,Y,V1,NA,NA,D,156
1,3,1,5,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_193,CH,2023,47,156,Y,V1,NA,NA,D,156
3,4,15,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_927,CH,2023,47,156,Y,V3+,NA,NA,E,156
6,1,7,7,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1655,CH,2023,47,156,Y,V2,NA,NA,D,156
7,1,1,3,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1937,CH,2023,47,156,Y,V2,NA,NA,D,156
4,4,3,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1219,CH,2023,47,156,Y,V3,NA,NA,D,156
9,2,14,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2686,CH,2023,47,156,N,NA,NA,NA,NA,156
6,4,2,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1874,CH,2023,47,156,Y,V2,NA,NA,D,156
4,3,3,5,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1155,CH,2023,47,156,N,NA,NA,NA,D,156
1,1,4,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_44,CH,2023,47,156,N,NA,NA,NA,NA,156
9,2,2,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2658,CH,2023,49,163.5,Y,V3,NA,NA,D,163.5
7,1,7,2,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1935,CH,2023,49,163.5,Y,V1,NA,NA,D,163.5
5,1,7,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1327,CH,2023,49,163.5,Y,V0,NA,NA,E,163.5
6,2,10,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1690,CH,2023,49,163.5,Y,V2,NA,NA,D,163.5
6,3,2,4,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1786,CH,2023,49,163.5,Y,V1,NA,NA,D,163.5
10,2,9,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2985,CH,2023,49,163.5,Y,V3+,NA,NA,D,163.5
8,4,12,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2540,CH,2023,49,163.5,N,NA,NA,NA,FH,163.5
10,1,4,7,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2932,CH,2023,49,163.5,Y,V0,NA,NA,E,163.5
10,4,11,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_3147,CH,2023,49,163.5,Y,V2,NA,NA,D,163.5
8,2,16,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2352,CH,2023,49,163.5,Y,V2,NA,NA,D,163.5
7,2,13,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2045,CH,2023,49,163.5,N,NA,NA,NA,FH,163.5
5,3,8,9,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1512,CH,2023,49,163.5,N,NA,NA,NA,D,163.5
4,3,2,9,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1186,CH,2023,49,163.5,Y,V2,NA,NA,D,163.5
3,3,6,4,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_830,CH,2023,49,163.5,Y,V1,NA,NA,D,163.5
1,1,7,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_47,CH,2023,49,163.5,Y,V2,NA,NA,E,163.5
6,4,3,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1891,CH,2023,49,163.5,Y,V1,NA,NA,D,163.5
9,3,5,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2725,CH,2023,49,163.5,N,NA,NA,NA,D,163.5
5,2,1,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1393,CH,2023,49,163.5,Y,V3,NA,NA,D,163.5
2,2,6,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_438,CH,2023,49,163.5,Y,V2,NA,NA,D,163.5
9,4,13,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2877,CH,2023,49,163.5,N,NA,NA,NA,NA,163.5
10,3,8,2,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_3056,CH,2023,49,163.5,Y,V1,NA,NA,E,163.5
3,2,10,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_794,CH,2023,49,163.5,Y,V3,NA,NA,D,163.5
9,1,5,5,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2597,CH,2023,49,163.5,N,NA,NA,NA,D,163.5
1,2,6,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_118,CH,2023,49,163.5,Y,V2,NA,NA,D,163.5
4,2,7,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1063,CH,2023,49,163.5,Y,V3,NA,NA,D,163.5
4,1,8,8,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1024,CH,2023,49,163.5,Y,V2,NA,NA,D,163.5
3,4,16,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_928,CH,2023,49,163.5,Y,V3,NA,NA,E,163.5
2,4,11,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_635,CH,2023,49,163.5,N,NA,NA,NA,NA,163.5
6,1,1,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1641,CH,2023,49,163.5,Y,V2,NA,NA,D,163.5
2,3,4,7,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_532,CH,2023,49,163.5,Y,V1,NA,NA,E,163.5
4,4,2,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1250,CH,2023,49,163.5,Y,V3,NA,NA,D,163.5
1,4,4,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_244,CH,2023,49,163.5,N,NA,NA,NA,D,163.5
8,1,7,9,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2311,CH,2023,49,163.5,Y,V3,NA,NA,E,163.5
5,4,5,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1589,CH,2023,49,163.5,N,NA,NA,NA,D,163.5
3,1,5,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_645,CH,2023,49,163.5,Y,V3,NA,NA,"E, FH",163.5
7,4,8,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2216,CH,2023,49,163.5,Y,V2,NA,NA,D,163.5
6,2,8,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1752,CH,2023,51,157.77777777777777,Y,V2,NA,NA,D,157.77777777777777
3,3,3,4,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_827,CH,2023,51,157.77777777777777,Y,V1,NA,NA,"D, FH",157.77777777777777
3,1,8,5,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_680,CH,2023,51,157.77777777777777,Y,V3,NA,NA,"D, FH",157.77777777777777
9,4,8,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2824,CH,2023,51,157.77777777777777,Y,V3+,NA,NA,D,157.77777777777777
4,1,8,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1040,CH,2023,51,157.77777777777777,N,NA,NA,NA,D,157.77777777777777
1,2,2,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_130,CH,2023,51,157.77777777777777,Y,V3,NA,NA,D,157.77777777777777
8,4,6,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2550,CH,2023,51,157.77777777777777,Y,V2,NA,NA,D,157.77777777777777
2,1,4,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_364,CH,2023,51,157.77777777777777,Y,V1,NA,NA,D,157.77777777777777
1,4,11,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_315,CH,2023,51,157.77777777777777,Y,V2,NA,NA,D,157.77777777777777
9,3,2,8,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2778,CH,2023,51,157.77777777777777,Y,V0,NA,NA,FH,157.77777777777777
9,1,1,8,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2617,CH,2023,51,157.77777777777777,N,NA,NA,NA,D,157.77777777777777
7,4,8,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2200,CH,2023,51,157.77777777777777,N,NA,NA,NA,FH,157.77777777777777
4,4,6,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1270,CH,2023,51,157.77777777777777,Y,V2,NA,NA,D,157.77777777777777
3,4,7,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_951,CH,2023,51,157.77777777777777,Y,V3,NA,NA,E,157.77777777777777
7,2,3,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2035,CH,2023,51,157.77777777777777,Y,V2,NA,NA,"D, FH",157.77777777777777
3,2,15,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_799,CH,2023,51,157.77777777777777,Y,V3+,NA,NA,D,157.77777777777777
6,4,10,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1850,CH,2023,51,157.77777777777777,N,NA,NA,NA,D,157.77777777777777
5,4,9,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1529,CH,2023,51,157.77777777777777,Y,V2,NA,NA,D,157.77777777777777
4,2,12,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1100,CH,2023,51,157.77777777777777,N,NA,NA,NA,D,157.77777777777777
8,2,14,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2382,CH,2023,51,157.77777777777777,Y,V3,NA,NA,D,157.77777777777777
1,1,5,3,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_21,CH,2023,51,157.77777777777777,Y,V3+,NA,NA,D,157.77777777777777
2,4,8,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_568,CH,2023,51,157.77777777777777,Y,V2,NA,NA,D,157.77777777777777
5,2,5,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1429,CH,2023,51,157.77777777777777,N,NA,NA,NA,D,157.77777777777777
9,2,10,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2682,CH,2023,51,157.77777777777777,Y,V2,NA,NA,D,157.77777777777777
6,3,8,4,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1792,CH,2023,51,157.77777777777777,Y,V0,NA,NA,D,157.77777777777777
5,3,4,2,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1452,CH,2023,51,157.77777777777777,N,NA,NA,NA,D,157.77777777777777
2,2,5,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_437,CH,2023,51,157.77777777777777,N,NA,NA,NA,NA,157.77777777777777
5,1,5,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1285,CH,2023,51,157.77777777777777,Y,V0,NA,NA,E,157.77777777777777
8,3,2,8,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2458,CH,2023,51,157.77777777777777,Y,V2,NA,NA,D,157.77777777777777
10,2,6,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2982,CH,2023,51,157.77777777777777,N,NA,NA,NA,D,157.77777777777777
8,1,6,3,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2262,CH,2023,51,157.77777777777777,Y,V2,NA,NA,D,157.77777777777777
8,4,12,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2556,CH,2023,52,158.35714285714286,Y,V2,NA,NA,E,158.35714285714286
1,1,4,8,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_60,CH,2023,52,158.35714285714286,Y,V0,NA,NA,D,158.35714285714286
1,4,6,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_294,CH,2023,52,158.35714285714286,N,NA,NA,NA,NA,158.35714285714286
2,3,3,7,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_531,CH,2023,52,158.35714285714286,Y,V2,NA,NA,D,158.35714285714286
7,3,1,4,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2105,CH,2023,52,158.35714285714286,Y,V1,NA,NA,D,158.35714285714286
3,2,14,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_750,CH,2023,52,158.35714285714286,Y,V2,NA,NA,D,158.35714285714286
9,3,6,7,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2774,CH,2023,52,158.35714285714286,N,NA,NA,NA,"D, FH",158.35714285714286
4,4,9,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1257,CH,2023,52,158.35714285714286,Y,V0,NA,NA,"E, FH",158.35714285714286
7,2,12,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2076,CH,2023,52,158.35714285714286,Y,V3+,NA,NA,E,158.35714285714286
2,1,7,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_367,CH,2023,52,158.35714285714286,Y,V2,NA,NA,D,158.35714285714286
5,3,4,3,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1460,CH,2023,52,158.35714285714286,N,NA,NA,NA,D,158.35714285714286
8,2,7,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2391,CH,2023,52,158.35714285714286,N,NA,NA,NA,D,158.35714285714286
10,2,3,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_3011,CH,2023,52,158.35714285714286,Y,V2,NA,NA,D,158.35714285714286
3,1,4,8,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_700,CH,2023,52,158.35714285714286,Y,V1,NA,NA,E,158.35714285714286
3,3,8,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_880,CH,2023,52,158.35714285714286,N,NA,NA,NA,D,158.35714285714286
1,2,10,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_122,CH,2023,52,158.35714285714286,Y,V3+,NA,NA,D,158.35714285714286
6,1,3,2,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1611,CH,2023,52,158.35714285714286,Y,V2,NA,NA,D,158.35714285714286
9,2,10,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2698,CH,2023,52,158.35714285714286,N,NA,NA,NA,NA,158.35714285714286
4,2,15,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1087,CH,2023,52,158.35714285714286,Y,V0,NA,NA,E,158.35714285714286
6,2,13,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1757,CH,2023,52,158.35714285714286,Y,V2,NA,NA,D,158.35714285714286
6,4,7,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1895,CH,2023,52,158.35714285714286,Y,V3,NA,NA,D,158.35714285714286
4,1,5,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1005,CH,2023,52,158.35714285714286,Y,V2,NA,NA,E,158.35714285714286
9,4,1,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2833,CH,2023,52,158.35714285714286,Y,V1,NA,NA,D,158.35714285714286
5,2,12,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1404,CH,2023,52,158.35714285714286,Y,V2,NA,NA,D,158.35714285714286
3,4,11,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_907,CH,2023,52,158.35714285714286,Y,V3+,NA,NA,E,158.35714285714286
8,1,1,8,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2297,CH,2023,52,158.35714285714286,Y,V3+,NA,NA,D,158.35714285714286
9,1,4,9,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2628,CH,2023,52,158.35714285714286,N,NA,NA,NA,D,158.35714285714286
7,4,14,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2174,CH,2023,52,158.35714285714286,Y,V2,NA,NA,"D, FH",158.35714285714286
8,3,1,2,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2409,CH,2023,53,166.8,Y,V2,NA,NA,D,166.8
5,2,5,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1413,CH,2023,53,166.8,N,NA,NA,NA,D,166.8
4,3,3,2,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1131,CH,2023,53,166.8,N,NA,NA,NA,D,166.8
8,2,9,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2345,CH,2023,53,166.8,Y,V1,NA,NA,D,166.8
2,2,10,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_442,CH,2023,53,166.8,Y,V2,NA,NA,D,166.8
4,2,8,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1048,CH,2023,53,166.8,Y,V3,NA,NA,D,166.8
9,2,14,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2670,CH,2023,53,166.8,Y,V2,NA,NA,D,166.8
7,4,16,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2192,CH,2023,53,166.8,Y,V3,NA,NA,D,166.8
3,2,5,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_725,CH,2023,53,166.8,Y,V1,NA,NA,D,166.8
7,3,1,2,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2089,CH,2023,53,166.8,Y,V2,NA,NA,D,166.8
8,1,3,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2283,CH,2023,53,166.8,Y,V3,NA,NA,E,166.8
1,1,1,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1,CH,2023,53,166.8,Y,V2,NA,NA,D,166.8
10,4,1,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_3169,CH,2023,53,166.8,N,NA,NA,NA,NA,166.8
10,2,12,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_3020,CH,2023,53,166.8,Y,V2,NA,NA,D,166.8
7,2,12,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2060,CH,2023,53,166.8,N,NA,NA,NA,NA,166.8
2,3,8,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_560,CH,2023,53,166.8,Y,V2,NA,NA,D,166.8
3,3,2,3,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_818,CH,2023,53,166.8,N,NA,NA,NA,FH,166.8
1,2,16,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_128,CH,2023,53,166.8,N,NA,NA,NA,D,166.8
5,1,4,8,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1340,CH,2023,53,166.8,N,NA,NA,NA,D,166.8
9,4,4,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2868,CH,2023,53,166.8,Y,V3,NA,NA,D,166.8
7,3,2,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2082,CH,2023,54,163.13333333333333,Y,V3,NA,NA,E,163.13333333333333
5,2,13,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1421,CH,2023,54,163.13333333333333,Y,V3+,NA,NA,D,163.13333333333333
10,4,6,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_3158,CH,2023,54,163.13333333333333,Y,V0,NA,NA,E,163.13333333333333
3,4,15,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_911,CH,2023,54,163.13333333333333,Y,V1,NA,NA,D,163.13333333333333
10,3,3,6,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_3083,CH,2023,54,163.13333333333333,N,NA,NA,NA,D,163.13333333333333
9,1,8,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2640,CH,2023,54,163.13333333333333,Y,V2,NA,NA,D,163.13333333333333
9,2,11,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2683,CH,2023,54,163.13333333333333,N,NA,NA,NA,D,163.13333333333333
2,3,6,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_558,CH,2023,54,163.13333333333333,Y,V1,NA,NA,D,163.13333333333333
5,3,2,2,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1450,CH,2023,54,163.13333333333333,N,NA,NA,NA,D,163.13333333333333
3,3,7,7,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_855,CH,2023,54,163.13333333333333,Y,V0,NA,NA,"D, FH",163.13333333333333
7,4,10,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2186,CH,2023,54,163.13333333333333,Y,V3+,NA,NA,D,163.13333333333333
3,2,8,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_744,CH,2023,54,163.13333333333333,Y,V3,NA,NA,D,163.13333333333333
8,2,2,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2386,CH,2023,54,163.13333333333333,Y,V2,NA,NA,D,163.13333333333333
6,3,5,8,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1821,CH,2023,54,163.13333333333333,Y,V1,NA,NA,D,163.13333333333333
1,3,4,4,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_188,CH,2023,54,163.13333333333333,Y,V1,NA,NA,E,163.13333333333333
9,3,1,4,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2745,CH,2023,54,163.13333333333333,Y,V2,NA,NA,D,163.13333333333333
10,4,11,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_3195,CH,2023,55,159.44444444444446,Y,V2,NA,NA,E,159.44444444444446
4,1,6,7,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1014,CH,2023,55,159.44444444444446,Y,V3,NA,NA,E,159.44444444444446
9,2,7,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2711,CH,2023,55,159.44444444444446,Y,V3,NA,NA,D,159.44444444444446
9,1,7,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2567,CH,2023,55,159.44444444444446,N,NA,NA,NA,D,159.44444444444446
5,3,4,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1516,CH,2023,55,159.44444444444446,N,NA,NA,NA,D,159.44444444444446
1,4,1,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_289,CH,2023,55,159.44444444444446,Y,V3+,NA,NA,E,159.44444444444446
7,4,15,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2175,CH,2023,55,159.44444444444446,N,NA,NA,NA,"D, FH",159.44444444444446
3,1,8,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_648,CH,2023,55,159.44444444444446,Y,V1,NA,NA,E,159.44444444444446
6,2,3,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1699,CH,2023,55,159.44444444444446,Y,V2,NA,NA,D,159.44444444444446
2,1,6,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_326,CH,2023,55,159.44444444444446,Y,V2,NA,NA,E,159.44444444444446
