"plantID","jday","live","v","length_mm","herbivory","frost_heave","notes"
"SS2023_2454",116,"Y","V1",NA,"","",""
"SS2023_2454",130,"N",NA,NA,"","",""
"SS2023_2454",144,"N",NA,NA,"","",""
"SS2023_2454",156,"N",NA,NA,"","",""
"SS2023_2455",-66,"Y","V1",56,"","",""
"SS2023_2455",116,"Y","V1",NA,"","",""
"SS2023_2455",130,"Y","V3",NA,"","",""
"SS2023_2455",144,"Y","V3+",NA,"","",""
"SS2023_2455",156,"Y","V3+",NA,"","",""
"SS2023_2456",-66,"Y","V1",48,"","",""
"SS2023_2456",116,"Y","V2",NA,"","",""
"SS2023_2456",130,"Y","V3+",NA,"","",""
"SS2023_2456",144,"Y","V3+",NA,"","",""
"SS2023_2456",156,"Y","FG",NA,"","",""
"SS2023_2457",-66,"Y","V1",52,"","",""
"SS2023_2457",116,"Y","V3",NA,"","",""
"SS2023_2457",130,"Y","V3+",NA,"","",""
"SS2023_2457",144,"Y","V3+",NA,"","",""
"SS2023_2457",156,"Y","FG",NA,"","",""
"SS2023_2458",-66,"N",NA,NA,"","",""
"SS2023_2458",116,"N",NA,NA,"","",""
"SS2023_2458",130,"N",NA,NA,"","",""
"SS2023_2458",144,"N",NA,NA,"","",""
"SS2023_2458",156,"N",NA,NA,"","",""
"SS2023_2459",-66,"Y","V1",3,"Y","",""
"SS2023_2459",116,"N",NA,NA,"","",""
"SS2023_2459",130,"N",NA,NA,"","",""
"SS2023_2459",144,"N",NA,NA,"","",""
"SS2023_2459",156,"N",NA,NA,"","",""
"SS2023_246",-68,"Y","V1",48,"","",""
"SS2023_246",114,"Y","V2",NA,"","",""
"SS2023_246",129,"Y","V3+",NA,"Y","",""
"SS2023_246",144,"Y","V3+",NA,"","","DYING"
"SS2023_246",156,"Y",NA,NA,"","","confirm not present"
"SS2023_2460",-66,"Y","V1",22,"Y","",""
"SS2023_2460",116,"Y","V1",NA,"","",""
"SS2023_2460",130,"N","V1",NA,"","",""
"SS2023_2460",144,"N",NA,NA,"","",""
"SS2023_2460",156,"N",NA,NA,"","",""
"SS2023_2461",-66,"N",NA,NA,"","",""
"SS2023_2461",116,"N",NA,NA,"","",""
"SS2023_2461",130,"N",NA,NA,"","",""
"SS2023_2461",144,"N",NA,NA,"","",""
"SS2023_2461",156,"N",NA,NA,"","",""
"SS2023_2462",-66,"Y","V1",46,"","",""
"SS2023_2462",116,"Y","V2",NA,"","",""
"SS2023_2462",130,"Y","V3+",NA,"","",""
"SS2023_2462",144,"Y","BS",NA,"","",""
"SS2023_2462",156,"Y","FG",NA,"","",""
"SS2023_2463",-66,"Y","V1",43,"","",""
"SS2023_2463",116,"N","V1",NA,"","Y",""
"SS2023_2463",130,"N",NA,NA,"","",""
"SS2023_2463",144,"N",NA,NA,"","",""
"SS2023_2463",156,"N",NA,NA,"","",""
"SS2023_2464",-66,"N",NA,NA,"","",""
"SS2023_2464",116,"N",NA,NA,"","",""
"SS2023_2464",130,"N",NA,NA,"","",""
"SS2023_2464",144,"N",NA,NA,"","",""
"SS2023_2464",156,"N",NA,NA,"","",""
"SS2023_2465",-66,"Y","V1",53,"","",""
"SS2023_2465",116,"Y","V2",NA,"","",""
"SS2023_2465",130,"Y","V3+",NA,"","",""
"SS2023_2465",144,"Y","V3+",NA,"","",""
"SS2023_2465",156,"Y","FG",NA,"","",""
"SS2023_2466",-66,"Y","V1",41,"","",""
"SS2023_2466",116,"Y","V1",NA,"","",""
"SS2023_2466",130,"Y","V3",NA,"","",""
"SS2023_2466",144,"Y","V3+",NA,"","",""
"SS2023_2466",156,"Y","FG",NA,"","",""
"SS2023_2467",-66,"Y","V1",38,"","",""
"SS2023_2467",116,"Y","V2",NA,"","Y",""
"SS2023_2467",130,"Y","V3",NA,"","","on top of anthill"
"SS2023_2467",144,"Y","BS",NA,"","",""
"SS2023_2467",156,"Y","FG",NA,"","",""
"SS2023_2468",-66,"N",NA,NA,"","",""
"SS2023_2468",116,"N",NA,NA,"","",""
"SS2023_2468",130,"N",NA,NA,"","",""
"SS2023_2468",144,"N",NA,NA,"","",""
"SS2023_2468",156,"N",NA,NA,"","",""
"SS2023_2469",-66,"N",NA,NA,"","",""
"SS2023_2469",116,"N",NA,NA,"","",""
"SS2023_2469",130,"N",NA,NA,"","",""
"SS2023_2469",144,"N","V1",NA,"","",""
"SS2023_2469",156,"N",NA,NA,"","",""
"SS2023_247",-68,"Y","V1",39,"","",""
"SS2023_247",114,"N","V2",NA,"","",""
"SS2023_247",129,"N","V0",NA,"","",""
"SS2023_247",144,"N",NA,NA,"","",""
"SS2023_247",156,"N",NA,NA,"","",""
"SS2023_2470",-66,"Y","V1",30,"Y","",""
"SS2023_2470",116,"Y","V1",NA,"","",""
"SS2023_2470",130,"Y","V3+",NA,"","",""
"SS2023_2470",144,"Y","V3+",NA,"","",""
"SS2023_2470",156,"Y","V3+",NA,"","",""
"SS2023_2471",-66,"Y","V1",57,"","",""
"SS2023_2471",116,"Y","V2",NA,"","",""
"SS2023_2471",130,"Y","V3+",NA,"","",""
"SS2023_2471",144,"Y","V3+",NA,"","",""
"SS2023_2471",156,"Y","FG",NA,"","",""
"SS2023_2472",-66,"Y","V1",50,"","",""
"SS2023_2472",116,"N","V0",NA,"","",""
"SS2023_2472",130,"N",NA,NA,"","",""
"SS2023_2472",144,"N",NA,NA,"","",""
"SS2023_2472",156,"N",NA,NA,"","",""
"SS2023_2473",-66,"N",NA,NA,"","",""
"SS2023_2473",116,"N",NA,NA,"","",""
"SS2023_2473",130,"N",NA,NA,"","",""
"SS2023_2473",144,"N",NA,NA,"","",""
"SS2023_2473",156,"N",NA,NA,"","",""
"SS2023_2474",-66,"Y","V0",11,"Y","",""
"SS2023_2474",116,"N",NA,NA,"","",""
"SS2023_2474",130,"N",NA,NA,"","",""
"SS2023_2474",144,"N",NA,NA,"","",""
"SS2023_2474",156,"N",NA,NA,"","",""
"SS2023_2475",-66,"Y","V1",12,"Y","",""
"SS2023_2475",116,"N","V0",NA,"","Y",""
"SS2023_2475",130,"N",NA,NA,"","",""
"SS2023_2475",144,"N",NA,NA,"","",""
"SS2023_2475",156,"N",NA,NA,"","",""
"SS2023_2476",-66,"N",NA,NA,"","",""
"SS2023_2476",116,"N",NA,NA,"","Y",""
"SS2023_2476",130,"N",NA,NA,"","",""
"SS2023_2476",144,"N",NA,NA,"","",""
"SS2023_2476",156,"N",NA,NA,"","",""
"SS2023_2477",-66,"Y","V1",45,"","",""
"SS2023_2477",116,"Y","V2",NA,"","",""
"SS2023_2477",130,"Y","V3+",NA,"","",""
"SS2023_2477",144,"Y","V3+",NA,"","",""
"SS2023_2477",156,"Y","BS",NA,"","",""
"SS2023_2478",-66,"Y","V1",35,"","",""
"SS2023_2478",116,"Y","V2",NA,"","",""
"SS2023_2478",130,"Y","V3+",NA,"","",""
"SS2023_2478",144,"Y","V3+",NA,"","",""
"SS2023_2478",156,"Y","FG",NA,"","",""
"SS2023_2479",-66,"Y","V2",51,"","",""
"SS2023_2479",116,"Y","V0",NA,"","",""
"SS2023_2479",130,"N",NA,NA,"","",""
"SS2023_2479",144,"N",NA,NA,"","",""
"SS2023_2479",156,"N",NA,NA,"","",""
"SS2023_248",-68,"Y","V1",39,"","",""
"SS2023_248",114,"Y","V2",NA,"","",""
"SS2023_248",129,"Y","V2",NA,"","",""
"SS2023_248",144,"Y","V3+",NA,"","",""
"SS2023_248",156,"Y","BS",NA,"","",""
"SS2023_2480",-66,"Y","V2",52,"","",""
"SS2023_2480",116,"Y","V2",NA,"","",""
"SS2023_2480",130,"Y","V3+",NA,"","",""
"SS2023_2480",144,"Y","V3+",NA,"","",""
"SS2023_2480",156,"Y","V3+",NA,"","",""
"SS2023_2481",-66,"Y","V1",46,"","",""
"SS2023_2481",116,"Y","V2",NA,"","",""
"SS2023_2481",130,"Y","V3+",NA,"","",""
"SS2023_2481",144,"Y","V3+",NA,"","",""
"SS2023_2481",156,"Y","FG",NA,"","",""
"SS2023_2482",-66,"Y","V1",52,"","",""
"SS2023_2482",116,"Y","V2",NA,"","",""
"SS2023_2482",130,"Y","V3",NA,"","",""
"SS2023_2482",144,"N","V0",NA,"","",""
"SS2023_2482",156,"N",NA,NA,"","",""
"SS2023_2483",-66,"Y","V1",50,"","",""
"SS2023_2483",116,"Y","V3+",NA,"","",""
"SS2023_2483",130,"Y","V3+",NA,"","",""
"SS2023_2483",144,"Y","V3+",NA,"","",""
"SS2023_2483",156,"Y","FG",NA,"","",""
"SS2023_2484",-66,"Y","V0",38,"","",""
"SS2023_2484",116,"Y","V1",NA,"","Y",""
"SS2023_2484",130,"Y","V1",NA,"","",""
"SS2023_2484",144,"Y","V3+",NA,"Y","",""
"SS2023_2484",156,"Y","BS",NA,"Y","",""
"SS2023_2485",-66,"Y","V0",19,"","",""
"SS2023_2485",116,"Y","V1",NA,"","",""
"SS2023_2485",130,"Y","V2",NA,"Y","",""
"SS2023_2485",144,"Y","V3+",NA,"","",""
"SS2023_2485",156,"Y","FG",NA,"","",""
"SS2023_2486",-66,"Y","V1",60,"","",""
"SS2023_2486",116,"Y","V2",NA,"","",""
"SS2023_2486",130,"Y","V3+",NA,"","",""
"SS2023_2486",144,"Y","BS",NA,"","",""
"SS2023_2486",156,"Y","FG",NA,"","",""
"SS2023_2487",-66,"Y","V1",54,"","",""
"SS2023_2487",116,"Y","V2",NA,"","",""
"SS2023_2487",130,"Y","V3+",NA,"","",""
"SS2023_2487",144,"Y","V3+",NA,"","",""
"SS2023_2487",156,"Y","FG",NA,"","",""
"SS2023_2488",-66,"Y","V0",26,"","",""
"SS2023_2488",116,"N",NA,NA,"","",""
"SS2023_2488",130,"Y","V1",NA,"","",""
"SS2023_2488",144,"Y","V3+",NA,"","",""
"SS2023_2488",156,"Y","FG",NA,"","",""
"SS2023_2489",-66,"Y","V0",41,"","",""
"SS2023_2489",116,"Y","V1",NA,"","",""
"SS2023_2489",130,"Y","V2",NA,"","",""
"SS2023_2489",144,"Y","V3+",NA,"","",""
"SS2023_2489",156,"Y","FG",NA,"","",""
"SS2023_249",-68,"Y","V1",47,"","",""
"SS2023_249",114,"Y","V1",NA,"","",""
"SS2023_249",129,"Y","V3+",NA,"","",""
"SS2023_249",144,"Y","V3+",NA,"","",""
"SS2023_249",156,"Y","FG",NA,"","",""
"SS2023_2490",-66,"Y","V0",35,"","",""
"SS2023_2490",116,"Y","V1",NA,"","Y",""
"SS2023_2490",130,"Y","V3+",NA,"","",""
"SS2023_2490",144,"Y","BS",NA,"","",""
"SS2023_2490",156,"Y","FG",NA,"","",""
"SS2023_2491",-66,"Y","V1",42,"","",""
"SS2023_2491",116,"Y","V2",NA,"","",""
"SS2023_2491",130,"Y","V3+",NA,"","",""
"SS2023_2491",144,"Y","V3+",NA,"","",""
"SS2023_2491",156,"Y","V3+",NA,"","",""
"SS2023_2492",-66,"Y","V0",18,"","",""
"SS2023_2492",116,"Y","V1",NA,"","",""
"SS2023_2492",130,"Y","V3",NA,"Y","",""
"SS2023_2492",144,"Y","V3+",NA,"","",""
"SS2023_2492",156,"Y","FG",NA,"","",""
"SS2023_2493",-66,"Y","V1",46,"","",""
"SS2023_2493",116,"Y","V1",NA,"","",""
"SS2023_2493",130,"Y","V3+",NA,"","",""
"SS2023_2493",144,"Y","V3+",NA,"","",""
"SS2023_2493",156,"Y","FG",NA,"","",""
"SS2023_2494",-66,"Y","V1",31,"","",""
"SS2023_2494",116,"Y","V1",NA,"","",""
"SS2023_2494",130,"Y","V3",NA,"","",""
"SS2023_2494",144,"Y","V3+",NA,"","",""
"SS2023_2494",156,"Y","FG",NA,"","",""
"SS2023_2495",-66,"Y","V1",44,"","",""
"SS2023_2495",116,"Y","V2",NA,"","",""
"SS2023_2495",130,"Y","V3+",NA,"","",""
"SS2023_2495",144,"Y","V3+",NA,"","",""
"SS2023_2495",156,"Y","FG",NA,"","",""
"SS2023_2496",-66,"Y","V0",35,"","",""
"SS2023_2496",116,"Y","V1",NA,"","",""
"SS2023_2496",130,"Y","V2",NA,"","",""
"SS2023_2496",144,"Y","V3+",NA,"","",""
"SS2023_2496",156,"Y","FG",NA,"","",""
"SS2023_2497",-66,"N",NA,NA,"","",""
"SS2023_2497",116,"N",NA,NA,"","",""
"SS2023_2497",130,"N",NA,NA,"","",""
"SS2023_2497",144,"N",NA,NA,"","",""
"SS2023_2497",156,"N",NA,NA,"","",""
"SS2023_2498",-66,"Y","V1",37,"","",""
"SS2023_2498",116,"Y","V2",NA,"","",""
"SS2023_2498",130,"Y","V3",NA,"","",""
"SS2023_2498",144,"Y","BS",NA,"","",""
"SS2023_2498",156,"Y","FG",NA,"","",""
"SS2023_2499",-66,"N",NA,NA,"","",""
"SS2023_2499",116,"N",NA,NA,"","",""
"SS2023_2499",130,"N",NA,NA,"","",""
"SS2023_2499",144,"N",NA,NA,"","",""
"SS2023_2499",156,"N",NA,NA,"","",""
"SS2023_25",-68,"N",NA,NA,"","",""
"SS2023_25",114,"N",NA,NA,"","",""
"SS2023_25",129,"N",NA,NA,"","",""
"SS2023_25",144,"N",NA,NA,"","",""
"SS2023_25",156,"N",NA,NA,"","",""
"SS2023_250",-68,"Y","V1",60,"","",""
"SS2023_250",114,"Y","V1",NA,"","",""
"SS2023_250",129,"Y","V3+",NA,"","",""
"SS2023_250",144,"Y","V3+",NA,"Y","",""
"SS2023_250",156,"Y","FG",NA,"","",""
"SS2023_2500",-66,"Y","V1",45,"","",""
"SS2023_2500",116,"Y","V2",NA,"","",""
"SS2023_2500",130,"Y","V3+",NA,"","",""
"SS2023_2500",144,"Y","V3+",NA,"","",""
"SS2023_2500",156,"Y","FG",NA,"","",""
"SS2023_2501",-66,"N",NA,NA,"","",""
"SS2023_2501",116,"N",NA,NA,"","",""
"SS2023_2501",130,"N",NA,NA,"","",""
"SS2023_2501",144,"N",NA,NA,"","",""
"SS2023_2501",156,"N",NA,NA,"","",""
"SS2023_2502",-66,"Y","V1",40,"","",""
"SS2023_2502",116,"Y","V1",NA,"","",""
"SS2023_2502",130,"Y","V3",NA,"","",""
"SS2023_2502",144,"Y","V3+",NA,"","",""
"SS2023_2502",156,"Y","FG",NA,"","",""
"SS2023_2503",-66,"Y","V2",53,"","",""
"SS2023_2503",116,"Y","V3",NA,"","",""
"SS2023_2503",130,"Y","V3+",NA,"","",""
"SS2023_2503",144,"Y","BS",NA,"","",""
"SS2023_2503",156,"Y","FG",NA,"","",""
"SS2023_2504",-66,"Y","V1",47,"","",""
"SS2023_2504",116,"Y","V2",NA,"","",""
"SS2023_2504",130,"Y","V3+",NA,"Y","",""
"SS2023_2504",144,"Y","BS",NA,"","",""
"SS2023_2504",156,"Y","FG",NA,"","",""
"SS2023_2505",-66,"N",NA,NA,"","",""
"SS2023_2505",116,"N",NA,NA,"","",""
"SS2023_2505",130,"N",NA,NA,"","",""
"SS2023_2505",144,"N",NA,NA,"","",""
"SS2023_2505",156,"N",NA,NA,"","",""
"SS2023_2506",-66,"Y","V0",19,"","",""
"SS2023_2506",116,"Y","V1",NA,"","",""
"SS2023_2506",130,"Y","V2",NA,"","",""
"SS2023_2506",144,"Y","V3",NA,"","",""
"SS2023_2506",156,"Y","V3+",NA,"","",""
"SS2023_2507",-66,"N",NA,NA,"","",""
"SS2023_2507",116,"N",NA,NA,"","",""
"SS2023_2507",130,"N",NA,NA,"","",""
"SS2023_2507",144,"N",NA,NA,"","",""
"SS2023_2507",156,"N",NA,NA,"","",""
"SS2023_2508",-66,"Y","V1",54,"","",""
"SS2023_2508",116,"Y","V2",NA,"","",""
"SS2023_2508",130,"Y","V3+",NA,"","",""
"SS2023_2508",144,"Y","V3+",NA,"","",""
"SS2023_2508",156,"Y","V3+",NA,"","",""
"SS2023_2509",-66,"Y","V0",46,"","",""
"SS2023_2509",116,"Y","V1",NA,"","",""
"SS2023_2509",130,"Y","V3+",NA,"Y","",""
"SS2023_2509",144,"Y","V3+",NA,"","",""
"SS2023_2509",156,"Y","FG",NA,"","",""
"SS2023_251",-68,"Y","V1",49,"","",""
"SS2023_251",114,"Y","V2",NA,"","",""
"SS2023_251",129,"Y","V2",NA,"","",""
"SS2023_251",144,"Y","V3+",NA,"","",""
"SS2023_251",156,"Y","FG",NA,"","",""
"SS2023_2510",-66,"Y","V1",51,"","",""
"SS2023_2510",116,"Y","V2",NA,"","",""
"SS2023_2510",130,"Y","V3+",NA,"Y","",""
"SS2023_2510",144,"Y","V3+",NA,"","",""
"SS2023_2510",156,"Y","FG",NA,"","",""
"SS2023_2511",-66,"Y","V1",34,"","",""
"SS2023_2511",116,"Y","V2",NA,"","",""
"SS2023_2511",130,"Y","V3+",NA,"Y","",""
"SS2023_2511",144,"Y","V3+",NA,"","",""
"SS2023_2511",156,"Y","FG",NA,"","",""
"SS2023_2512",-66,"N",NA,NA,"","",""
"SS2023_2512",116,"N",NA,NA,"","Y",""
"SS2023_2512",130,"N",NA,NA,"","",""
"SS2023_2512",144,"N",NA,NA,"","",""
"SS2023_2512",156,"N",NA,NA,"","",""
"SS2023_2513",-66,"Y","V1",37,"","",""
"SS2023_2513",116,"N",NA,NA,"","",""
"SS2023_2513",130,"N",NA,NA,"","",""
"SS2023_2513",144,"N",NA,NA,"","",""
"SS2023_2513",156,"N",NA,NA,"","",""
"SS2023_2514",-66,"Y","V1",35,"","",""
"SS2023_2514",116,"Y","V3",NA,"","",""
"SS2023_2514",130,"Y","V3+",NA,"","",""
"SS2023_2514",144,"Y","BS",NA,"","",""
"SS2023_2514",156,"Y","FG",NA,"","",""
"SS2023_2515",-66,"Y","V0",13,"","",""
"SS2023_2515",116,"Y","V1",NA,"","",""
"SS2023_2515",130,"Y","V2",NA,"","",""
"SS2023_2515",144,"Y","V3+",NA,"","",""
"SS2023_2515",156,"Y","BS",NA,"","",""
"SS2023_2516",-66,"Y","V1",47,"","",""
"SS2023_2516",116,"Y","V2",NA,"","",""
"SS2023_2516",130,"Y","V3+",NA,"","",""
"SS2023_2516",144,"Y","V3+",NA,"","",""
"SS2023_2516",156,"Y","FG",NA,"","",""
"SS2023_2517",-66,"N",NA,NA,"","",""
"SS2023_2517",116,"N",NA,NA,"","Y",""
"SS2023_2517",130,"N",NA,NA,"","",""
"SS2023_2517",144,"N",NA,NA,"","",""
"SS2023_2517",156,"N",NA,NA,"","",""
"SS2023_2518",-66,"Y","V1",49,"","",""
"SS2023_2518",116,"Y","V2",NA,"","Y",""
"SS2023_2518",130,"Y","V3",NA,"","",""
"SS2023_2518",144,"Y","BS",NA,"","",""
"SS2023_2518",156,"Y","FG",NA,"","",""
"SS2023_2519",-66,"Y","V1",69,"","",""
"SS2023_2519",116,"Y","V2",NA,"","",""
"SS2023_2519",130,"Y","V3",NA,"","",""
"SS2023_2519",144,"Y","BS",NA,"","",""
"SS2023_2519",156,"Y","FG",NA,"","",""
"SS2023_252",-68,"Y","V1",31,"","",""
"SS2023_252",114,"Y","V2",NA,"","",""
"SS2023_252",129,"Y","V2",NA,"","",""
"SS2023_252",144,"Y","V3+",NA,"","",""
"SS2023_252",156,"Y","FG",NA,"","",""
"SS2023_2520",-66,"Y","V1",41,"","",""
"SS2023_2520",116,"Y","V2",NA,"","",""
"SS2023_2520",130,"Y","V3+",NA,"","",""
"SS2023_2520",144,"Y","V3+",NA,"","",""
"SS2023_2520",156,"Y","FG",NA,"","",""
"SS2023_2521",-66,"Y","V1",47,"","",""
"SS2023_2521",116,"N",NA,NA,"","",""
"SS2023_2521",130,"N",NA,NA,"","",""
"SS2023_2521",144,"N",NA,NA,"","",""
"SS2023_2521",156,"N",NA,NA,"","",""
"SS2023_2522",-66,"Y","V2",63,"","",""
"SS2023_2522",116,"Y","V2",NA,"","",""
"SS2023_2522",130,"Y","V3+",NA,"Y","",""
"SS2023_2522",144,"Y","BS",NA,"","",""
"SS2023_2522",156,"Y","FG",NA,"","",""
"SS2023_2523",-66,"Y","V1",42,"","",""
"SS2023_2523",116,"Y","V2",NA,"","",""
"SS2023_2523",130,"Y","V3+",NA,"","",""
"SS2023_2523",144,"Y","V3+",NA,"","",""
"SS2023_2523",156,"Y","BS",NA,"","",""
"SS2023_2524",-66,"Y","V1",50,"","",""
"SS2023_2524",116,"Y","V2",NA,"","Y",""
"SS2023_2524",130,"Y","V3+",NA,"","",""
"SS2023_2524",144,"Y","V3+",NA,"","",""
"SS2023_2524",156,"Y","FG",NA,"","",""
"SS2023_2525",-66,"Y","V1",58,"","",""
"SS2023_2525",116,"Y","V2",NA,"","",""
"SS2023_2525",130,"Y","V3+",NA,"","",""
"SS2023_2525",144,"Y","V3+",NA,"","",""
"SS2023_2525",156,"Y","V3+",NA,"","",""
"SS2023_2526",-66,"Y","V1",60,"","",""
"SS2023_2526",116,"Y","V1",NA,"","",""
"SS2023_2526",130,"Y","V2",NA,"","",""
"SS2023_2526",144,"Y","V3+",NA,"","",""
"SS2023_2526",156,"Y","FG",NA,"","",""
"SS2023_2527",-66,"Y","V1",57,"","",""
"SS2023_2527",116,"Y","V1",NA,"","",""
"SS2023_2527",130,"Y","V3+",NA,"","",""
"SS2023_2527",144,"Y","V3+",NA,"","",""
"SS2023_2527",156,"Y","FG",NA,"","",""
"SS2023_2528",-66,"Y","V1",58,"","",""
"SS2023_2528",116,"Y","V2",NA,"","",""
"SS2023_2528",130,"Y","V3+",NA,"","",""
"SS2023_2528",144,"Y","V3+",NA,"","",""
"SS2023_2528",156,"Y","FG",NA,"","",""
"SS2023_2529",-66,"Y","V1",57,"","",""
"SS2023_2529",116,"Y","V2",NA,"","",""
"SS2023_2529",130,"Y","V3+",NA,"","",""
"SS2023_2529",144,"Y","V3+",NA,"","",""
"SS2023_2529",156,"Y","FG",NA,"","",""
"SS2023_253",-68,"Y","V1",42,"","",""
"SS2023_253",114,"Y","V1",NA,"","",""
"SS2023_253",129,"Y","V1",NA,"","","DYING"
"SS2023_253",144,"N",NA,NA,"","",""
"SS2023_253",156,"N",NA,NA,"","",""
"SS2023_2530",-66,"Y","V1",54,"","",""
"SS2023_2530",116,"Y","V2",NA,"","",""
"SS2023_2530",130,"Y","V3",NA,"","",""
"SS2023_2530",144,"Y","V3+",NA,"","",""
"SS2023_2530",156,"Y","FG",NA,"","",""
"SS2023_2531",-66,"Y","V1",62,"","",""
"SS2023_2531",116,"Y","V2",NA,"","",""
"SS2023_2531",130,"Y","V3+",NA,"","",""
"SS2023_2531",144,"Y","V3+",NA,"","",""
"SS2023_2531",156,"Y","FG",NA,"","",""
"SS2023_2532",-66,"N",NA,NA,"","",""
"SS2023_2532",116,"N",NA,NA,"","",""
"SS2023_2532",130,"N",NA,NA,"","",""
"SS2023_2532",144,"N",NA,NA,"","",""
"SS2023_2532",156,"N",NA,NA,"","",""
"SS2023_2533",-66,"Y","V1",55,"","",""
"SS2023_2533",116,"Y","V2",NA,"","",""
"SS2023_2533",130,"Y","V3+",NA,"","",""
"SS2023_2533",144,"Y","V3+",NA,"","",""
"SS2023_2533",156,"Y","FG",NA,"","",""
"SS2023_2534",-66,"Y","V1",50,"","",""
"SS2023_2534",116,"Y","V2",NA,"","",""
"SS2023_2534",130,"Y","V3+",NA,"","",""
"SS2023_2534",144,"Y","V3+",NA,"","",""
"SS2023_2534",156,"Y","FG",NA,"","",""
"SS2023_2535",-66,"Y","V1",50,"","",""
"SS2023_2535",116,"Y","V1",NA,"","","DYING"
"SS2023_2535",130,"N",NA,NA,"","",""
"SS2023_2535",144,"N",NA,NA,"","",""
"SS2023_2535",156,"N",NA,NA,"","",""
"SS2023_2536",-66,"Y","V1",50,"","",""
"SS2023_2536",116,"Y","V1",NA,"","",""
"SS2023_2536",130,"Y","V1",NA,"","","DYING"
"SS2023_2536",144,"Y","V1",NA,"","","DYING"
"SS2023_2536",156,"N",NA,NA,"","",""
"SS2023_2537",-66,"Y","V1",59,"","",""
"SS2023_2537",116,"Y","V2",NA,"","",""
"SS2023_2537",130,"Y","V3+",NA,"Y","",""
"SS2023_2537",144,"Y","V3+",NA,"","",""
"SS2023_2537",156,"Y","FG",NA,"","",""
"SS2023_2538",-66,"Y","V1",46,"","",""
"SS2023_2538",116,"Y","V1",NA,"","",""
"SS2023_2538",130,"Y","V3+",NA,"","",""
"SS2023_2538",144,"Y","V3+",NA,"","",""
"SS2023_2538",156,"Y","V3+",NA,"Y","",""
"SS2023_2539",-66,"Y","V1",55,"","",""
"SS2023_2539",116,"Y","V1",NA,"","",""
"SS2023_2539",130,"Y","V2",NA,"","","DYING"
"SS2023_2539",144,"Y","V2",NA,"","","DYING"
"SS2023_2539",156,"N","V2",NA,"","",""
"SS2023_254",-68,"Y","V1",45,"","",""
"SS2023_254",114,"Y","V1",NA,"","",""
"SS2023_254",129,"Y","V2",NA,"","",""
"SS2023_254",144,"Y","V3+",NA,"","",""
"SS2023_254",156,"Y","FG",NA,"","",""
"SS2023_2540",-66,"Y","V1",49,"","",""
"SS2023_2540",116,"Y","V1",NA,"","Y",""
"SS2023_2540",130,"Y","V3+",NA,"","",""
"SS2023_2540",144,"Y","BS",NA,"","",""
"SS2023_2540",156,"Y","FG",NA,"","",""
"SS2023_2541",-66,"Y","V1",46,"","",""
"SS2023_2541",116,"Y","V2",NA,"","",""
"SS2023_2541",130,"Y","V3+",NA,"","",""
"SS2023_2541",144,"Y","V3+",NA,"","",""
"SS2023_2541",156,"Y","FG",NA,"","",""
"SS2023_2542",-66,"N",NA,NA,"","",""
"SS2023_2542",116,"N",NA,NA,"","Y",""
"SS2023_2542",130,"N",NA,NA,"","",""
"SS2023_2542",144,"N",NA,NA,"","",""
"SS2023_2542",156,"N",NA,NA,"","",""
"SS2023_2543",-66,"Y","V1",56,"","",""
"SS2023_2543",116,"Y","V2",NA,"","",""
"SS2023_2543",130,"Y","V3+",NA,"","",""
"SS2023_2543",144,"Y","V3+",NA,"","",""
"SS2023_2543",156,"Y","V3+",NA,"","",""
"SS2023_2544",-66,"Y","V1",44,"","",""
"SS2023_2544",116,"Y","V2",NA,"","",""
"SS2023_2544",130,"Y","V3+",NA,"Y","",""
"SS2023_2544",144,"Y","BS",NA,"","",""
"SS2023_2544",156,"Y","FG",NA,"","",""
"SS2023_2545",-66,"Y","V1",57,"","",""
"SS2023_2545",116,"Y","V2",NA,"","",""
"SS2023_2545",130,"Y","V3+",NA,"Y","",""
"SS2023_2545",144,"Y","V3+",NA,"","",""
"SS2023_2545",156,"Y","FG",NA,"","",""
"SS2023_2546",-66,"Y","V1",59,"","",""
"SS2023_2546",116,"Y","V2",NA,"","",""
"SS2023_2546",130,"Y","V3+",NA,"","",""
"SS2023_2546",144,"Y","V3+",NA,"","",""
"SS2023_2546",156,"Y","V3+",NA,"","",""
"SS2023_2547",-66,"Y","V1",42,"","",""
"SS2023_2547",116,"Y","V2",NA,"","Y",""
"SS2023_2547",130,"Y","V3+",NA,"Y","",""
"SS2023_2547",144,"Y","BS",NA,"","",""
"SS2023_2547",156,"Y","FG",NA,"","",""
"SS2023_2548",-66,"Y","V1",45,"","",""
"SS2023_2548",116,"Y","V2",NA,"","",""
"SS2023_2548",130,"Y","V3+",NA,"","",""
"SS2023_2548",144,"Y","V3+",NA,"","",""
"SS2023_2548",156,"Y","FG",NA,"","",""
"SS2023_2549",-66,"Y","V1",53,"","",""
"SS2023_2549",116,"Y","V1",NA,"","",""
"SS2023_2549",130,"Y","V3",NA,"","",""
"SS2023_2549",144,"Y","V3+",NA,"","",""
"SS2023_2549",156,"Y","FG",NA,"","",""
"SS2023_255",-68,"Y","V1",40,"","",""
"SS2023_255",114,"Y","V2",NA,"","",""
"SS2023_255",129,"Y","V3",NA,"","",""
"SS2023_255",144,"Y","V3+",NA,"","",""
"SS2023_255",156,"Y","V3+",NA,"","",""
"SS2023_2550",-66,"Y","V1",66,"","",""
