SiteCode,Date,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Species,Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,5.4,Rock,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,5.4,Early successional biocrust,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,5.2,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,5.2,Pleuraphis jamesii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,5.2,Litter,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,5.2,Bare,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,5,Bromus tectorum,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,5,Litter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,5,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,5,Late successional biocrust,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,5,Rock,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,5,Early successional biocrust,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.8,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.8,Rock,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.8,Animal Scat,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.8,Late successional biocrust,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.8,Litter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.8,Early successional biocrust,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.6,Litter,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.6,Animal Scat,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.6,Rock,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.6,Late successional biocrust,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.6,Early successional biocrust,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.4,Bromus tectorum,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.4,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.4,Litter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.4,Late successional biocrust,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.4,Early successional biocrust,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.2,Rock,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.2,Litter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.2,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.2,Late successional biocrust,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4.2,Early successional biocrust,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4,Rock,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4,Bromus tectorum,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4,Bromus tectorum,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4,Litter,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4,Late successional biocrust,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,W,removal,4,Bare,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2,Pleuraphis jamesii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2,Late successional biocrust,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2,Early successional biocrust,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2.2,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2.2,Litter,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2.2,Rock,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2.4,Bromus tectorum,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2.4,Late successional biocrust,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2.4,Early successional biocrust,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2.4,Litter,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2.6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2.6,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2.6,Rock,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2.6,Litter,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2.8,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2.8,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2.8,Litter,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,2.8,Early successional biocrust,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3,Rock,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3,Late successional biocrust,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3,Litter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3,Early successional biocrust,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.2,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.2,Late successional biocrust,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.2,Litter,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.2,Early successional biocrust,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.4,Animal Scat,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.4,Late successional biocrust,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.4,Litter,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.4,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.4,Early successional biocrust,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.6,Rock,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.6,Litter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.6,Late successional biocrust,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.6,Early successional biocrust,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.8,Litter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.8,Rock,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.8,Late successional biocrust,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,3.8,Early successional biocrust,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,4,Rock,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,4,Litter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,4,Early successional biocrust,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,4.2,Litter,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,4.2,Early successional biocrust,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,4.2,Rock,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,4.4,Late successional biocrust,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,4.4,Rock,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,4.4,Litter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,4.4,Early successional biocrust,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,4.6,Rock,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,4.6,Early successional biocrust,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,4.8,Rock,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,4.8,Litter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,4.8,Early successional biocrust,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,5,Early successional biocrust,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,5,Litter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,5,Rock,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,5.2,Early successional biocrust,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,5.2,Rock,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,5.2,Litter,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,5.4,Early successional biocrust,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,5.4,Rock,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,5.4,Litter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,5.6,Early successional biocrust,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,5.6,Rock,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,5.6,Litter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,5.8,Early successional biocrust,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,5.8,Rock,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,5.8,Litter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6,Early successional biocrust,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6,Late successional biocrust,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6,Rock,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6,Litter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6.2,Early successional biocrust,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6.2,Rock,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6.2,Late successional biocrust,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6.2,Litter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6.4,Early successional biocrust,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6.4,Litter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6.4,Rock,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6.4,Late successional biocrust,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6.6,Early successional biocrust,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6.6,Late successional biocrust,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6.6,Litter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6.6,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6.8,Early successional biocrust,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6.8,Litter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6.8,Rock,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,6.8,Late successional biocrust,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,7,Early successional biocrust,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,7,Rock,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,7,Late successional biocrust,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,7,Litter,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,S,removal,7,Bromus tectorum,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.2,Pleuraphis jamesii,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.2,Pleuraphis jamesii,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.2,Rock,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.2,Late successional biocrust,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.2,Early successional biocrust,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.2,Litter,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.4,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.4,Pleuraphis jamesii,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.4,Pleuraphis jamesii,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.4,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.4,Late successional biocrust,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.4,Litter,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.6,Rock,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.6,Late successional biocrust,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.6,Pleuraphis jamesii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.6,Pleuraphis jamesii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.8,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.8,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.8,Pleuraphis jamesii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.8,Pleuraphis jamesii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.8,Early successional biocrust,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.8,Late successional biocrust,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,0.8,Litter,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1,Early successional biocrust,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1,Late successional biocrust,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1,Litter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.2,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.2,Litter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.2,Early successional biocrust,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.2,Late successional biocrust,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.4,Bromus tectorum,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.4,Bromus tectorum,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.4,Litter,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.4,Early successional biocrust,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.4,Late successional biocrust,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.6,Bromus tectorum,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.6,Bromus tectorum,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.6,Litter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.6,Early successional biocrust,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.6,Late successional biocrust,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.8,Bromus tectorum,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.8,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.8,Pleuraphis jamesii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.8,Late successional biocrust,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,1.8,Early successional biocrust,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2,Pleuraphis jamesii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2,Pleuraphis jamesii,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2,Late successional biocrust,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2,Litter,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2,Early successional biocrust,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.2,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.2,Litter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.2,Rock,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.2,Late successional biocrust,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.2,Early successional biocrust,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.4,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.4,Bromus tectorum,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.4,Litter,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.4,Early successional biocrust,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.4,Late successional biocrust,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.6,Rock,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.6,Pleuraphis jamesii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.6,Pleuraphis jamesii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.6,Bromus tectorum,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.6,Litter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.6,Late successional biocrust,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.8,Pleuraphis jamesii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.8,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.8,Litter,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.8,Rock,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,2.8,Late successional biocrust,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3,Pleuraphis jamesii,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3,Pleuraphis jamesii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3,Rock,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3,Early successional biocrust,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3,Litter,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3,Late successional biocrust,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.2,Pleuraphis jamesii,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.2,Litter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.2,Rock,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.2,Early successional biocrust,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.2,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.2,Late successional biocrust,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.4,Pleuraphis jamesii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.4,Pleuraphis jamesii,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.4,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.4,Litter,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.4,Late successional biocrust,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.6,Rock,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.6,Pleuraphis jamesii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.6,Pleuraphis jamesii,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.6,Bromus tectorum,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.6,Litter,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.6,Late successional biocrust,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.8,Rock,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.8,Pleuraphis jamesii,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.8,Pleuraphis jamesii,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.8,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CastValley,5/11/2021,E,control,3.8,Litter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
