SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Planting date,Emergence census date,Emerged (Y or No),BRTE neighbors ,Emergence census 2 date,Emerged (Y or No),Final census date,Seeds (Y or No),Seeds produced,Total plant dry mass (g),Litter depth,Notes (Herbivore damage? Disease?),
FtK_Lone_Pine,W,removal,6.6,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,6.8,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,7,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
SymstadS1,S,control,0.2,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,0.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Green leaf dessicated, broken off Oct 2, plant gone Oct 30",
SymstadS1,S,control,0.6,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Pick dislodged, no plant (Oct 2)",
SymstadS1,S,control,0.8,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,1.0,8/28/2020,9/25/2020,N,0,11/13/2020,Y,6/28/2021,Y,1,0.002,,"Infected with smut, 1 unfilled seed",
SymstadS1,S,control,1.2,8/28/2020,9/25/2020,N,0,10/2/2020,Y,6/28/2021,N,0,0.000,,Gone Oct 9,
SymstadS1,S,control,1.4,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,1.6,8/28/2020,9/25/2020,N,0,10/2/2020,Y,6/28/2021,N,0,0.000,,Gone Oct 30,
SymstadS1,S,control,1.8,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,2.0,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,26,0.021,,15 unfilled seeds,
SymstadS1,S,control,2.2,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Crumpled when emerged, blade on ground Oct 9, gone Oct 30",
SymstadS1,S,control,2.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,Gone Oct 2,
SymstadS1,S,control,2.6,8/28/2020,9/25/2020,N,0,12/22/2020,Y,6/28/2021,Y,13,0.012,,6 unfilled,
SymstadS1,S,control,2.8,8/28/2020,9/25/2020,N,0,N/A,Y,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,3.0,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,Y,11,0.021,,"4 empty glumes, 3 unfilled",
SymstadS1,S,control,3.2,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Shriveled on Mar 27, gone on Jun 28",
SymstadS1,S,control,3.4,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,3.6,8/28/2020,9/25/2020,N,0,10/6/2020,Y,6/28/2021,N,0,0.000,,"Withered and brown Nov 13, Gone Dec 22",
SymstadS1,S,control,3.8,8/28/2020,9/25/2020,N,0,10/2/2020,Y,6/28/2021,N,0,0.000,,"Withered and brown Nov 13, Gone Mar 27",
SymstadS1,S,control,4.0,8/28/2020,9/25/2020,N,0,10/30/2020,Y,6/28/2021,N,0,0.000,,Gone Nov 13,
SymstadS1,S,control,4.2,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,4.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Shriveled Oct 30, gone Dec 22",
SymstadS1,S,control,4.6,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Partly brown Oct 30, mostly shriveled Nov 13, gone Mar 27",
SymstadS1,S,control,4.8,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,Y,19,0.012,,"All infected with smut, 19 unfilled",
SymstadS1,S,control,5.0,8/28/2020,9/25/2020,N,0,10/30/2020,Y,6/28/2021,Y,12,0.011,,6 unfilled,
SymstadS1,S,control,5.2,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,5.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Mar 27",
SymstadS1,S,control,5.6,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,5.8,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Nov 13, gone Jun 28",
SymstadS1,S,control,6.0,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,6.2,8/28/2020,9/25/2020,N,0,3/27/2021,Y,6/28/2021,Y,1,0.003,,,
SymstadS1,S,control,6.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Nov 13",
SymstadS1,S,control,6.6,8/28/2020,9/25/2020,N,0,11/13/2020,Y,6/28/2021,N,0,0.000,,"Brown Dec 22, Gone Mar 27",
SymstadS1,S,control,6.8,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,7.0,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,Y,2,0.010,,,
SymstadS1,S,control,7.2,8/28/2020,9/25/2020,N,0,11/13/2020,Y,6/28/2021,N,0,0.000,,Gone Dec 22,
SymstadS1,S,control,7.4,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,7.6,8/28/2020,9/25/2020,N,0,3/27/2021,Y,6/28/2021,N,0,0.004,,2 empty glumes,
SymstadS1,S,control,7.8,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,8.0,8/28/2020,9/25/2020,N,0,12/22/2020,Y,6/28/2021,N,0,0.000,,Unsure if emerged; gone Mar 27,
SymstadS1,S,control,8.2,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Nov 13",
SymstadS1,S,control,8.4,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,8.6,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,8.8,8/28/2020,9/25/2020,N,0,12/22/2020,Y,6/28/2021,N,0,0.000,,Gone Mar 27,
SymstadS1,S,control,9.0,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,9.2,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,9.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Dec 22",
SymstadS1,S,control,9.6,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,9.8,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,S,control,10.0,8/28/2020,9/25/2020,N,0,11/13/2020,Y,6/28/2021,Y,14,0.013,,5 unfilled,
SymstadS1,E,control,0.2,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,0.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Mar 27",
SymstadS1,E,control,0.6,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,0.8,8/28/2020,9/25/2020,N,0,10/2/2020,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Mar 27",
SymstadS1,E,control,1.0,8/28/2020,9/25/2020,N,0,10/30/2020,Y,6/28/2021,N,0,0.000,,Gone Nov 13,
SymstadS1,E,control,1.2,8/28/2020,9/25/2020,N,0,10/30/2020,Y,6/28/2021,N,0,0.000,,Gone Nov 13,
SymstadS1,E,control,1.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Mar 27",
SymstadS1,E,control,1.6,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,1.8,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,2.0,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,Y,15,0.026,,8 unfilled,
SymstadS1,E,control,2.2,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,2.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Tip brown Nov 13, gone Dec 22",
SymstadS1,E,control,2.6,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Nov 13",
SymstadS1,E,control,2.8,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,3.0,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Jun 28",
SymstadS1,E,control,3.2,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,3.4,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,3.6,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,3.8,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Dec 22",
SymstadS1,E,control,4.0,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Dec 22",
SymstadS1,E,control,4.2,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,4.4,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,4.6,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.001,,1 empty glume,
SymstadS1,E,control,4.8,8/28/2020,9/25/2020,N,0,10/2/2020,Y,6/28/2021,N,0,0.000,,"Pick dislodged and replaced Oct 30, plant gone Nov 13",
SymstadS1,E,control,5.0,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Jun 28",
SymstadS1,E,control,5.2,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,5.4,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,5.6,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 11, gone Oct 30",
SymstadS1,E,control,5.8,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Nov 13",
SymstadS1,E,control,6.0,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Crumpled Oct 11, brown Oct 30, gone Dec 22",
SymstadS1,E,control,6.2,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Pick dislodged and replaced Oct 30, plant gone Nov 13",
SymstadS1,E,control,6.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Droopy Oct 2, brown Oct 30, gone Nov 13",
SymstadS1,E,control,6.6,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Dec 22",
SymstadS1,E,control,6.8,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,Gone Nov 13,
SymstadS1,E,control,7.0,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Nov 13",
SymstadS1,E,control,7.2,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,7.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Crumpled Oct 2, gone Oct 30",
SymstadS1,E,control,7.6,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Nov 13",
SymstadS1,E,control,7.8,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,8.0,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Nov 13: After shrinking from 4.5 cm length on Oct 2 to 1.9 cm length Oct 30, possibly gone (difficult to distinguish from other emergents); no BRTE present on harvest date",
SymstadS1,E,control,8.2,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,8.4,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,8.6,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Mar 27",
SymstadS1,E,control,8.8,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Nov 13",
SymstadS1,E,control,9.0,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Nov 13",
SymstadS1,E,control,9.2,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,9.4,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,E,control,9.6,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,Unsure if planted seed emerged because difficult to distinguish from dense BRJA seedlings. No BRTE on harvest date.,
SymstadS1,E,control,9.8,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Nov 13",
SymstadS1,E,control,10.0,8/28/2020,9/25/2020,N,0,10/11/2020,Y,6/28/2021,Y,140,0.263,,62 unfilled,
SymstadS1,N,removal,2.2,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 2, gone Oct 30",
SymstadS1,N,removal,2.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,Y,81,0.089,,41 unfilled,
SymstadS1,N,removal,2.6,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,Pick dislodged Oct 30,
SymstadS1,N,removal,2.8,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,Gone Oct 9,
SymstadS1,N,removal,3.0,8/28/2020,9/25/2020,N,0,10/2/2020,Y,6/28/2021,N,0,0.000,,"Pick dislodged, replaced Oct 2. Brown Oct 9, gone Oct 30.",
SymstadS1,N,removal,3.2,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Dec 22",
SymstadS1,N,removal,3.4,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,N,removal,3.6,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,Gone Oct 9,
SymstadS1,N,removal,3.8,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,Y,428,0.478,,196 unfilled,
SymstadS1,N,removal,4.0,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Purple Oct 30, gone Nov 13",
SymstadS1,N,removal,4.2,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Nov 13",
SymstadS1,N,removal,4.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,Gone Oct 2,
SymstadS1,N,removal,4.6,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,N,removal,4.8,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,Y,272,0.293,,146 unfilled,
SymstadS1,N,removal,5.0,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,Pick dislodged Dec 22,
SymstadS1,N,removal,5.2,8/28/2020,9/25/2020,N,0,11/13/2020,Y,6/28/2021,Y,115,0.123,,59 unfilled,
SymstadS1,N,removal,5.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,Y,164,0.217,,85 unfilled,
SymstadS1,N,removal,5.6,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,N,removal,5.8,8/28/2020,9/25/2020,N,0,10/30/2020,Y,6/28/2021,N,0,0.000,,"Partly withered Dec 22, gone Jun 28",
SymstadS1,N,removal,6.0,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,N,removal,6.2,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,Gone Oct 9,
SymstadS1,N,removal,6.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Pick dislodged Oct 30, stopped tracking",
SymstadS1,N,removal,6.6,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Brown Oct 30, gone Dec 22",
SymstadS1,N,removal,6.8,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,N,removal,7.0,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,W,removal,2.2,8/28/2020,9/25/2020,N,0,11/13/2020,Y,6/28/2021,N,0,0.000,,Seed detached from pick. Picks heaved w/ frost on 10/30 or later. Gone Jun 28,
SymstadS1,W,removal,2.4,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,W,removal,2.6,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,W,removal,2.8,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,Gone Oct 30,
SymstadS1,W,removal,3.0,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,Y,78,0.068,,41 unfilled,
SymstadS1,W,removal,3.2,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Seed detached from pick. Picks heaved w/ frost on 10/30 or later. Brown Dec 22, gone Mar 27.",
SymstadS1,W,removal,3.4,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,W,removal,3.6,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,Y,217,0.215,,116 unfilled,
SymstadS1,W,removal,3.8,8/28/2020,9/25/2020,N,0,3/27/2021,Y,6/28/2021,Y,181,0.184,,101 unfilled,
SymstadS1,W,removal,4.0,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,W,removal,4.2,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,Y,6,0.006,,"1 empty glume, 2 unfilled",
SymstadS1,W,removal,4.4,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,W,removal,4.6,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,Gone Oct 30,
SymstadS1,W,removal,4.8,8/28/2020,9/25/2020,N,0,11/13/2020,Y,6/28/2021,N,0,0.000,,"Not sure planted seed.  Brown Mar 27, gone Jun 28",
SymstadS1,W,removal,5.0,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,Y,1,0.034,,Seeds Infected with smut: 13,
SymstadS1,W,removal,5.2,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Dislodged Dec 22, stopped tracking",
SymstadS1,W,removal,5.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,Y,354,0.429,,194 unfilled,
SymstadS1,W,removal,5.6,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,W,removal,5.8,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,Gone Jun 28,
SymstadS1,W,removal,6.0,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,"Dessicated Oct 2. Pick lying on ground Oct 11, replaced. Plant gone Oct 30.",
SymstadS1,W,removal,6.2,8/28/2020,9/25/2020,Y,0,Never emerged,N,6/28/2021,N,0,0.000,,Gone Oct 30,
SymstadS1,W,removal,6.4,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,Y,270,0.456,,128 unfilled,
SymstadS1,W,removal,6.6,8/28/2020,9/25/2020,N,1,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,W,removal,6.8,8/28/2020,9/25/2020,N,0,Never emerged,N,6/28/2021,N,0,0.000,,,
SymstadS1,W,removal,7.0,8/28/2020,9/25/2020,Y,0,N/A,Y,6/28/2021,N,0,0.000,,Gone Oct 30,
CastValley,E,control,0.2,7/29/2020,11/19/2020,N,9,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,0.4,7/29/2020,11/19/2020,N,15,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,0.6,7/29/2020,11/19/2020,N,2,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,0.8,7/29/2020,11/19/2020,Y,8,2/22/2021,Y,5/11/2021,Y,2,0.0075,,,
CastValley,E,control,1.0,7/29/2020,11/19/2020,Y,2,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,1.2,7/29/2020,11/19/2020,Y,9,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,1.4,7/29/2020,11/19/2020,Y,2,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,1.6,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,1.8,7/29/2020,11/19/2020,Y,4,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,2.0,7/29/2020,11/19/2020,Y,3,2/22/2021,Y,5/11/2021,N,0,0.0053,,,
CastValley,E,control,2.2,7/29/2020,11/19/2020,Y,2,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,2.4,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,2.6,7/29/2020,11/19/2020,Y,2,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,2.8,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,3.0,7/29/2020,11/19/2020,Y,4,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,3.2,7/29/2020,11/19/2020,Y,4,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,3.4,7/29/2020,11/19/2020,N,2,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,3.6,7/29/2020,11/19/2020,N,2,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,3.8,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,4.0,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,4.2,7/29/2020,11/19/2020,Y,2,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,E,control,4.4,7/29/2020,11/19/2020,Y,1,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,4.6,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,4.8,7/29/2020,11/19/2020,Y,2,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,5.0,7/29/2020,11/19/2020,Y,7,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,5.2,7/29/2020,11/19/2020,Y,4,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,E,control,5.4,7/29/2020,11/19/2020,Y,2,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,5.6,7/29/2020,11/19/2020,Y,1,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,5.8,7/29/2020,11/19/2020,N,3,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,6.0,7/29/2020,11/19/2020,Y,2,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,E,control,6.2,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,6.4,7/29/2020,11/19/2020,N,0,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,E,control,6.6,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,6.8,7/29/2020,11/19/2020,Y,0,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,E,control,7.0,7/29/2020,11/19/2020,Y,6,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,E,control,7.2,7/29/2020,11/19/2020,Y,7,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,7.4,7/29/2020,11/19/2020,Y,7,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,E,control,7.6,7/29/2020,11/19/2020,N,5,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,7.8,7/29/2020,11/19/2020,Y,8,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,8.0,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,8.2,7/29/2020,11/19/2020,Y,5,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,8.4,7/29/2020,11/19/2020,N,5,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,8.6,7/29/2020,11/19/2020,N,9,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,8.8,7/29/2020,11/19/2020,Y,2,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,E,control,9.0,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,9.2,7/29/2020,11/19/2020,N,1,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,9.4,7/29/2020,11/19/2020,Y,2,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,E,control,9.6,7/29/2020,11/19/2020,Y,0,2/22/2021,Y,5/11/2021,N,0,0.01,,,
CastValley,E,control,9.8,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,E,control,10.0,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,N,control,0.2,7/29/2020,11/19/2020,Y,12,2/22/2021,Y,5/11/2021,Y,4,0.011,,,
CastValley,N,control,0.4,7/29/2020,11/19/2020,Y,5,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
